dates tide
1959.00821 -14.291300000000001
1959.01095 -17.52007
1959.01369 -15.59874
1959.01643 -9.519335
1959.01916 -1.613936
1959.0219 5.303702
1959.02464 9.089357
1959.02738 9.046745
1959.03012 5.89942
1959.03285 1.106556
1959.03559 -3.90054
1959.03833 -8.073001999999999
1959.04107 -10.66562
1959.04381 -11.06495
1959.04654 -8.814247
1959.04928 -3.799753
1959.05202 3.639585
1959.05476 12.793349999999998
1959.05749 22.712139999999998
1959.06023 32.20618
1959.06297 39.76157
1959.06571 43.65747
1959.06845 42.47833
1959.07118 35.83551
1959.07392 24.816390000000002
1959.07666 11.79016
1959.0794 -0.3592032
1959.08214 -9.135015
1959.08487 -13.042760000000001
1959.08761 -11.805800000000001
1959.09035 -6.318819
1959.09309 1.5524559999999998
1959.09582 9.380983
1959.09856 14.854790000000001
1959.1013 16.541430000000002
1959.10404 14.34522
1959.10678 9.36439
1959.10951 3.2543770000000003
1959.11225 -2.455411
1959.11499 -6.687353000000001
1959.11773 -8.750787
1959.12047 -8.175866
1959.1232 -4.711376
1959.12594 1.530117
1959.12868 9.987729
1959.13142 19.73358
1959.13415 29.59401
1959.13689 38.14842
1959.13963 43.68216
1959.14237 44.39754
1959.14511 39.06759
1959.14784 27.87445
1959.15058 12.827720000000001
1959.15332 -2.693689
1959.15606 -15.14484
1959.1588 -22.098319999999998
1959.16153 -22.92173
1959.16427 -18.639390000000002
1959.16701 -11.29065
1959.16975 -3.24117
1959.17248 3.3328269999999995
1959.17522 6.835380000000001
1959.17796 6.577868
1959.1807 2.934354
1959.18344 -2.8427700000000002
1959.18617 -9.125616
1959.18891 -14.4571
1959.19165 -17.83664
1959.19439 -18.686999999999998
1959.19713 -16.71064
1959.19986 -11.861389999999998
1959.2026 -4.442995
1959.20534 4.827358
1959.20808 14.886389999999999
1959.21081 24.42843
1959.21355 31.917530000000003
1959.21629 35.59236
1959.21903 33.75145
1959.22177 25.473019999999998
1959.2245 11.46822
1959.22724 -5.5904
1959.22998 -21.74635
1959.23272 -33.2511
1959.23546 -38.04752
1959.23819 -36.389489999999995
1959.24093 -30.34865
1959.24367 -22.68652
1959.24641 -15.832959999999998
1959.24914 -11.39437
1959.25188 -10.110190000000001
1959.25462 -11.95339
1959.25736 -16.22072
1959.2601 -21.689619999999998
1959.26283 -26.93367
1959.26557 -30.70679
1959.26831 -32.18768
1959.27105 -30.98525
1959.27379 -27.01903
1959.27652 -20.46048
1959.27926 -11.78442
1959.282 -1.820011
1959.28474 8.296535
1959.28747 17.22061
1959.29021 23.45366
1959.29295 25.41264
1959.29569 21.74193
1959.29843 11.983770000000002
1959.30116 -2.684512
1959.3039 -19.26618
1959.30664 -33.75712
1959.30938 -42.724160000000005
1959.31211 -44.77258
1959.31485 -40.99754
1959.31759 -34.18621
1959.32033 -27.37195
1959.32307 -22.66408
1959.3258 -20.88863
1959.32854 -21.89706
1959.33128 -25.02978
1959.33402 -29.376030000000004
1959.33676 -33.8555
1959.33949 -37.33385
1959.34223 -38.85144
1959.34497 -37.83343
1959.34771 -34.13184
1959.35044 -27.92265
1959.35318 -19.613039999999998
1959.35592 -9.851307
1959.35866 0.42753410000000003
1959.3614 10.036669999999999
1959.36413 17.66379
1959.36687 22.009050000000002
1959.36961 21.92558
1959.37235 16.68996
1959.37509 6.486058
1959.37782 -7.110488999999999
1959.38056 -21.13173
1959.3833 -32.052409999999995
1959.38604 -37.23295
1959.38877 -36.16055
1959.39151 -30.65559
1959.39425 -23.86437
1959.39699 -18.69348
1959.39973 -16.667930000000002
1959.40246 -17.76918
1959.4052 -21.04366
1959.40794 -25.32618
1959.41068 -29.59142
1959.41342 -32.942620000000005
1959.41615 -34.55227
1959.41889 -33.764900000000004
1959.42163 -30.281520000000004
1959.42437 -24.228189999999998
1959.4271 -16.057930000000002
1959.42984 -6.4246360000000005
1959.43258 3.8383009999999995
1959.43532 13.673760000000001
1959.43806 21.8424
1959.44079 27.11873
1959.44353 28.552130000000002
1959.44627 25.67341
1959.44901 18.64669
1959.45175 8.4362
1959.45448 -3.0749120000000003
1959.45722 -13.27879
1959.45996 -19.575689999999998
1959.4627 -20.47482
1959.46543 -16.43963
1959.46817 -9.821485000000001
1959.47091 -3.7724070000000003
1959.47365 -0.7592018
1959.47639 -1.594124
1959.47912 -5.484445
1959.48186 -10.84447
1959.4846 -16.157790000000002
1959.48734 -20.35541
1959.49008 -22.722179999999998
1959.49281 -22.71253
1959.49555 -19.96504
1959.49829 -14.46442
1959.50103 -6.618744
1959.50376 2.845786
1959.5065 13.0388
1959.50924 22.94493
1959.51198 31.379649999999998
1959.51472 37.058569999999996
1959.51745 38.89767
1959.52019 36.418369999999996
1959.52293 29.99995
1959.52567 20.84297
1959.52841 10.726180000000001
1959.53114 1.7003780000000002
1959.53388 -4.2728209999999995
1959.53662 -5.828597
1959.53936 -2.797524
1959.54209 3.445749
1959.54483 10.29237
1959.54757 14.91877
1959.55031 15.516820000000001
1959.55305 11.994200000000001
1959.55578 5.745684000000001
1959.55852 -1.241471
1959.56126 -7.270058000000001
1959.564 -11.29119
1959.56674 -12.758759999999999
1959.56947 -11.37781
1959.57221 -7.064373
1959.57495 -0.08050649
1959.57769 8.899942000000001
1959.58042 18.91133
1959.58316 28.867350000000002
1959.5859 37.604839999999996
1959.58864 43.840540000000004
1959.59138 46.28285999999999
1959.59411 44.04798
1959.59685 37.20044
1959.59959 27.01811
1959.60233 15.722769999999999
1959.60507 5.797802
1959.6078 -0.7304689
1959.61054 -2.755191
1959.61328 -0.2707733
1959.61602 5.617083
1959.61875 12.854320000000001
1959.62149 18.90993
1959.62423 21.58121
1959.62697 19.8368
1959.62971 14.207479999999999
1959.63244 6.446778999999999
1959.63518 -1.3198809999999999
1959.63792 -7.395128
1959.64066 -10.81991
1959.64339 -11.21276
1959.64613 -8.502538
1959.64887 -2.8577310000000002
1959.65161 5.212798
1959.65435 14.818740000000002
1959.65708 24.82149
1959.65982 34.00868
1959.66256 41.1347
1959.6653 44.88275
1959.66804 44.02211
1959.67077 37.92184
1959.67351 27.186010000000003
1959.67625 13.89191
1959.67899 1.083201
1959.68172 -8.304734
1959.68446 -12.49014
1959.6872 -11.31773
1959.68994 -6.057174000000001
1959.69268 1.1719
1959.69541 8.003373
1959.69815 12.33859
1959.70089 12.81546
1959.70363 9.193407
1959.70637 2.448609
1959.7091 -5.586526
1959.71184 -12.9171
1959.71458 -18.02541
1959.71732 -20.11966
1959.72005 -18.99067
1959.72279 -14.766570000000002
1959.72553 -7.826782000000001
1959.72827 1.1343530000000002
1959.73101 11.09162
1959.73374 20.82383
1959.73648 29.080769999999998
1959.73922 34.62283
1959.74196 36.19794
1959.7447 32.73269
1959.74743 23.893250000000002
1959.75017 10.74476
1959.75291 -4.075488
1959.75565 -17.06191
1959.75838 -25.1884
1959.76112 -27.13559
1959.76386 -23.677249999999997
1959.7666 -17.09425
1959.76934 -10.10524
1959.77207 -4.9608479999999995
1959.77481 -3.0154810000000003
1959.77755 -4.669639
1959.78029 -9.447579000000001
1959.78303 -16.14021
1959.78576 -23.09792
1959.7885 -28.68563
1959.79124 -31.71812
1959.79398 -31.64557
1959.79671 -28.44942
1959.79945 -22.43868
1959.80219 -14.15592
1959.80493 -4.407128
1959.80767 5.736756
1959.8104 15.06267
1959.81314 22.37335
1959.81588 26.543080000000003
1959.81862 26.52109
1959.82136 21.52761
1959.82409 11.58024
1959.82683 -1.916889
1959.82957 -16.097939999999998
1959.83231 -27.456329999999998
1959.83504 -33.29229
1959.83778 -32.94315
1959.84052 -27.99906
1959.84326 -21.38703
1959.846 -15.96388
1959.84873 -13.478639999999999
1959.85147 -14.336310000000001
1959.85421 -17.96455
1959.85695 -23.29752
1959.85969 -29.07719
1959.86242 -34.01383
1959.86516 -36.96935
1959.8679 -37.183240000000005
1959.87064 -34.40356
1959.87337 -28.829900000000002
1959.87611 -20.952360000000002
1959.87885 -11.44847
1959.88159 -1.185134
1959.88433 8.781466
1959.88706 17.30988
1959.8898 23.33625
1959.89254 25.974169999999997
1959.89528 24.553659999999997
1959.89802 18.77357
1959.90075 9.087194
1959.90349 -2.885962
1959.90623 -14.406839999999999
1959.90897 -22.44788
1959.9117 -25.04067
1959.91444 -22.32712
1959.91718 -16.54846
1959.91992 -10.90042
1959.92266 -7.979041
1959.92539 -8.777095
1959.92813 -12.697510000000001
1959.93087 -18.29179
1959.93361 -24.047610000000002
1959.93634 -28.76829
1959.93908 -31.577019999999997
1959.94182 -31.84974
1959.94456 -29.26322
1959.9473 -23.887210000000003
1959.95003 -16.16899
1959.95277 -6.800597
1959.95551 3.4012710000000004
1959.95825 13.51716
1959.96099 22.5189
1959.96372 29.36038
1959.96646 33.17185
1959.9692 33.43586
1959.97194 30.0616
1959.97467 23.43166
1959.97741 14.53421
1959.98015 5.0975779999999995
1959.98289 -2.585035
1959.98563 -6.377018
1959.98836 -5.352603
1959.9911 -0.5158891
1959.99384 5.45039
1959.99658 9.423005999999999
1960.0 9.344086
1960.00273 5.058567
1960.00546 -1.947775
1960.00819 -9.548406
1960.01092 -15.93804
1960.01365 -20.02346
1960.01638 -21.28919
1960.01911 -19.54386
1960.02184 -14.84588
1960.02457 -7.573281
1960.0273 1.565548
1960.03003 11.658029999999998
1960.03276 21.73341
1960.03549 30.80468
1960.03823 37.854729999999996
1960.04096 41.92758
1960.04369 42.38319
1960.04642 39.17347
1960.04915 32.94176
1960.05188 24.903450000000003
1960.05461 16.63417
1960.05734 9.862934
1960.06007 6.188737
1960.0628 6.586096
1960.06553 10.80022
1960.06826 17.05422
1960.07099 22.50086
1960.07372 24.3958
1960.07645 21.37644
1960.07918 14.048190000000002
1960.08191 4.529765
1960.08464 -4.660606
1960.08737 -11.603660000000001
1960.0901 -15.331800000000001
1960.09283 -15.600830000000002
1960.09556 -12.53295
1960.09829 -6.479728
1960.10102 1.919204
1960.10375 11.71823
1960.10648 21.80331
1960.10922 31.0653
1960.11195 38.4544
1960.11468 42.95733
1960.11741 43.70146
1960.12014 40.287279999999996
1960.12287 33.170269999999995
1960.1256 23.767590000000002
1960.12833 14.13314
1960.13106 6.363287000000001
1960.13379 2.044257
1960.13652 1.9141260000000002
1960.13925 5.695382
1960.14198 12.032000000000002
1960.14471 18.63945
1960.14744 22.86418
1960.15017 22.62644
1960.1529 17.32766
1960.15563 8.149889
1960.15836 -2.497817
1960.16109 -12.04649
1960.16382 -18.67366
1960.16655 -21.58439
1960.16928 -20.741220000000002
1960.17201 -16.48158
1960.17474 -9.36509
1960.17747 -0.2243742
1960.1802 9.825693
1960.18294 19.54317
1960.18567 27.75029
1960.1884 33.38861
1960.19113 35.48464
1960.19386 33.269009999999994
1960.19659 26.58031
1960.19932 16.33274
1960.20205 4.607529
1960.20478 -5.881206
1960.20751 -12.73289
1960.21024 -14.69434
1960.21297 -11.97148
1960.2157 -6.003950000000001
1960.21843 1.028296
1960.22116 6.736267
1960.22389 9.059982
1960.22662 6.8333900000000005
1960.22935 0.2259972
1960.23208 -9.233658
1960.23481 -19.201
1960.23754 -27.391189999999998
1960.24027 -32.292179999999995
1960.243 -33.35636
1960.24573 -30.73488
1960.24846 -24.926250000000003
1960.25119 -16.63518
1960.25392 -6.812542
1960.25666 3.352083
1960.25939 12.59732
1960.26212 19.78428
1960.26485 23.94344
1960.26758 24.22725
1960.27031 20.03315
1960.27304 11.44311
1960.27577 -0.2720027
1960.2785 -12.60098
1960.28123 -22.50065
1960.28396 -27.59704
1960.28669 -27.1788
1960.28942 -22.39236
1960.29215 -15.60688
1960.29488 -9.42892
1960.29761 -5.911001
1960.30034 -6.169014
1960.30307 -10.29452
1960.3058 -17.40785
1960.30853 -25.86094
1960.31126 -33.6678
1960.31399 -39.085609999999996
1960.31672 -41.07599
1960.31945 -39.40734
1960.32218 -34.42796
1960.32491 -26.77739
1960.32765 -17.26529
1960.33038 -6.895475
1960.33311 3.1574839999999997
1960.33584 11.71507
1960.33857 17.78234
1960.3413 20.5897
1960.34403 19.53658
1960.34676 14.29459
1960.34949 5.218644
1960.35222 -6.18607
1960.35495 -17.2774
1960.35768 -25.09005
1960.36041 -27.64423
1960.36314 -24.94515
1960.36587 -18.98579
1960.3686 -12.74319
1960.37133 -8.832047
1960.37406 -8.604026999999999
1960.37679 -12.024799999999999
1960.37952 -18.09017
1960.38225 -25.3325
1960.38498 -32.17394
1960.38771 -37.170700000000004
1960.39044 -39.254599999999996
1960.39317 -37.93407
1960.3959 -33.3243
1960.39863 -25.97982
1960.40137 -16.67604
1960.4041 -6.303305
1960.40683 4.128775
1960.40956 13.52324
1960.41229 20.85154
1960.41502 25.336609999999997
1960.41775 26.50806
1960.42048 24.14619
1960.42321 18.3307
1960.42594 9.739428
1960.42867 -0.009988533
1960.4314 -8.455756000000001
1960.43413 -13.11616
1960.43686 -12.7316
1960.43959 -8.114691
1960.44232 -1.919867
1960.44505 2.63
1960.44778 3.27449
1960.45051 -0.42448539999999996
1960.45324 -7.269057
1960.45597 -15.29138
1960.4587 -22.61094
1960.46143 -27.8531
1960.46416 -30.175790000000003
1960.46689 -29.18837
1960.46962 -24.92898
1960.47235 -17.84915
1960.47509 -8.710279
1960.47782 1.577464
1960.48055 12.059269999999998
1960.48328 21.7514
1960.48601 29.670129999999997
1960.48874 34.96944
1960.49147 37.13273
1960.4942 36.06816
1960.49693 32.06171
1960.49966 25.729119999999998
1960.50239 18.11258
1960.50512 10.81552
1960.50785 5.824932
1960.51058 4.790556
1960.51331 8.02597
1960.51604 13.93804
1960.51877 19.48286
1960.5215 21.56033
1960.52423 18.53195
1960.52696 10.9148
1960.52969 0.8995209000000001
1960.53242 -8.841588
1960.53515 -16.21996
1960.53788 -20.13773
1960.54061 -20.31037
1960.54334 -16.930960000000002
1960.54608 -10.489329999999999
1960.54881 -1.73745
1960.55154 8.362918
1960.55427 18.77083
1960.557 28.48435
1960.55973 36.57223
1960.56246 42.186569999999996
1960.56519 44.67873
1960.56792 43.81564
1960.57065 39.93886
1960.57338 33.928110000000004
1960.57611 27.01316
1960.57884 20.593629999999997
1960.58157 16.1135
1960.5843 14.829379999999999
1960.58703 17.31398
1960.58976 22.85357
1960.59249 29.2384
1960.59522 33.38313
1960.59795 32.66111
1960.60068 26.2164
1960.60341 15.407969999999999
1960.60614 3.1044319999999996
1960.60887 -7.661974
1960.6116 -14.81063
1960.61433 -17.54985
1960.61706 -16.0453
1960.6198 -10.92814
1960.62253 -3.030968
1960.62526 6.647233
1960.62799 16.96618
1960.63072 26.77439
1960.63345 35.05263
1960.63618 40.95304
1960.63891 43.78282
1960.64164 43.09678
1960.64437 38.94941
1960.6471 32.12867
1960.64983 24.122790000000002
1960.65256 16.75975
1960.65529 11.71109
1960.65802 10.09887
1960.66075 12.26552
1960.66348 17.6117
1960.66621 24.492810000000002
1960.66894 30.38598
1960.67167 32.56518
1960.6744 29.184469999999997
1960.67713 20.22161
1960.67986 7.639607999999999
1960.68259 -5.424805
1960.68532 -15.96915
1960.68805 -22.139
1960.69078 -23.45966
1960.69352 -20.42023
1960.69625 -13.929929999999999
1960.69898 -5.039828
1960.70171 5.0824
1960.70444 15.17352
1960.70717 24.024749999999997
1960.7099 30.65089
1960.71263 34.325559999999996
1960.71536 34.527809999999995
1960.71809 31.01116
1960.72082 24.09249
1960.72355 14.954790000000001
1960.72628 5.604644
1960.72901 -1.6686960000000002
1960.73174 -5.093145
1960.73447 -4.029477
1960.7372 0.8744537
1960.73993 7.93204
1960.74266 14.84446
1960.74539 19.18923
1960.74812 19.00841
1960.75085 13.470160000000002
1960.75358 3.33448
1960.75631 -9.149146
1960.75904 -21.01918
1960.76177 -29.690139999999996
1960.76451 -33.740790000000004
1960.76724 -33.02558
1960.76997 -28.245820000000002
1960.7727 -20.44378
1960.77543 -10.76129
1960.77816 -0.42940940000000005
1960.78089 9.261565000000001
1960.78362 17.134819999999998
1960.78635 22.31136
1960.78908 24.23178
1960.79181 22.56528
1960.79454 17.254659999999998
1960.79727 8.828059
1960.8 -1.2546760000000001
1960.80273 -10.66719
1960.80546 -16.91368
1960.80819 -18.36373
1960.81092 -14.998800000000001
1960.81365 -8.414313
1960.81638 -1.136827
1960.81911 4.284834
1960.82184 5.976788
1960.82457 3.097694
1960.8273 -4.040686
1960.83003 -14.02604
1960.83276 -24.65074
1960.83549 -33.52076
1960.83823 -38.784440000000004
1960.84096 -39.61679
1960.84369 -36.21649
1960.84642 -29.4233
1960.84915 -20.30884
1960.85188 -9.998973
1960.85461 0.3216139
1960.85734 9.448777
1960.86007 16.34208
1960.8628 20.30951
1960.86553 21.0138
1960.86826 18.3511
1960.87099 12.4656
1960.87372 4.048708
1960.87645 -5.317383
1960.87918 -13.26015
1960.88191 -17.412689999999998
1960.88464 -16.56551
1960.88737 -11.42111
1960.8901 -4.38312
1960.89283 1.5245970000000002
1960.89556 3.933246
1960.89829 1.892612
1960.90102 -4.112228
1960.90375 -12.62291
1960.90648 -21.74576
1960.90922 -29.5748
1960.91195 -34.53455
1960.91468 -35.67992
1960.91741 -32.85801
1960.92014 -26.61531
1960.92287 -17.89917
1960.9256 -7.766952
1960.92833 2.728736
1960.93106 12.5266
1960.93379 20.59878
1960.93652 26.12677
1960.93925 28.676750000000002
1960.94198 28.19969
1960.94471 24.890880000000003
1960.94744 19.15568
1960.95017 11.83699
1960.9529 4.490713
1960.95563 -0.7587196
1960.95836 -2.028061
1960.96109 1.206575
1960.96382 7.4782459999999995
1960.96655 13.78111
1960.96928 16.95418
1960.97201 15.15985
1960.97474 8.575255
1960.97747 -0.9790878
1960.9802 -11.034600000000001
1960.98294 -19.3991
1960.98567 -24.60919
1960.9884 -25.967489999999998
1960.99113 -23.42648
1960.99386 -17.469179999999998
1960.99659 -8.965236
1961.0 1.03024
1961.00274 11.46295
1961.00548 21.3551
1961.00821 29.79462
1961.01095 35.97152
1961.01369 39.33216
1961.01643 39.74611
1961.01916 37.51869
1961.0219 33.241949999999996
1961.02464 27.67984
1961.02738 21.84856
1961.03012 17.15345
1961.03285 15.202969999999999
1961.03559 17.091050000000003
1961.03833 22.47313
1961.04107 29.1704
1961.04381 33.84366
1961.04654 33.530969999999996
1961.04928 27.14207
1961.05202 15.96862
1961.05476 2.953998
1961.05749 -8.699747
1961.06023 -16.69429
1961.06297 -20.04025
1961.06571 -18.8106
1961.06845 -13.692639999999999
1961.07118 -5.673416
1961.07392 4.11319
1961.07666 14.499400000000001
1961.0794 24.40297
1961.08214 32.89751
1961.08487 39.21441
1961.08761 42.763560000000005
1961.09035 43.256769999999996
1961.09309 40.87583
1961.09582 36.31997
1961.09856 30.65462
1961.1013 25.07923
1961.10404 20.78942
1961.10678 18.9219
1961.10951 20.35265
1961.11225 25.18828
1961.11499 32.18143
1961.11773 38.63897
1961.12047 41.241
1961.1232 37.539880000000004
1961.12594 27.279609999999998
1961.12868 12.65827
1961.13142 -2.660677
1961.13415 -15.139400000000002
1961.13689 -22.59024
1961.13963 -24.4759
1961.14237 -21.44669
1961.14511 -14.68732
1961.14784 -5.5097309999999995
1961.15058 4.77466
1961.15332 14.90468
1961.15606 23.76596
1961.1588 30.4831
1961.16153 34.434149999999995
1961.16427 35.24177
1961.16701 32.859649999999995
1961.16975 27.752760000000002
1961.17248 20.998150000000003
1961.17522 14.13328
1961.17796 8.778253000000001
1961.1807 6.237106
1961.18344 7.2378919999999995
1961.18617 11.769990000000002
1961.18891 18.89877
1961.19165 26.62508
1961.19439 32.10343
1961.19713 32.47376
1961.19986 26.10659
1961.2026 13.57351
1961.20534 -2.358203
1961.20808 -17.82238
1961.21081 -29.41273
1961.21355 -35.29341
1961.21629 -35.35749
1961.21903 -30.63862
1961.22177 -22.58733
1961.2245 -12.66409
1961.22724 -2.255621
1961.22998 7.342175
1961.23272 15.03189
1961.23546 20.03795
1961.23819 21.920930000000002
1961.24093 20.52264
1961.24367 16.01003
1961.24641 9.07319
1961.24914 1.0857569999999999
1961.25188 -6.049193
1961.25462 -10.430719999999999
1961.25736 -10.8163
1961.2601 -7.049671
1961.26283 -0.1063219
1961.26557 8.135508
1961.26831 15.242799999999999
1961.27105 18.697039999999998
1961.27379 16.57226
1961.27652 8.321647
1961.27926 -4.730997
1961.282 -19.63903
1961.28474 -32.865849999999995
1961.28747 -41.59111
1961.29021 -44.55973
1961.29295 -42.08581
1961.29569 -35.43246
1961.29843 -26.133029999999998
1961.30116 -15.650939999999999
1961.3039 -5.343242999999999
1961.30664 3.549657
1961.30938 10.03777
1961.31211 13.527809999999999
1961.31485 13.81918
1961.31759 10.991439999999999
1961.32033 5.401833
1961.32307 -2.1045
1961.3258 -9.985548
1961.32854 -16.16492
1961.33128 -18.699759999999998
1961.33402 -16.64269
1961.33676 -10.55811
1961.33949 -2.369541
1961.34223 5.328577
1961.34497 10.08116
1961.34771 10.18378
1961.35044 5.043177
1961.35318 -4.645436
1961.35592 -16.947319999999998
1961.35866 -29.11213
1961.3614 -38.38084
1961.36413 -42.86837
1961.36687 -42.05769
1961.36961 -36.66367
1961.37235 -28.063860000000002
1961.37509 -17.74583
1961.37782 -7.067848000000001
1961.38056 2.7381040000000003
1961.3833 10.58417
1961.38604 15.683
1961.38877 17.69999
1961.39151 16.71987
1961.39425 13.07766
1961.39699 7.307966
1961.39973 0.3474557
1961.40246 -6.2379620000000005
1961.4052 -10.43226
1961.40794 -10.529869999999999
1961.41068 -6.110373999999999
1961.41342 1.459269
1961.41615 9.433907
1961.41889 14.81781
1961.42163 15.54267
1961.42437 11.08794
1961.4271 2.404111
1961.42984 -8.579488
1961.43258 -19.52155
1961.43532 -28.17455
1961.43806 -32.844010000000004
1961.44079 -32.75585
1961.44353 -28.172040000000003
1961.44627 -20.15436
1961.44901 -10.10797
1961.45175 0.6055297000000001
1961.45448 10.803749999999999
1961.45722 19.45432
1961.45996 25.70194
1961.4627 29.03102
1961.46543 29.40858
1961.46817 27.225009999999997
1961.47091 23.08283
1961.47365 17.694609999999997
1961.47639 12.041319999999999
1961.47912 7.571936000000001
1961.48186 6.003251
1961.4846 8.536486
1961.48734 14.89195
1961.49008 22.924129999999998
1961.49281 29.30173
1961.49555 30.98273
1961.49829 26.61007
1961.50103 17.01334
1961.50376 4.65017
1961.5065 -7.508004
1961.50924 -16.95793
1961.51198 -22.15009
1961.51472 -22.54226
1961.51745 -18.453020000000002
1961.52019 -10.844280000000001
1961.52293 -1.040298
1961.52567 9.583577
1961.52841 19.825319999999998
1961.53114 28.71139
1961.53388 35.456269999999996
1961.53662 39.489290000000004
1961.53936 40.60156
1961.54209 39.07134
1961.54483 35.59551
1961.54757 31.05618
1961.55031 26.356469999999998
1961.55305 22.48465
1961.55578 20.63575
1961.55852 21.99992
1961.56126 27.05224
1961.564 34.73367
1961.56674 42.267230000000005
1961.56947 46.06662
1961.57221 43.39904
1961.57495 33.81392
1961.57769 19.42774
1961.58042 3.92641
1961.58316 -9.021765
1961.5859 -17.00138
1961.58864 -19.22685
1961.59138 -16.20567
1961.59411 -9.165275000000001
1961.59685 0.40022620000000003
1961.59959 10.99976
1961.60233 21.31277
1961.60507 30.29003
1961.6078 37.16788
1961.61054 41.42841
1961.61328 42.80952
1961.61602 41.41457
1961.61875 37.81991
1961.62149 33.01898
1961.62423 28.18317
1961.62697 24.4148
1961.62971 22.66305
1961.63244 23.728219999999997
1961.63518 28.07228
1961.63792 35.297920000000005
1961.64066 43.60868
1961.64339 49.87222
1961.64613 50.65479
1961.64887 43.86094
1961.65161 30.000909999999998
1961.65435 12.20615
1961.65708 -5.082086
1961.65982 -17.946859999999997
1961.66256 -24.29199
1961.6653 -24.05073
1961.66804 -18.53914
1961.67077 -9.604022
1961.67351 0.9435167
1961.67625 11.542679999999999
1961.67899 20.935979999999997
1961.68172 28.20443
1961.68446 32.78157
1961.6872 34.41894
1961.68994 33.15976
1961.69268 29.395960000000002
1961.69541 23.96403
1961.69815 18.12268
1961.70089 13.31594
1961.70363 10.81923
1961.70637 11.464849999999998
1961.7091 15.5166
1961.71184 22.561870000000003
1961.71458 31.30015
1961.71732 39.38657
1961.72005 43.73482
1961.72279 41.52187
1961.72553 31.568340000000003
1961.72827 15.26823
1961.73101 -3.663762
1961.73374 -20.62942
1961.73648 -31.96259
1961.73922 -36.09446
1961.74196 -33.56823
1961.7447 -26.20504
1961.74743 -16.1452
1961.75017 -5.288622
1961.75291 4.839033
1961.75565 13.06735
1961.75838 18.60532
1961.76112 21.08181
1961.76386 20.510460000000002
1961.7666 17.21025
1961.76934 11.80404
1961.77207 5.314204
1961.77481 -0.8109347
1961.77755 -4.930148
1961.78029 -5.68639
1961.78303 -2.484715
1961.78576 4.276066
1961.7885 13.2536
1961.79124 22.35982
1961.79398 29.03922
1961.79671 30.74548
1961.79945 25.72838
1961.80219 13.929749999999999
1961.80493 -2.555623
1961.80767 -19.94734
1961.8104 -34.123689999999996
1961.81314 -42.156639999999996
1961.81588 -43.18331
1961.81862 -38.23287
1961.82136 -29.34093
1961.82409 -18.64402
1961.82683 -7.920896
1961.82957 1.4533489999999998
1961.83231 8.455969
1961.83504 12.46341
1961.83778 13.322590000000002
1961.84052 11.30147
1961.84326 6.947188999999999
1961.846 1.030824
1961.84873 -5.346442
1961.85147 -10.67287
1961.85421 -13.257280000000002
1961.85695 -11.825920000000002
1961.85969 -6.1775590000000005
1961.86242 2.536746
1961.86516 12.09809
1961.8679 19.882
1961.87064 23.556070000000002
1961.87337 21.61703
1961.87611 13.775899999999998
1961.87885 1.197257
1961.88159 -13.571539999999999
1961.88433 -27.188380000000002
1961.88706 -36.55952
1961.8898 -39.8827
1961.89254 -37.11952
1961.89528 -29.67004
1961.89802 -19.558699999999998
1961.90075 -8.700543
1961.90349 1.403845
1961.90623 9.636458
1961.90897 15.20608
1961.9117 17.72569
1961.91444 17.30022
1961.91718 14.448789999999999
1961.91992 9.901809
1961.92266 4.501518
1961.92539 -0.6806517
1961.92813 -4.220638
1961.93087 -4.574414
1961.93361 -0.7658408
1961.93634 6.847599000000001
1961.93908 16.32785
1961.94182 24.729529999999997
1961.94456 29.21937
1961.9473 28.1126
1961.95003 21.33811
1961.95277 10.28579
1961.95551 -2.6908130000000003
1961.95825 -14.85879
1961.96099 -23.700860000000002
1961.96372 -27.50165
1961.96646 -25.77976
1961.9692 -19.33344
1961.97194 -9.822968999999999
1961.97467 0.879977
1961.97741 11.19356
1961.98015 19.97155
1961.98289 26.4184
1961.98563 30.044040000000003
1961.98836 30.76036
1961.9911 28.96447
1961.99384 25.42701
1961.99658 21.03969
1962.0 16.67753
1962.00274 13.308710000000001
1962.00548 12.13105
1962.00821 14.336210000000001
1962.01095 20.38662
1962.01369 29.237669999999998
1962.01643 38.20806
1962.01916 43.85351
1962.0219 43.46455
1962.02464 36.3098
1962.02738 23.91031
1962.03012 9.299906
1962.03285 -4.171995
1962.03559 -13.840069999999999
1962.03833 -18.21499
1962.04107 -17.04082
1962.04381 -11.11045
1962.04654 -1.93818
1962.04928 8.674879
1962.05202 19.0775
1962.05476 28.035700000000002
1962.05749 34.75343
1962.06023 38.767360000000004
1962.06297 39.91572
1962.06571 38.43323
1962.06845 35.01411
1962.07118 30.67398
1962.07392 26.465819999999997
1962.07666 23.29951
1962.0794 22.00586
1962.08214 23.444869999999998
1962.08487 28.27557
1962.08761 36.28076
1962.09035 45.692969999999995
1962.09309 53.24706
1962.09582 55.304899999999996
1962.09856 49.580380000000005
1962.1013 36.42331
1962.10404 18.824550000000002
1962.10678 1.14527
1962.10951 -12.62538
1962.11225 -20.12205
1962.11499 -20.904889999999998
1962.11773 -16.008940000000003
1962.12047 -7.243089
1962.1232 3.393606
1962.12594 14.089039999999999
1962.12868 23.43413
1962.13142 30.50179
1962.13415 34.79864
1962.13689 36.16784
1962.13963 34.76343
