dates tide
1988.1256 67.94435
1988.12833 66.01679
1988.13106 48.46677
1988.13379 19.66514
1988.13652 -12.191840000000001
1988.13925 -38.507870000000004
1988.14198 -53.515930000000004
1988.14471 -55.70521
1988.14744 -47.13869999999999
1988.15017 -31.6135
1988.1529 -12.97767
1988.15563 5.656866
1988.15836 21.91754
1988.16109 33.94552
1988.16382 40.362
1988.16655 40.461960000000005
1988.16928 34.43158
1988.17201 23.40655
1988.17474 9.329859
1988.17747 -5.3303009999999995
1988.1802 -17.91484
1988.18294 -25.89143
1988.18567 -27.15138
1988.1884 -20.38072
1988.19113 -5.626875
1988.19386 15.00871
1988.19659 36.98871
1988.19932 53.920629999999996
1988.20205 59.43206
1988.20478 49.82055
1988.20751 26.14135
1988.21024 -5.63862
1988.21297 -36.80162
1988.2157 -59.32055
1988.21843 -68.74347
1988.22116 -65.10941000000001
1988.22389 -51.79917
1988.22662 -33.42079
1988.22935 -14.084679999999999
1988.23208 3.257113
1988.23481 16.63983
1988.23754 24.733169999999998
1988.24027 26.74218
1988.243 22.55308
1988.24573 12.888850000000001
1988.24846 -0.6800912
1988.25119 -15.86478
1988.25392 -29.88712
1988.25666 -39.83531
1988.25939 -43.18054
1988.26212 -38.394400000000005
1988.26485 -25.50959
1988.26758 -6.459257
1988.27031 14.930499999999999
1988.27304 33.42769
1988.27577 43.49826
1988.2785 40.98233
1988.28123 24.868160000000003
1988.28396 -1.716811
1988.28669 -32.09976
1988.28942 -58.29672
1988.29215 -73.9328
1988.29488 -76.37851
1988.29761 -67.07732
1988.30034 -50.16073
1988.30307 -30.40792
1988.3058 -11.731180000000002
1988.30853 3.3030039999999996
1988.31126 13.21872
1988.31399 17.25994
1988.31672 15.264619999999999
1988.31945 7.729949
1988.32218 -4.137363
1988.32491 -18.462889999999998
1988.32765 -32.79017
1988.33038 -44.23484
1988.33311 -49.87426000000001
1988.33584 -47.48937
1988.33857 -36.481950000000005
1988.3413 -18.511499999999998
1988.34403 2.575888
1988.34676 21.60996
1988.34949 33.45474
1988.35222 34.42071
1988.35495 23.36783
1988.35768 2.242077
1988.36041 -24.18104
1988.36314 -49.47741
1988.36587 -67.48007
1988.3686 -74.24428999999999
1988.37133 -69.19079
1988.37406 -54.88689
1988.37679 -35.67796
1988.37952 -16.00289
1988.38225 0.7539189999999999
1988.38498 12.564250000000001
1988.38771 18.50536
1988.39044 18.4411
1988.39317 12.8742
1988.3959 2.898434
1988.39863 -9.875862999999999
1988.40137 -23.40489
1988.4041 -35.23777
1988.40683 -42.60314
1988.40956 -42.853880000000004
1988.41229 -34.41874
1988.41502 -17.925069999999998
1988.41775 3.2460159999999996
1988.42048 23.58176
1988.42321 37.1761
1988.42594 39.80625
1988.42867 30.365099999999998
1988.4314 11.09174
1988.43413 -13.292679999999999
1988.43686 -37.026050000000005
1988.43959 -54.80594000000001
1988.44232 -63.02303
1988.44505 -60.51677
1988.44778 -48.67169
1988.45051 -30.792430000000003
1988.45324 -10.97711
1988.45597 7.035463999999999
1988.4587 20.59256
1988.46143 28.29528
1988.46416 29.81604
1988.46689 25.656630000000003
1988.46962 16.96518
1988.47235 5.3617930000000005
1988.47509 -7.249711
1988.47782 -18.78801
1988.48055 -26.96974
1988.48328 -29.363549999999996
1988.48601 -23.90119
1988.48874 -9.966732
1988.49147 10.43386
1988.4942 32.36296
1988.49693 49.17161
1988.49966 54.97198
1988.50239 47.14202
1988.50512 27.479619999999997
1988.50785 1.411121
1988.51058 -24.194419999999997
1988.51331 -43.38616
1988.51604 -52.63659
1988.51877 -51.18592
1988.5215 -40.55346
1988.52423 -23.716639999999998
1988.52696 -4.278945
1988.52969 14.257200000000001
1988.53242 29.05587
1988.53515 38.28602
1988.53788 41.21337
1988.54061 38.11362
1988.54334 30.09684
1988.54608 18.874979999999997
1988.54881 6.475218
1988.55154 -5.029170000000001
1988.55427 -13.639009999999999
1988.557 -17.39207
1988.55973 -14.43365
1988.56246 -3.575112
1988.56519 14.61487
1988.56792 36.7953
1988.57065 56.91678
1988.57338 67.96197000000001
1988.57611 64.85336000000001
1988.57884 47.00661
1988.58157 18.96258
1988.5843 -11.38339
1988.58703 -35.97602
1988.58976 -49.46969
1988.59249 -50.4448
1988.59522 -40.81636
1988.59795 -24.279700000000002
1988.60068 -4.84075
1988.60341 14.01697
1988.60614 29.59539
1988.60887 40.01605
1988.6116 44.26227
1988.61433 42.24697
1988.61706 34.81327
1988.6198 23.59546
1988.62253 10.735859999999999
1988.62526 -1.4760959999999999
1988.62799 -10.91657
1988.63072 -15.77445
1988.63345 -14.564190000000002
1988.63618 -6.255112
1988.63891 9.188923
1988.64164 29.90617
1988.64437 51.48638
1988.6471 67.46459
1988.64983 71.37218
1988.65256 59.662639999999996
1988.65529 33.91072
1988.65802 0.7852581
1988.66075 -30.465439999999997
1988.66348 -51.72662999999999
1988.66621 -58.920750000000005
1988.66894 -52.723780000000005
1988.67167 -37.16515
1988.6744 -17.34955
1988.67713 2.324205
1988.67986 18.83095
1988.68259 30.34995
1988.68532 35.90314
1988.68805 35.21569
1988.69078 28.78831
1988.69352 17.95018
1988.69625 4.72493
1988.69898 -8.48544
1988.70171 -19.28488
1988.70444 -25.61295
1988.70717 -25.95479
1988.7099 -19.47161
1988.71263 -6.2001800000000005
1988.71536 12.543040000000001
1988.71809 33.66277
1988.72082 52.17168
1988.72355 62.072219999999994
1988.72628 58.39789
1988.72901 39.68632
1988.73174 9.469657
1988.73447 -24.413749999999997
1988.7372 -52.68888
1988.73993 -68.29751
1988.74266 -68.88568000000001
1988.74539 -56.92582
1988.74812 -37.77314
1988.75085 -17.08725
1988.75358 0.9303812
1988.75631 13.9436
1988.75904 20.987190000000002
1988.76177 21.87693
1988.76451 16.98775
1988.76724 7.327686
1988.76997 -5.405753
1988.7727 -18.97408
1988.77543 -30.91193
1988.77816 -38.88383
1988.78089 -41.021069999999995
1988.78362 -36.23963
1988.78635 -24.534399999999998
1988.78908 -7.2130469999999995
1988.79181 12.986419999999999
1988.79454 31.997619999999998
1988.79727 44.940979999999996
1988.8 47.24668
1988.80273 36.30442
1988.80546 13.042200000000001
1988.80819 -17.53368
1988.81092 -47.55337
1988.81365 -69.03632999999999
1988.81638 -76.92401
1988.81911 -70.80236000000001
1988.82184 -54.45958
1988.82457 -33.73923
1988.8273 -14.07811
1988.83003 0.9785081000000001
1988.83276 9.907547
1988.83549 12.53451
1988.83823 9.369016
1988.84096 1.359577
1988.84369 -10.061689999999999
1988.84642 -22.96614
1988.84915 -35.09281
1988.85188 -44.11746
1988.85461 -47.9432
1988.85734 -45.049479999999996
1988.86007 -34.95148
1988.8628 -18.65937
1988.86553 1.135858
1988.86826 20.38269
1988.87099 34.49792
1988.87372 39.48816
1988.87645 33.08394
1988.87918 15.62865
1988.88191 -9.561684
1988.88464 -36.69002
1988.88737 -58.97521
1988.8901 -70.82370999999999
1988.89283 -69.79827
1988.89556 -57.3851
1988.89829 -38.12435
1988.90102 -17.60604
1988.90375 -0.4574565
1988.90648 10.71265
1988.90922 15.22079
1988.91195 13.602870000000001
1988.91468 6.984881
1988.91741 -3.170399
1988.92014 -15.09062
1988.92287 -26.75474
1988.9256 -36.05817
1988.92833 -41.00064
1988.93106 -39.89494
1988.93379 -31.74032
1988.93652 -16.8261
1988.93925 2.696441
1988.94198 22.78609
1988.94471 38.37623
1988.94744 44.94211
1988.95017 40.08867
1988.9529 24.43245
1988.95563 1.458261
1988.95836 -23.47296
1988.96109 -44.54906
1988.96382 -56.982099999999996
1988.96655 -58.23239
1988.96928 -48.66841
1988.97201 -31.37255
1988.97474 -11.056799999999999
1988.97747 7.508240000000001
1988.9802 20.852320000000002
1988.98294 27.39742
1988.98567 27.23639
1988.9884 21.51463
1988.99113 11.89348
1988.99386 0.27632639999999997
1988.99659 -11.322799999999999
1989.0 -20.91926
1989.00274 -26.702840000000002
1989.00548 -27.130770000000002
1989.00821 -21.06522
1989.01095 -8.179444
1989.01369 10.33483
1989.01643 31.182489999999998
1989.01916 49.198620000000005
1989.0219 58.77444
1989.02464 56.03743
1989.02738 40.66948
1989.03012 16.303620000000002
1989.03285 -10.7517
1989.03559 -33.756859999999996
1989.03833 -47.63779
1989.04107 -50.139630000000004
1989.04381 -41.90652
1989.04654 -25.8248
1989.04928 -6.034805
1989.05202 13.12618
1989.05476 28.071060000000003
1989.05749 36.60749
1989.06023 38.12697
1989.06297 33.363299999999995
1989.06571 23.937019999999997
1989.06845 11.92565
1989.07118 -0.4485247
1989.07392 -11.05914
1989.07666 -18.07645
1989.0794 -20.07796
1989.08214 -16.06228
1989.08487 -5.544462
1989.08761 11.01755
1989.09035 31.501129999999996
1989.09309 51.64859
1989.09582 65.62249
1989.09856 67.89031
1989.1013 55.757059999999996
1989.10404 31.122169999999997
1989.10678 0.2456935
1989.10951 -28.55094
1989.11225 -48.05724
1989.11499 -54.5677
1989.11773 -48.47883
1989.12047 -33.23165
1989.1232 -13.55387
1989.12594 6.031778999999999
1989.12868 22.01852
1989.13142 32.17106
1989.13415 35.52225
1989.13689 32.27838
1989.13963 23.645490000000002
1989.14237 11.55992
1989.14511 -1.649554
1989.14784 -13.617669999999999
1989.15058 -22.26746
1989.15332 -26.03997
1989.15606 -23.97214
1989.1588 -15.67142
1989.16153 -1.39565
1989.16427 17.55124
1989.16701 38.21817
1989.16975 55.779990000000005
1989.17248 64.40048
1989.17522 59.34671
1989.17796 39.507799999999996
1989.1807 8.793792999999999
1989.18344 -24.75123
1989.18617 -51.964620000000004
1989.18891 -66.1746
1989.19165 -65.47883
1989.19439 -52.661339999999996
1989.19713 -33.19771
1989.19986 -12.77384
1989.2026 4.371945999999999
1989.20534 15.866959999999999
1989.20808 20.82339
1989.21081 19.34294
1989.21355 12.2701
1989.21629 1.1297270000000001
1989.21903 -11.98139
1989.22177 -24.6697
1989.2245 -34.63144
1989.22724 -40.01527
1989.22998 -39.65081
1989.23272 -33.114329999999995
1989.23546 -20.71113
1989.23819 -3.541673
1989.24093 16.231830000000002
1989.24367 35.068419999999996
1989.24641 48.16489000000001
1989.24914 50.52379
1989.25188 38.96537
1989.25462 14.21683
1989.25736 -18.29562
1989.2601 -49.877359999999996
1989.26283 -71.84442
1989.26557 -79.0051
1989.26831 -71.4526
1989.27105 -53.81178
1989.27379 -32.65198
1989.27652 -13.732429999999999
1989.27926 -0.4844095
1989.282 5.968375
1989.28474 5.946884000000001
1989.28747 0.42480710000000005
1989.29021 -9.263878
1989.29295 -21.38505
1989.29569 -33.81113
1989.29843 -44.26186
1989.30116 -50.69108
1989.3039 -51.63531
1989.30664 -46.42442
1989.30938 -35.26902
1989.31211 -19.28638
1989.31485 -0.516915
1989.31759 18.071160000000003
1989.32033 32.70641
1989.32307 39.315180000000005
1989.3258 34.61056
1989.32854 17.622
1989.33128 -9.032758
1989.33402 -39.11127
1989.33676 -64.49428
1989.33949 -78.21125
1989.34223 -77.26038
1989.34497 -63.65676
1989.34771 -43.14839
1989.35044 -22.4558
1989.35318 -6.677552
1989.35592 1.870316
1989.35866 3.250614
1989.3614 -1.230569
1989.36413 -9.925366
1989.36687 -21.1228
1989.36961 -32.95668
1989.37235 -43.378809999999994
1989.37509 -50.379149999999996
1989.37782 -52.33081000000001
1989.38056 -48.28108999999999
1989.3833 -38.145720000000004
1989.38604 -22.85408
1989.38877 -4.4304250000000005
1989.39151 14.1063
1989.39425 29.13226
1989.39699 37.09105
1989.39973 35.34068
1989.40246 23.028920000000003
1989.4052 1.790432
1989.40794 -24.07383
1989.41068 -48.32676000000001
1989.41342 -64.55151
1989.41615 -68.43472
1989.41889 -59.51828
1989.42163 -41.401
1989.42437 -20.16494
1989.4271 -1.859897
1989.42984 9.586413
1989.43258 13.068639999999998
1989.43532 9.646328
1989.43806 1.350825
1989.44079 -9.68252
1989.44353 -21.466900000000003
1989.44627 -32.08532
1989.44901 -39.68226
1989.45175 -42.654700000000005
1989.45448 -39.911519999999996
1989.45722 -31.08142
1989.45996 -16.70553
1989.4627 1.534799
1989.46543 20.69876
1989.46817 36.8782
1989.47091 46.06888000000001
1989.47365 45.403839999999995
1989.47639 34.225
1989.47912 14.509939999999999
1989.48186 -9.501622
1989.4846 -32.31572
1989.48734 -48.54197
1989.49008 -54.32272
1989.49281 -48.502309999999994
1989.49555 -33.10136
1989.49829 -12.7383
1989.50103 6.938815
1989.50376 21.17492
1989.5065 27.482339999999997
1989.50924 25.88911
1989.51198 18.192239999999998
1989.51472 6.885901
1989.51745 -5.588189
1989.52019 -17.0865
1989.52293 -25.75287
1989.52567 -30.049229999999998
1989.52841 -28.892329999999998
1989.53114 -21.79495
1989.53388 -8.986562000000001
1989.53662 8.379008
1989.53936 27.915419999999997
1989.54209 45.890130000000006
1989.54483 57.76431
1989.54757 59.54689
1989.55031 49.487410000000004
1989.55305 29.1877
1989.55578 3.40161
1989.55852 -21.470940000000002
1989.56126 -39.4627
1989.564 -46.761050000000004
1989.56674 -42.51497
1989.56947 -28.706539999999997
1989.57221 -9.367006
1989.57495 10.57122
1989.57769 26.54635
1989.58042 35.47303
1989.58316 36.34087
1989.5859 30.10706
1989.58864 19.02025
1989.59138 5.787998000000001
1989.59411 -7.02545
1989.59685 -17.26706
1989.59959 -23.278409999999997
1989.60233 -23.95691
1989.60507 -18.81252
1989.6078 -7.982585
1989.61054 7.721260000000001
1989.61328 26.588559999999998
1989.61602 45.662079999999996
1989.61875 60.69169
1989.62149 66.933
1989.62423 60.87815
1989.62697 42.19698
1989.62971 14.67732
1989.63244 -14.6745
1989.63518 -38.12923
1989.63792 -50.072939999999996
1989.64066 -48.76151
1989.64339 -36.3168
1989.64613 -17.33947
1989.64887 2.9007739999999997
1989.65161 19.8824
1989.65435 30.58025
1989.65708 33.683930000000004
1989.65982 29.498089999999998
1989.66256 19.62609
1989.6653 6.4873590000000005
1989.66804 -7.226414
1989.67077 -19.01577
1989.67351 -26.883229999999998
1989.67625 -29.50487
1989.67899 -26.29815
1989.68172 -17.3902
1989.68446 -3.5266629999999997
1989.6872 13.935830000000001
1989.68994 32.817280000000004
1989.69268 49.80791
1989.69541 60.55492
1989.69815 60.666979999999995
1989.70089 47.609030000000004
1989.70363 22.59977
1989.70637 -8.812710000000001
1989.7091 -38.28804
1989.71184 -57.846019999999996
1989.71458 -63.01589
1989.71732 -54.29496999999999
1989.72005 -36.29446
1989.72279 -15.34407
1989.72553 2.9580779999999995
1989.72827 15.114609999999999
1989.73101 19.83557
1989.73374 17.4496
1989.73648 9.282652
1989.73922 -2.71518
1989.74196 -16.196080000000002
1989.7447 -28.68217
1989.74743 -37.921440000000004
1989.75017 -42.23733
1989.75291 -40.75629
1989.75565 -33.45851
1989.75838 -21.07425
1989.76112 -4.927123
1989.76386 13.12036
1989.7666 30.533830000000002
1989.76934 43.95265
1989.77207 49.45528
1989.77481 43.64493
1989.77755 25.41092
1989.78029 -2.5420059999999998
1989.78303 -33.61701
1989.78576 -59.30421
1989.7885 -72.52158
1989.79124 -70.57368
1989.79398 -56.05553
1989.79671 -35.26589
1989.79945 -15.20885
1989.80219 -0.9533916
1989.80493 5.4257990000000005
1989.80767 4.324179
1989.8104 -2.590391
1989.81314 -13.30132
1989.81588 -25.75846
1989.81862 -37.85511
1989.82136 -47.47868999999999
1989.82409 -52.7882
1989.82683 -52.5773
1989.82957 -46.510810000000006
1989.83231 -35.14502
1989.83504 -19.787969999999998
1989.83778 -2.319342
1989.84052 14.92893
1989.84326 29.21789
1989.846 37.51188
1989.84873 36.92608
1989.85147 25.70347
1989.85421 4.506659
1989.85695 -22.71847
1989.85969 -49.20832
1989.86242 -67.50110000000001
1989.86516 -72.44428
1989.8679 -63.500910000000005
1989.87064 -44.9585
1989.87337 -23.85999
1989.87611 -6.8786130000000005
1989.87885 2.092207
1989.88159 2.5332820000000003
1989.88433 -3.725679
1989.88706 -14.04989
1989.8898 -26.01952
1989.89254 -37.63508
1989.89528 -47.112930000000006
1989.89802 -52.801309999999994
1989.90075 -53.39742
1989.90349 -48.27949
1989.90623 -37.70436
1989.90897 -22.79845
1989.9117 -5.425126000000001
1989.91444 11.99224
1989.91718 26.69941
1989.91992 35.94101
1989.92266 37.41671
1989.92539 29.85873
1989.92813 13.675099999999999
1989.93087 -8.536801
1989.93361 -31.998459999999998
1989.93634 -50.69314000000001
1989.93908 -59.26911
1989.94182 -55.232969999999995
1989.94456 -40.26757
1989.9473 -19.75
1989.95003 -0.536524
1989.95277 11.82983
1989.95551 14.981349999999999
1989.95825 9.828032
1989.96099 -0.7551815
1989.96372 -13.54749
1989.96646 -25.943730000000002
1989.9692 -36.06137
1989.97194 -42.4561
1989.97467 -43.9823
1989.97741 -39.95027
1989.98015 -30.377760000000002
1989.98289 -16.11496
1989.98563 1.178552
1989.98836 19.12165
1989.9911 34.78163
1989.99384 45.06925
1989.99658 47.4315
1990.0 40.672560000000004
1990.00274 25.55711
1990.00548 4.910207
1990.00821 -16.8543
1990.01095 -34.673359999999995
1990.01369 -44.08489
1990.01643 -42.56648
1990.01916 -30.56531
1990.0219 -11.679229999999999
1990.02464 8.367987
1990.02738 23.723860000000002
1990.03012 30.496850000000002
1990.03285 27.8966
1990.03559 17.93192
1990.03833 4.059222
1990.04107 -10.27984
1990.04381 -22.47085
1990.04654 -30.78629
1990.04928 -34.120689999999996
1990.05202 -31.84928
1990.05476 -23.91095
1990.05749 -10.94111
1990.06023 5.68583
1990.06297 23.86905
1990.06571 40.80212
1990.06845 53.15092
1990.07118 57.655770000000004
1990.07392 52.201499999999996
1990.07666 36.94097
1990.0794 14.789520000000001
1990.08214 -9.156462000000001
1990.08487 -29.118820000000003
1990.08761 -40.39405
1990.09035 -40.66175
1990.09309 -30.4861
1990.09582 -13.029580000000001
1990.09856 6.840635999999999
1990.1013 23.85987
1990.10404 33.81594
1990.10678 34.705760000000005
1990.10951 27.12991
1990.11225 13.750309999999999
1990.11499 -1.8688479999999998
1990.11773 -16.404600000000002
1990.12047 -27.406380000000002
1990.1232 -33.36787
1990.12594 -33.54851
1990.12868 -27.84955
1990.13142 -16.80339
1990.13415 -1.5728820000000001
1990.13689 16.07613
1990.13963 33.75585
1990.14237 48.412769999999995
1990.14511 56.53725
1990.14784 54.971399999999996
1990.15058 42.28069
1990.15332 20.03558
1990.15606 -6.938501
1990.1588 -31.84541
1990.16153 -48.29693
1990.16427 -52.61002
1990.16701 -44.895579999999995
1990.16975 -28.58098
1990.17248 -8.876617000000001
1990.17522 8.943891
1990.17796 20.82171
1990.1807 24.581059999999997
1990.18344 20.08713
1990.18617 8.997743
1990.18891 -5.828964999999999
1990.19165 -21.132929999999998
1990.19439 -33.99949
1990.19713 -42.319919999999996
1990.19986 -44.91825
1990.2026 -41.48075
1990.20534 -32.43999
1990.20808 -18.85874
1990.21081 -2.3065309999999997
1990.21355 15.216000000000001
1990.21629 31.22756
1990.21903 42.6917
1990.22177 46.279239999999994
1990.2245 39.31946
1990.22724 21.30186
1990.22998 -4.893171
1990.23272 -33.09415
1990.23546 -55.71286
1990.23819 -66.68074
1990.24093 -63.90317
1990.24367 -49.882920000000006
1990.24641 -30.28615
1990.24914 -11.43214
1990.25188 1.882876
1990.25462 7.347393
1990.25736 4.928122
1990.2601 -3.875753
1990.26283 -16.73609
1990.26557 -30.97312
1990.26831 -43.91648
1990.27105 -53.26282
1990.27379 -57.40137
1990.27652 -55.609880000000004
1990.27926 -48.07358
1990.282 -35.755489999999995
1990.28474 -20.18055
1990.28747 -3.218534
1990.29021 13.02719
1990.29295 26.17711
1990.29569 33.53368
1990.29843 32.40327
1990.30116 21.06349
1990.3039 0.1472032
1990.30664 -26.41473
1990.30938 -51.88991
1990.31211 -68.97216
1990.31485 -72.83707
1990.31759 -63.34007
1990.32033 -45.01986
1990.32307 -24.89581
1990.3258 -9.394967
1990.32854 -2.124749
1990.33128 -3.4227200000000004
1990.33402 -11.37236
1990.33676 -23.22831
1990.33949 -36.3558
1990.34223 -48.49037
1990.34497 -57.6826
1990.34771 -62.33746
1990.35044 -61.44672
1990.35318 -54.83761
1990.35592 -43.23903
1990.35866 -28.120790000000003
1990.3614 -11.404520000000002
1990.36413 4.8109020000000005
1990.36687 18.40594
1990.36961 27.27701
1990.37235 29.404429999999998
1990.37509 23.21413
1990.37782 8.382435000000001
1990.38056 -13.1786
1990.3833 -36.87952
1990.38604 -56.31336
1990.38877 -65.50867
1990.39151 -61.62691
1990.39425 -46.545449999999995
1990.39699 -26.215259999999997
1990.39973 -8.014205
1990.40246 2.409698
1990.4052 3.0581750000000003
1990.40794 -4.543368
1990.41068 -16.96581
1990.41342 -30.68318
1990.41615 -43.04737
1990.41889 -52.30679
1990.42163 -57.233850000000004
1990.42437 -56.95084000000001
1990.4271 -51.098499999999994
1990.42984 -40.096129999999995
1990.43258 -25.206269999999996
1990.43532 -8.34178
1990.43806 8.253045
1990.44079 22.30189
1990.44353 31.72899
1990.44627 34.86121
1990.44901 30.6695
1990.45175 19.116
1990.45448 1.596517
1990.45722 -18.7263
1990.45996 -37.11674
1990.4627 -48.36609
1990.46543 -48.70099999999999
1990.46817 -37.69218
1990.47091 -18.98639
1990.47365 0.8670371
1990.47639 15.100209999999999
1990.47912 19.50679
1990.48186 13.8019
1990.4846 0.9879545
1990.48734 -14.57453
1990.49008 -29.047359999999998
1990.49281 -39.979029999999995
1990.49555 -46.13015
1990.49829 -46.92411
1990.50103 -42.16196
1990.50376 -32.13296
1990.5065 -17.83081
1990.50924 -0.9774044
1990.51198 16.18443
1990.51472 31.189300000000003
1990.51745 41.65054
1990.52019 45.606869999999994
1990.52293 41.95877
1990.52567 30.905530000000002
1990.52841 14.19183
1990.53114 -4.98914
1990.53388 -22.47768
1990.53662 -33.99058
1990.53936 -36.25866
1990.54209 -28.24223
1990.54483 -11.94538
1990.54757 7.772035999999999
1990.55031 24.664179999999998
1990.55305 33.400619999999996
1990.55578 31.601549999999996
1990.55852 20.522280000000002
1990.56126 4.084677
1990.564 -13.0393
1990.56674 -27.11798
1990.56947 -36.03794
1990.57221 -39.02892
1990.57495 -36.07803
1990.57769 -27.60875
1990.58042 -14.51725
1990.58316 1.706797
1990.5859 19.016479999999998
1990.58864 34.997859999999996
1990.59138 47.10380000000001
1990.59411 52.946529999999996
1990.59685 50.78542
1990.59959 40.21915
1990.60233 22.783160000000002
1990.60507 1.9961939999999998
1990.6078 -17.38297
1990.61054 -30.67684
1990.61328 -34.660230000000006
1990.61602 -28.4898
1990.61875 -13.968519999999998
1990.62149 4.856968
1990.62423 22.6966
1990.62697 34.47392
1990.62971 36.88526
1990.63244 29.46776
1990.63518 14.632719999999999
1990.63792 -3.403962
1990.64066 -20.23612
1990.64339 -32.583600000000004
1990.64613 -38.77075
1990.64887 -38.45387
1990.65161 -32.10738
1990.65435 -20.70618
1990.65708 -5.664268
1990.65982 11.16969
1990.66256 27.603009999999998
1990.6653 41.23941
1990.66804 49.62428
1990.67077 50.52864
1990.67351 42.576570000000004
1990.67625 26.149060000000002
1990.67899 4.050799
1990.68172 -18.72832
1990.68446 -36.401849999999996
1990.6872 -44.41298
1990.68994 -41.09761
1990.69268 -28.1721
1990.69541 -9.936856
1990.69815 8.258331
1990.70089 21.57003
1990.70363 26.78798
1990.70637 22.917019999999997
1990.7091 11.22754
1990.71184 -5.222822
1990.71458 -22.520690000000002
1990.71732 -36.99963
1990.72005 -46.09181
1990.72279 -48.63734
1990.72553 -44.6969
1990.72827 -35.16959
1990.73101 -21.48847
1990.73374 -5.448421
1990.73648 10.92145
1990.73922 25.479719999999997
1990.74196 36.04479
1990.7447 40.45628
1990.74743 36.8552
1990.75017 24.40652
1990.75291 4.300978
1990.75565 -19.639590000000002
1990.75838 -41.52868
1990.76112 -55.32256
1990.76386 -57.27417
1990.7666 -47.58566999999999
1990.76934 -30.2888
1990.77207 -11.45566
1990.77481 3.195238
1990.77755 10.066970000000001
1990.78029 8.226015
1990.78303 -1.061093
1990.78576 -15.18122
1990.7885 -30.956380000000003
1990.79124 -45.24663
1990.79398 -55.44248
1990.79671 -59.85181
1990.79945 -57.89033
1990.80219 -50.02247
1990.80493 -37.52034
1990.80767 -22.16551
1990.8104 -5.97358
1990.81314 9.027237000000001
1990.81588 20.92482
1990.81862 27.936989999999998
1990.82136 28.42199
1990.82409 21.15229
1990.82683 6.036984
1990.82957 -14.95168
1990.83231 -37.37955
1990.83504 -55.22519
1990.83778 -63.064840000000004
1990.84052 -58.580510000000004
1990.84326 -43.89636
1990.846 -24.79676
1990.84873 -8.181807000000001
1990.85147 0.7849275
1990.85421 0.3077969
1990.85695 -8.216091
1990.85969 -21.59762
1990.86242 -36.37345
1990.86516 -49.67273
1990.8679 -59.392019999999995
1990.87064 -64.09899
1990.87337 -63.02807
1990.87611 -56.20226
1990.87885 -44.49937
1990.88159 -29.52209
1990.88433 -13.29436
1990.88706 2.090087
1990.8898 14.741889999999998
1990.89254 23.10375
1990.89528 25.94887
1990.89802 22.390520000000002
1990.90075 12.12617
1990.90349 -3.981889
1990.90623 -23.2612
1990.90897 -41.16356
1990.9117 -52.35753
1990.91444 -52.86911
1990.91718 -42.24271
1990.91992 -24.31695
1990.92266 -5.855729
1990.92539 6.385498
1990.92813 8.522857
1990.93087 0.7609139
1990.93361 -13.47845
1990.93634 -29.635679999999997
1990.93908 -43.889089999999996
1990.94182 -53.92931
1990.94456 -58.71591
1990.9473 -57.9174
1990.95003 -51.63411
1990.95277 -40.48561
1990.95551 -25.76142
1990.95825 -9.350751
1990.96099 6.5722570000000005
1990.96372 19.93551
1990.96646 29.059639999999998
1990.9692 32.801339999999996
1990.97194 30.60222
1990.97467 22.54561
1990.97741 9.520856
1990.98015 -6.503329
1990.98289 -22.30882
1990.98563 -33.767070000000004
1990.98836 -36.99166
1990.9911 -30.08488
1990.99384 -14.597949999999999
1990.99658 4.383824
1991.0 19.99541
1991.00274 26.48154
1991.00548 21.6572
1991.00821 7.553309
1991.01095 -10.98337
1991.01369 -28.69399
1991.01643 -41.829
1991.01916 -48.724520000000005
1991.0219 -49.24446999999999
1991.02464 -43.94375
1991.02738 -33.64565
1991.03012 -19.50546
1991.03285 -3.183031
1991.03559 13.21812
1991.03833 27.46759
1991.04107 37.58429
1991.04381 42.11951
1991.04654 40.35012
1991.04928 32.44397
1991.05202 19.59024
1991.05476 4.013435
1991.05749 -11.20997
1991.06023 -22.58512
1991.06297 -26.926840000000002
1991.06571 -22.36336
1991.06845 -9.371624
1991.07118 8.701046
1991.07392 26.22713
1991.07666 37.13855
1991.0794 37.33962
1991.08214 26.447950000000002
1991.08487 7.848684
1991.08761 -12.96295
1991.09035 -30.72797
1991.09309 -42.124759999999995
1991.09582 -46.1166
1991.09856 -43.2363
1991.1013 -34.66737
1991.10404 -21.77957
1991.10678 -6.1554709999999995
1991.10951 10.27736
1991.11225 25.32826
1991.11499 36.83525
1991.11773 42.9844
1991.12047 42.572410000000005
1991.1232 35.28266
1991.12594 22.00628
1991.12868 5.036987
1991.13142 -12.137739999999999
1991.13415 -25.564859999999996
1991.13689 -31.87993
1991.13963 -29.30877
1991.14237 -18.29557
1991.14511 -1.601634
1991.14784 16.1873
1991.15058 29.767030000000002
1991.15332 34.69278
1991.15606 28.952789999999997
1991.1588 13.80927
1991.16153 -6.638465
1991.16427 -27.05585
1991.16701 -42.822700000000005
1991.16975 -51.32873
1991.17248 -52.12027
1991.17522 -46.18911
1991.17796 -35.128040000000006
1991.1807 -20.685370000000002
1991.18344 -4.727823
1991.18617 10.71103
1991.18891 23.535790000000002
1991.19165 31.81812
1991.19439 34.02229
1991.19713 29.24128
1991.19986 17.56686
1991.2026 0.5565722
1991.20534 -18.554109999999998
1991.20808 -35.33551
1991.21081 -45.42884
1991.21355 -46.108399999999996
1991.21629 -37.358360000000005
