dates    amo    ???
1930.83    0.14900   0.00 
1930.92    0.13800   0.00 
1931.00    0.11000   0.00 
1931.08    0.06100   0.00 
1931.17    0.14300   0.00 
1931.25    0.14600   0.00 
1931.33    0.22000   0.00 
1931.42    0.26400   0.00 
1931.50    0.18900   0.00 
1931.58    0.14600   0.00 
1931.67    0.25900   0.00 
1931.75    0.31400   0.00 
1931.83    0.05400   0.00 
1931.92    0.16700   0.00 
1932.00    0.17100   0.00 
1932.08    0.22500   0.00 
1932.17    0.24200   0.00 
1932.25    0.20700   0.00 
1932.33    0.14900   0.00 
1932.42    0.23900   0.00 
1932.50    0.26600   0.00 
1932.58    0.38200   0.00 
1932.67    0.33100   0.00 
1932.75    0.23300   0.00 
1932.83    0.13200   0.00 
1932.92    0.09000   0.00 
1933.00    0.08300   0.00 
1933.08    0.15200   0.00 
1933.17    0.08600   0.00 
1933.25    0.20600   0.00 
1933.33    0.28600   0.00 
1933.42    0.23900   0.00 
1933.50    0.27400   0.00 
1933.58    0.27600   0.00 
1933.67    0.23800   0.00 
1933.75    0.32600   0.00 
1933.83    0.07500   0.00 
1933.92   -0.00300   0.00 
1934.00   -0.11700   0.00 
1934.08   -0.19500   0.00 
1934.17   -0.21600   0.00 
1934.25   -0.09900   0.00 
1934.33   -0.11700   0.00 
1934.42    0.02800   0.00 
1934.50    0.16600   0.00 
1934.58    0.07500   0.00 
1934.67    0.13700   0.00 
1934.75    0.16500   0.00 
1934.83    0.01200   0.00 
1934.92   -0.01000   0.00 
1935.00    0.03700   0.00 
1935.08   -0.14000   0.00 
1935.17   -0.15500   0.00 
1935.25    0.04900   0.00 
1935.33    0.13600   0.00 
1935.42    0.10400   0.00 
1935.50    0.05700   0.00 
1935.58   -0.00000   0.00 
1935.67   -0.04200   0.00 
1935.75   -0.02400   0.00 
1935.83    0.01400   0.00 
1935.92    0.09500   0.00 
1936.00    0.13100   0.00 
1936.08    0.14000   0.00 
1936.17    0.18800   0.00 
1936.25    0.19000   0.00 
1936.33    0.16100   0.00 
1936.42    0.18700   0.00 
1936.50    0.18900   0.00 
1936.58    0.20800   0.00 
1936.67    0.16700   0.00 
1936.75    0.09800   0.00 
1936.83    0.01300   0.00 
1936.92    0.04100   0.00 
1937.00    0.04800   0.00 
1937.08    0.07900   0.00 
1937.17    0.09200   0.00 
1937.25    0.06300   0.00 
1937.33    0.12400   0.00 
1937.42    0.44400   0.00 
1937.50    0.60500   0.00 
1937.58    0.58500   0.00 
1937.67    0.50100   0.00 
1937.75    0.29100   0.00 
1937.83    0.25000   0.00 
1937.92    0.34700   0.00 
1938.00    0.20400   0.00 
1938.08    0.14500   0.00 
1938.17    0.19300   0.00 
1938.25    0.23000   0.00 
1938.33    0.19600   0.00 
1938.42    0.16100   0.00 
1938.50    0.19800   0.00 
1938.58    0.29100   0.00 
1938.67    0.30200   0.00 
1938.75    0.34800   0.00 
1938.83    0.31200   0.00 
1938.92    0.21200   0.00 
1939.00    0.12800   0.00 
1939.08    0.07200   0.00 
1939.17   -0.03900   0.00 
1939.25    0.08800   0.00 
1939.33    0.09800   0.00 
1939.42    0.17000   0.00 
1939.50    0.31800   0.00 
1939.58    0.31600   0.00 
1939.67    0.29300   0.00 
1939.75    0.00300   0.00 
1939.83   -0.16000   0.00 
1939.92   -0.08600   0.00 
1940.00    0.05500   0.00 
1940.08   -0.20100   0.00 
1940.17   -0.15100   0.00 
1940.25   -0.03900   0.00 
1940.33   -0.00500   0.00 
1940.42    0.00700   0.00 
1940.50    0.08900   0.00 
1940.58    0.09800   0.00 
1940.67    0.01800   0.00 
1940.75   -0.05600   0.00 
1940.83   -0.13900   0.00 
1940.92   -0.14500   0.00 
1941.00   -0.06900   0.00 
1941.08    0.08800   0.00 
1941.17    0.12400   0.00 
1941.25    0.05700   0.00 
1941.33    0.03000   0.00 
1941.42   -0.02600   0.00 
1941.50    0.08100   0.00 
1941.58    0.27200   0.00 
1941.67    0.29700   0.00 
1941.75    0.40800   0.00 
1941.83    0.38500   0.00 
1941.92    0.31900   0.00 
1942.00    0.12800   0.00 
1942.08    0.19100   0.00 
1942.17    0.18500   0.00 
1942.25    0.19700   0.00 
1942.33    0.20200   0.00 
1942.42    0.25300   0.00 
1942.50    0.09300   0.00 
1942.58    0.13800   0.00 
1942.67    0.21700   0.00 
1942.75    0.19600   0.00 
1942.83    0.18900   0.00 
1942.92    0.08500   0.00 
1943.00    0.12200   0.00 
1943.08    0.08900   0.00 
1943.17   -0.11000   0.00 
1943.25   -0.14300   0.00 
1943.33   -0.13100   0.00 
1943.42   -0.08300   0.00 
1943.50    0.00900   0.00 
1943.58    0.00900   0.00 
1943.67    0.06900   0.00 
1943.75    0.07300   0.00 
1943.83    0.13600   0.00 
1943.92    0.22100   0.00 
1944.00    0.29400   0.00 
1944.08    0.31100   0.00 
1944.17    0.41600   0.00 
1944.25    0.30800   0.00 
1944.33    0.28500   0.00 
1944.42    0.34000   0.00 
1944.50    0.35400   0.00 
1944.58    0.43700   0.00 
1944.67    0.41100   0.00 
1944.75    0.36000   0.00 
1944.83    0.26500   0.00 
1944.92    0.26700   0.00 
1945.00    0.25300   0.00 
1945.08    0.34200   0.00 
1945.17    0.35800   0.00 
1945.25    0.40500   0.00 
1945.33    0.30300   0.00 
1945.42    0.16800   0.00 
1945.50    0.07700   0.00 
1945.58    0.10100   0.00 
1945.67    0.07800   0.00 
1945.75    0.09600   0.00 
1945.83    0.17800   0.00 
1945.92    0.13200   0.00 
1946.00    0.27100   0.00 
1946.08    0.18400   0.00 
1946.17    0.12500   0.00 
1946.25    0.05500   0.00 
1946.33    0.08300   0.00 
1946.42   -0.10700   0.00 
1946.50   -0.21100   0.00 
1946.58   -0.17000   0.00 
1946.67   -0.02300   0.00 
1946.75   -0.02200   0.00 
1946.83   -0.07100   0.00 
1946.92   -0.04100   0.00 
1947.00   -0.18000   0.00 
1947.08   -0.13300   0.00 
1947.17   -0.09700   0.00 
1947.25   -0.10300   0.00 
1947.33   -0.16100   0.00 
1947.42   -0.15800   0.00 
1947.50   -0.16200   0.00 
1947.58   -0.10500   0.00 
1947.67   -0.05600   0.00 
1947.75   -0.09600   0.00 
1947.83    0.04100   0.00 
1947.92    0.02800   0.00 
1948.00   -0.02100   0.00 
1948.08   -0.03400   0.00 
1948.17    0.02200   0.00 
1948.25   -0.07600   0.00 
1948.33   -0.01000   0.00 
1948.42    0.04900   0.00 
1948.50   -0.04600   0.00 
1948.58   -0.02900   0.00 
1948.67   -0.05900   0.00 
1948.75    0.00100   0.00 
1948.83    0.12800   0.00 
1948.92    0.05600   0.00 
1949.00    0.14700   0.00 
1949.08    0.15400   0.00 
1949.17    0.03200   0.00 
1949.25    0.09200   0.00 
1949.33   -0.03000   0.00 
1949.42   -0.00500   0.00 
1949.50    0.06500   0.00 
1949.58    0.09600   0.00 
1949.67    0.06400   0.00 
1949.75    0.09800   0.00 
1949.83    0.10200   0.00 
1949.92    0.11200   0.00 
1950.00    0.10500   0.00 
1950.08   -0.04000   0.00 
1950.17   -0.11200   0.00 
1950.25   -0.13700   0.00 
1950.33   -0.06500   0.00 
1950.42   -0.04900   0.00 
1950.50   -0.06200   0.00 
1950.58    0.01400   0.00 
1950.67    0.00300   0.00 
1950.75   -0.09700   0.00 
1950.83    0.07300   0.00 
1950.92    0.08200   0.00 
1951.00    0.09600   0.00 
1951.08   -0.00800   0.00 
1951.17    0.00600   0.00 
1951.25    0.16200   0.00 
1951.33    0.16600   0.00 
1951.42    0.28300   0.00 
1951.50    0.41500   0.00 
1951.58    0.29700   0.00 
1951.67    0.24300   0.00 
1951.75    0.25200   0.00 
1951.83    0.16800   0.00 
1951.92    0.16800   0.00 
1952.00    0.16500   0.00 
1952.08    0.17600   0.00 
1952.17    0.22400   0.00 
1952.25    0.18400   0.00 
1952.33    0.17400   0.00 
1952.42    0.37600   0.00 
1952.50    0.36600   0.00 
1952.58    0.39700   0.00 
1952.67    0.35500   0.00 
1952.75    0.34800   0.00 
1952.83    0.24400   0.00 
1952.92    0.33400   0.00 
1953.00    0.25800   0.00 
1953.08    0.17800   0.00 
1953.17    0.13400   0.00 
1953.25    0.30600   0.00 
1953.33    0.33500   0.00 
1953.42    0.26800   0.00 
1953.50    0.33700   0.00 
1953.58    0.25100   0.00 
1953.67    0.27300   0.00 
1953.75    0.14100   0.00 
1953.83    0.23700   0.00 
1953.92    0.25100   0.00 
1954.00    0.22000   0.00 
1954.08    0.08800   0.00 
1954.17    0.09300   0.00 
1954.25   -0.02100   0.00 
1954.33    0.06200   0.00 
1954.42    0.09200   0.00 
1954.50   -0.05200   0.00 
1954.58   -0.02200   0.00 
1954.67   -0.01800   0.00 
1954.75   -0.04000   0.00 
1954.83   -0.03400   0.00 
1954.92   -0.05900   0.00 
1955.00    0.06800   0.00 
1955.08    0.03300   0.00 
1955.17    0.03400   0.00 
1955.25    0.08800   0.00 
1955.33    0.16900   0.00 
1955.42    0.18600   0.00 
1955.50    0.26100   0.00 
1955.58    0.16700   0.00 
1955.67    0.19500   0.00 
1955.75    0.27100   0.00 
1955.83    0.37800   0.00 
1955.92    0.24900   0.00 
1956.00    0.17900   0.00 
1956.08    0.08700   0.00 
1956.17    0.00600   0.00 
1956.25    0.05600   0.00 
1956.33   -0.06600   0.00 
1956.42   -0.27200   0.00 
1956.50   -0.09800   0.00 
1956.58   -0.10600   0.00 
1956.67   -0.09700   0.00 
1956.75   -0.05100   0.00 
1956.83   -0.09500   0.00 
1956.92    0.01100   0.00 
1957.00   -0.08900   0.00 
1957.08   -0.11400   0.00 
1957.17   -0.02700   0.00 
1957.25   -0.08200   0.00 
1957.33   -0.12900   0.00 
1957.42   -0.02000   0.00 
1957.50    0.03200   0.00 
1957.58    0.19400   0.00 
1957.67    0.21300   0.00 
1957.75    0.14100   0.00 
1957.83    0.07600   0.00 
1957.92    0.07100   0.00 
1958.00    0.04000   0.00 
1958.08    0.18000   0.00 
1958.17    0.33600   0.00 
1958.25    0.33800   0.00 
1958.33    0.19300   0.00 
1958.42    0.21300   0.00 
1958.50    0.15600   0.00 
1958.58    0.15200   0.00 
1958.67    0.20400   0.00 
1958.75    0.14300   0.00 
1958.83    0.17600   0.00 
1958.92    0.21100   0.00 
1959.00    0.09100   0.00 
1959.08    0.10600   0.00 
1959.17   -0.03600   0.00 
1959.25   -0.01300   0.00 
1959.33   -0.00200   0.00 
1959.42   -0.06800   0.00 
1959.50   -0.04100   0.00 
1959.58    0.00300   0.00 
1959.67    0.11600   0.00 
1959.75    0.10300   0.00 
1959.83    0.04200   0.00 
1959.92    0.10000   0.00 
1960.00    0.16700   0.00 
1960.08    0.20700   0.00 
1960.17    0.07900   0.00 
1960.25    0.08800   0.00 
1960.33    0.29300   0.00 
1960.42    0.31000   0.00 
1960.50    0.26100   0.00 
1960.58    0.32600   0.00 
1960.67    0.20100   0.00 
1960.75    0.28700   0.00 
1960.83    0.24100   0.00 
1960.92    0.12800   0.00 
1961.00    0.05100   0.00 
1961.08    0.07100   0.00 
1961.17    0.13900   0.00 
1961.25    0.21700   0.00 
1961.33    0.18400   0.00 
1961.42    0.02300   0.00 
1961.50   -0.02900   0.00 
1961.58    0.02600   0.00 
1961.67   -0.00700   0.00 
1961.75    0.01900   0.00 
1961.83    0.05700   0.00 
1961.92    0.20300   0.00 
1962.00    0.13900   0.00 
1962.08    0.14200   0.00 
1962.17    0.15500   0.00 
1962.25    0.07700   0.00 
1962.33    0.01300   0.00 
1962.42   -0.08100   0.00 
1962.50   -0.01800   0.00 
1962.58   -0.07300   0.00 
1962.67   -0.00600   0.00 
1962.75    0.05500   0.00 
1962.83    0.03600   0.00 
1962.92    0.18000   0.00 
1963.00    0.14700   0.00 
1963.08    0.15500   0.00 
1963.17    0.12300   0.00 
1963.25    0.09300   0.00 
1963.33   -0.09500   0.00 
1963.42   -0.05800   0.00 
1963.50   -0.04600   0.00 
1963.58   -0.08400   0.00 
1963.67   -0.21300   0.00 
1963.75   -0.08200   0.00 
1963.83   -0.06800   0.00 
1963.92   -0.07100   0.00 
1964.00   -0.08600   0.00 
1964.08    0.01000   0.00 
1964.17    0.02800   0.00 
1964.25   -0.15700   0.00 
1964.33    0.03000   0.00 
1964.42   -0.00700   0.00 
1964.50   -0.15500   0.00 
1964.58   -0.24500   0.00 
1964.67   -0.23100   0.00 
1964.75   -0.28200   0.00 
1964.83   -0.17700   0.00 
1964.92   -0.13200   0.00 
1965.00   -0.21000   0.00 
1965.08   -0.18800   0.00 
1965.17   -0.08900   0.00 
1965.25   -0.10800   0.00 
1965.33   -0.11000   0.00 
1965.42   -0.13800   0.00 
1965.50   -0.19900   0.00 
1965.58   -0.22100   0.00 
1965.67   -0.23300   0.00 
1965.75   -0.25900   0.00 
1965.83   -0.28800   0.00 
1965.92   -0.13500   0.00 
1966.00   -0.08700   0.00 
1966.08   -0.00100   0.00 
1966.17   -0.02100   0.00 
1966.25    0.03200   0.00 
1966.33   -0.01000   0.00 
1966.42   -0.05700   0.00 
1966.50   -0.06700   0.00 
1966.58   -0.05500   0.00 
1966.67   -0.01200   0.00 
1966.75    0.00200   0.00 
1966.83   -0.00900   0.00 
1966.92    0.06800   0.00 
1967.00    0.07000   0.00 
1967.08    0.07600   0.00 
1967.17   -0.04600   0.00 
1967.25   -0.02700   0.00 
1967.33   -0.19900   0.00 
1967.42   -0.27300   0.00 
1967.50   -0.24200   0.00 
1967.58   -0.17700   0.00 
1967.67   -0.10900   0.00 
1967.75   -0.11200   0.00 
1967.83   -0.24600   0.00 
1967.92   -0.16500   0.00 
1968.00   -0.25900   0.00 
1968.08   -0.21000   0.00 
1968.17   -0.22100   0.00 
1968.25   -0.16800   0.00 
1968.33   -0.13600   0.00 
1968.42   -0.27500   0.00 
1968.50   -0.24200   0.00 
1968.58   -0.22600   0.00 
1968.67   -0.16200   0.00 
1968.75   -0.12600   0.00 
1968.83   -0.12000   0.00 
1968.92   -0.13900   0.00 
1969.00   -0.07500   0.00 
1969.08    0.09200   0.00 
1969.17    0.19400   0.00 
1969.25    0.13600   0.00 
1969.33   -0.00200   0.00 
1969.42    0.01600   0.00 
1969.50    0.08100   0.00 
1969.58   -0.11400   0.00 
1969.67   -0.12000   0.00 
1969.75   -0.19800   0.00 
1969.83   -0.13700   0.00 
1969.92   -0.04400   0.00 
1970.00   -0.02300   0.00 
1970.08   -0.06100   0.00 
1970.17    0.00600   0.00 
1970.25    0.00700   0.00 
1970.33   -0.05900   0.00 
1970.42   -0.19500   0.00 
1970.50   -0.21300   0.00 
1970.58   -0.15300   0.00 
1970.67   -0.15100   0.00 
1970.75   -0.20900   0.00 
1970.83   -0.25300   0.00 
1970.92   -0.22200   0.00 
1971.00   -0.25900   0.00 
1971.08   -0.30500   0.00 
1971.17   -0.32300   0.00 
1971.25   -0.42600   0.00 
1971.33   -0.33900   0.00 
1971.42   -0.37600   0.00 
1971.50   -0.36200   0.00 
1971.58   -0.44800   0.00 
1971.67   -0.37900   0.00 
1971.75   -0.24800   0.00 
1971.83   -0.25600   0.00 
1971.92   -0.32100   0.00 
1972.00   -0.33100   0.00 
1972.08   -0.39300   0.00 
1972.17   -0.45200   0.00 
1972.25   -0.33900   0.00 
1972.33   -0.48200   0.00 
1972.42   -0.50100   0.00 
1972.50   -0.38800   0.00 
1972.58   -0.39600   0.00 
1972.67   -0.31600   0.00 
1972.75   -0.29900   0.00 
1972.83   -0.29000   0.00 
1972.92   -0.36400   0.00 
1973.00   -0.38700   0.00 
1973.08   -0.40600   0.00 
1973.17   -0.35700   0.00 
1973.25   -0.27700   0.00 
1973.33   -0.18200   0.00 
1973.42   -0.18800   0.00 
1973.50   -0.11700   0.00 
1973.58   -0.14600   0.00 
1973.67   -0.14400   0.00 
1973.75   -0.22900   0.00 
1973.83   -0.22200   0.00 
1973.92   -0.25100   0.00 
1974.00   -0.28900   0.00 
1974.08   -0.29600   0.00 
1974.17   -0.41400   0.00 
1974.25   -0.53600   0.00 
1974.33   -0.51300   0.00 
1974.42   -0.46000   0.00 
1974.50   -0.52800   0.00 
1974.58   -0.48100   0.00 
1974.67   -0.51900   0.00 
1974.75   -0.52100   0.00 
1974.83   -0.43900   0.00 
1974.92   -0.37400   0.00 
1975.00   -0.28600   0.00 
1975.08   -0.35100   0.00 
1975.17   -0.32200   0.00 
1975.25   -0.35800   0.00 
1975.33   -0.40100   0.00 
1975.42   -0.30800   0.00 
1975.50   -0.28500   0.00 
1975.58   -0.19800   0.00 
1975.67   -0.34900   0.00 
1975.75   -0.36700   0.00 
1975.83   -0.35400   0.00 
1975.92   -0.33500   0.00 
1976.00   -0.39800   0.00 
1976.08   -0.45400   0.00 
1976.17   -0.50700   0.00 
1976.25   -0.43900   0.00 
1976.33   -0.50100   0.00 
1976.42   -0.49700   0.00 
1976.50   -0.32000   0.00 
1976.58   -0.19800   0.00 
1976.67   -0.20600   0.00 
1976.75   -0.30600   0.00 
1976.83   -0.42900   0.00 
1976.92   -0.44500   0.00 
1977.00   -0.40200   0.00 
1977.08   -0.34600   0.00 
1977.17   -0.19600   0.00 
1977.25   -0.23000   0.00 
1977.33   -0.18300   0.00 
1977.42   -0.12000   0.00 
1977.50   -0.11900   0.00 
1977.58   -0.15800   0.00 
1977.67   -0.24500   0.00 
1977.75   -0.23700   0.00 
1977.83   -0.15600   0.00 
1977.92   -0.21800   0.00 
1978.00   -0.11900   0.00 
1978.08   -0.16000   0.00 
1978.17   -0.17100   0.00 
1978.25   -0.20800   0.00 
1978.33   -0.21700   0.00 
1978.42   -0.34600   0.00 
1978.50   -0.28900   0.00 
1978.58   -0.24000   0.00 
1978.67   -0.20300   0.00 
1978.75   -0.22000   0.00 
1978.83   -0.13200   0.00 
1978.92   -0.19500   0.00 
1979.00   -0.20500   0.00 
1979.08   -0.16400   0.00 
1979.17   -0.24100   0.00 
1979.25   -0.25000   0.00 
1979.33   -0.13000   0.00 
1979.42   -0.05500   0.00 
1979.50   -0.10700   0.00 
1979.58   -0.12800   0.00 
1979.67   -0.12200   0.00 
1979.75   -0.10000   0.00 
1979.83   -0.09800   0.00 
1979.92   -0.07200   0.00 
1980.00   -0.01400   0.00 
1980.08   -0.09100   0.00 
1980.17   -0.15100   0.00 
1980.25   -0.01300   0.00 
1980.33    0.11700   0.00 
1980.42    0.09600   0.00 
1980.50    0.03800   0.00 
1980.58    0.01100   0.00 
1980.67   -0.02000   0.00 
1980.75   -0.07400   0.00 
1980.83   -0.20900   0.00 
1980.92   -0.26100   0.00 
1981.00   -0.18900   0.00 
1981.08   -0.18800   0.00 
1981.17   -0.00700   0.00 
1981.25   -0.10300   0.00 
1981.33   -0.09100   0.00 
1981.42   -0.07000   0.00 
1981.50   -0.10200   0.00 
1981.58   -0.12300   0.00 
1981.67   -0.04400   0.00 
1981.75   -0.19400   0.00 
1981.83   -0.14400   0.00 
1981.92   -0.01400   0.00 
1982.00   -0.08900   0.00 
1982.08   -0.08600   0.00 
1982.17   -0.08800   0.00 
1982.25   -0.19000   0.00 
1982.33   -0.19900   0.00 
1982.42   -0.19200   0.00 
1982.50   -0.23600   0.00 
1982.58   -0.31700   0.00 
1982.67   -0.31500   0.00 
1982.75   -0.37900   0.00 
1982.83   -0.42500   0.00 
1982.92   -0.38800   0.00 
1983.00   -0.30600   0.00 
1983.08   -0.11200   0.00 
1983.17    0.07300   0.00 
1983.25    0.05100   0.00 
1983.33   -0.05600   0.00 
1983.42   -0.06200   0.00 
1983.50   -0.02300   0.00 
1983.58   -0.16600   0.00 
1983.67   -0.22400   0.00 
1983.75   -0.20300   0.00 
1983.83   -0.16600   0.00 
1983.92   -0.01100   0.00 
1984.00   -0.11400   0.00 
1984.08   -0.09600   0.00 
1984.17   -0.13300   0.00 
1984.25   -0.16500   0.00 
1984.33   -0.17400   0.00 
1984.42   -0.33300   0.00 
1984.50   -0.27400   0.00 
1984.58   -0.23400   0.00 
1984.67   -0.21700   0.00 
1984.75   -0.35200   0.00 
1984.83   -0.43200   0.00 
1984.92   -0.32600   0.00 
1985.00   -0.36300   0.00 
1985.08   -0.33800   0.00 
1985.17   -0.36500   0.00 
1985.25   -0.40900   0.00 
1985.33   -0.34600   0.00 
1985.42   -0.13600   0.00 
1985.50   -0.16100   0.00 
1985.58   -0.29000   0.00 
1985.67   -0.25600   0.00 
1985.75   -0.25400   0.00 
1985.83   -0.30400   0.00 
1985.92   -0.34500   0.00 
1986.00   -0.35200   0.00 
1986.08   -0.28400   0.00 
1986.17   -0.30100   0.00 
1986.25   -0.33300   0.00 
1986.33   -0.23700   0.00 
1986.42   -0.27000   0.00 
1986.50   -0.25800   0.00 
1986.58   -0.28100   0.00 
1986.67   -0.22900   0.00 
1986.75   -0.32700   0.00 
1986.83   -0.40600   0.00 
1986.92   -0.38000   0.00 
1987.00   -0.28700   0.00 
1987.08   -0.22700   0.00 
1987.17   -0.04200   0.00 
1987.25    0.02000   0.00 
1987.33    0.05900   0.00 
1987.42    0.19400   0.00 
1987.50    0.27000   0.00 
1987.58    0.27000   0.00 
1987.67    0.18500   0.00 
1987.75    0.03700   0.00 
1987.83   -0.07900   0.00 
1987.92    0.03400   0.00 
1988.00   -0.05100   0.00 
1988.08   -0.12600   0.00 
1988.17   -0.02100   0.00 
1988.25    0.04000   0.00 
1988.33    0.12600   0.00 
1988.42    0.15400   0.00 
1988.50    0.09800   0.00 
1988.58   -0.02000   0.00 
1988.67   -0.10700   0.00 
1988.75   -0.18300   0.00 
1988.83   -0.16000   0.00 
1988.92   -0.17700   0.00 
1989.00   -0.23400   0.00 
1989.08   -0.16900   0.00 
1989.17   -0.26600   0.00 
1989.25   -0.30200   0.00 
1989.33   -0.16000   0.00 
1989.42    0.07800   0.00 
1989.50    0.16400   0.00 
1989.58    0.10000   0.00 
1989.67   -0.10800   0.00 
1989.75   -0.13600   0.00 
1989.83   -0.16300   0.00 
1989.92   -0.16600   0.00 
1990.00   -0.31200   0.00 
1990.08   -0.17500   0.00 
1990.17   -0.19200   0.00 
1990.25   -0.13100   0.00 
1990.33   -0.07200   0.00 
1990.42   -0.07000   0.00 
1990.50   -0.03500   0.00 
1990.58    0.03900   0.00 
1990.67    0.13300   0.00 
1990.75    0.09900   0.00 
1990.83   -0.06700   0.00 
1990.92   -0.05000   0.00 
1991.00   -0.20900   0.00 
1991.08   -0.13100   0.00 
1991.17   -0.08300   0.00 
1991.25   -0.14700   0.00 
1991.33   -0.16800   0.00 
1991.42   -0.14400   0.00 
1991.50   -0.12200   0.00 
1991.58   -0.12300   0.00 
1991.67   -0.05200   0.00 
1991.75   -0.27700   0.00 
1991.83   -0.27600   0.00 
1991.92   -0.22900   0.00 
1992.00   -0.20500   0.00 
1992.08   -0.10900   0.00 
1992.17   -0.10800   0.00 
1992.25   -0.19900   0.00 
1992.33   -0.23700   0.00 
1992.42   -0.16600   0.00 
1992.50   -0.23500   0.00 
1992.58   -0.39600   0.00 
1992.67   -0.38500   0.00 
1992.75   -0.31600   0.00 
1992.83   -0.35000   0.00 
1992.92   -0.30000   0.00 
1993.00   -0.25600   0.00 
1993.08   -0.20200   0.00 
1993.17   -0.26000   0.00 
1993.25   -0.18900   0.00 
1993.33   -0.18000   0.00 
1993.42   -0.19700   0.00 
1993.50   -0.29300   0.00 
1993.58   -0.24500   0.00 
1993.67   -0.18100   0.00 
1993.75   -0.25900   0.00 
1993.83   -0.33500   0.00 
1993.92   -0.31000   0.00 
1994.00   -0.31300   0.00 
1994.08   -0.32600   0.00 
1994.17   -0.29600   0.00 
1994.25   -0.21700   0.00 
1994.33   -0.22400   0.00 
1994.42   -0.23900   0.00 
1994.50   -0.24800   0.00 
1994.58   -0.25200   0.00 
1994.67   -0.16900   0.00 
1994.75   -0.07600   0.00 
1994.83   -0.03700   0.00 
1994.92   -0.10800   0.00 
1995.00   -0.08000   0.00 
1995.08   -0.05700   0.00 
1995.17   -0.00100   0.00 
1995.25    0.05800   0.00 
1995.33    0.25400   0.00 
1995.42    0.34600   0.00 
1995.50    0.29600   0.00 
1995.58    0.16500   0.00 
1995.67    0.03600   0.00 
1995.75    0.08400   0.00 
1995.83    0.10900   0.00 
1995.92    0.02400   0.00 
1996.00   -0.02800   0.00 
1996.08   -0.05000   0.00 
1996.17   -0.07500   0.00 
1996.25   -0.00800   0.00 
1996.33   -0.08300   0.00 
1996.42   -0.14100   0.00 
1996.50   -0.12300   0.00 
1996.58   -0.02600   0.00 
1996.67   -0.02000   0.00 
1996.75   -0.16300   0.00 
1996.83   -0.19200   0.00 
1996.92   -0.17300   0.00 
1997.00   -0.10900   0.00 
1997.08   -0.05400   0.00 
1997.17   -0.01300   0.00 
1997.25   -0.01100   0.00 
1997.33    0.02100   0.00 
1997.42   -0.01000   0.00 
1997.50    0.04200   0.00 
1997.58   -0.00300   0.00 
1997.67    0.09100   0.00 
1997.75    0.13200   0.00 
1997.83    0.03300   0.00 
1997.92    0.11300   0.00 
1998.00    0.11200   0.00 
1998.08    0.27300   0.00 
1998.17    0.30300   0.00 
1998.25    0.27300   0.00 
1998.33    0.36500   0.00 
1998.42    0.47100   0.00 
1998.50    0.46900   0.00 
1998.58    0.49400   0.00 
1998.67    0.39400   0.00 
1998.75    0.36300   0.00 
1998.83    0.29800   0.00 
1998.92    0.26100   0.00 
1999.00    0.03200   0.00 
1999.08    0.03900   0.00 
1999.17    0.05000   0.00 
1999.25    0.03300   0.00 
1999.33    0.14400   0.00 
1999.42    0.16100   0.00 
1999.50    0.17900   0.00 
1999.58    0.28800   0.00 
1999.67    0.16600   0.00 
1999.75   -0.00200   0.00 
1999.83   -0.06700   0.00 
1999.92   -0.00400   0.00 
2000.00   -0.10200   0.00 
2000.08   -0.05700   0.00 
2000.17    0.08500   0.00 
2000.25    0.02300   0.00 
2000.33    0.08600   0.00 
2000.42   -0.03700   0.00 
2000.50    0.05300   0.00 
2000.58    0.08400   0.00 
2000.67    0.08300   0.00 
2000.75   -0.05900   0.00 
2000.83   -0.07200   0.00 
2000.92   -0.14600   0.00 
2001.00   -0.14600   0.00 
2001.08   -0.04600   0.00 
2001.17   -0.00500   0.00 
2001.25   -0.03100   0.00 
2001.33   -0.02800   0.00 
2001.42    0.17900   0.00 
2001.50    0.11600   0.00 
2001.58    0.15800   0.00 
2001.67    0.26700   0.00 
2001.75    0.23200   0.00 
2001.83    0.13700   0.00 
2001.92    0.19400   0.00 
2002.00    0.16200   0.00 
2002.08    0.14600   0.00 
2002.17    0.12500   0.00 
2002.25    0.00800   0.00 
2002.33   -0.06800   0.00 
2002.42   -0.13600   0.00 
2002.50   -0.08500   0.00 
2002.58    0.08700   0.00 
2002.67    0.06000   0.00 
2002.75    0.09200   0.00 
2002.83    0.00000   0.00 
2002.92   -0.01500   0.00 
2003.00    0.03100   0.00 
2003.08   -0.03200   0.00 
2003.17    0.09300   0.00 
2003.25    0.06000   0.00 
2003.33    0.13200   0.00 
2003.42    0.18600   0.00 
2003.50    0.25700   0.00 
2003.58    0.39600   0.00 
2003.67    0.43200   0.00 
2003.75    0.40700   0.00 
2003.83    0.20400   0.00 
2003.92    0.20500   0.00 
2004.00    0.19100   0.00 
2004.08    0.19000   0.00 
2004.17    0.13800   0.00 
2004.25    0.08900   0.00 
2004.33   -0.01400   0.00 
2004.42    0.15800   0.00 
2004.50    0.20800   0.00 
2004.58    0.29700   0.00 
2004.67    0.22100   0.00 
2004.75    0.22200   0.00 
2004.83    0.20100   0.00 
2004.92    0.16800   0.00 
2005.00    0.09100   0.00 
2005.08    0.10600   0.00 
2005.17    0.26400   0.00 
2005.25    0.27200   0.00 
2005.33    0.27300   0.00 
2005.42    0.30700   0.00 
2005.50    0.42700   0.00 
2005.58    0.42000   0.00 
2005.67    0.39900   0.00 
2005.75    0.21800   0.00 
2005.83    0.12000   0.00 
