y m d lod sig
1996  8 19  1.1565  0.0323 
1996  8 20  1.1398  0.0316 
1996  8 21  1.1274  0.0311 
1996  8 22  1.1228  0.0317 
1996  8 23  1.1229  0.0324 
1996  8 24  1.1336  0.0324 
1996  8 25  1.1713  0.0317 
1996  8 26  1.2557  0.0310 
1996  8 27  1.4016  0.0299 
1996  8 28  1.5826  0.0294 
1996  8 29  1.7534  0.0298 
1996  8 30  1.8319  0.0311 
1996  8 31  1.7830  0.0326 
1996  9  1  1.6321  0.0336 
1996  9  2  1.4357  0.0325 
1996  9  3  1.2509  0.0303 
1996  9  4  1.1021  0.0290 
1996  9  5  0.9915  0.0286 
1996  9  6  0.9311  0.0286 
1996  9  7  0.9361  0.0290 
1996  9  8  0.9629  0.0298 
1996  9  9  1.0377  0.0305 
1996  9 10  1.1935  0.0310 
1996  9 11  1.4058  0.0311 
1996  9 12  1.6211  0.0315 
1996  9 13  1.7675  0.0324 
1996  9 14  1.8264  0.0333 
1996  9 15  1.8053  0.0341 
1996  9 16  1.7468  0.0333 
1996  9 17  1.6849  0.0306 
1996  9 18  1.6249  0.0288 
1996  9 19  1.5752  0.0279 
1996  9 20  1.5708  0.0278 
1996  9 21  1.6258  0.0285 
1996  9 22  1.7414  0.0299 
1996  9 23  1.9129  0.0307 
1996  9 24  2.1023  0.0307 
1996  9 25  2.2758  0.0306 
1996  9 26  2.3643  0.0318 
1996  9 27  2.3459  0.0332 
1996  9 28  2.2303  0.0347 
1996  9 29  2.0684  0.0374 
1996  9 30  1.9262  0.0409 
1996 10  1  1.8270  0.0426 
1996 10  2  1.7302  0.0427 
1996 10  3  1.6107  0.0425 
1996 10  4  1.5511  0.0426 
1996 10  5  1.5737  0.0429 
1996 10  6  1.6341  0.0437 
1996 10  7  1.6999  0.0447 
1996 10  8  1.7687  0.0447 
1996 10  9  1.8679  0.0442 
1996 10 10  1.9997  0.0436 
1996 10 11  2.0809  0.0440 
1996 10 12  2.1046  0.0453 
1996 10 13  2.1088  0.0461 
1996 10 14  2.0911  0.0457 
1996 10 15  2.0437  0.0441 
1996 10 16  1.9723  0.0426 
1996 10 17  1.9089  0.0419 
1996 10 18  1.8883  0.0420 
1996 10 19  1.9516  0.0423 
1996 10 20  2.0704  0.0430 
1996 10 21  2.2025  0.0437 
1996 10 22  2.3199  0.0437 
1996 10 23  2.4000  0.0428 
1996 10 24  2.4293  0.0430 
1996 10 25  2.3946  0.0438 
1996 10 26  2.2999  0.0439 
1996 10 27  2.1551  0.0437 
1996 10 28  1.9904  0.0435 
1996 10 29  1.8325  0.0427 
1996 10 30  1.7058  0.0400 
1996 10 31  1.6341  0.0383 
1996 11  1  1.6130  0.0383 
1996 11  2  1.6487  0.0383 
1996 11  3  1.7377  0.0381 
1996 11  4  1.8647  0.0377 
1996 11  5  2.0016  0.0367 
1996 11  6  2.1078  0.0363 
1996 11  7  2.1612  0.0361 
1996 11  8  2.1877  0.0354 
1996 11  9  2.1634  0.0353 
1996 11 10  2.1069  0.0367 
1996 11 11  2.0581  0.0370 
1996 11 12  2.0320  0.0352 
1996 11 13  1.9976  0.0341 
1996 11 14  1.9289  0.0335 
1996 11 15  1.8553  0.0335 
1996 11 16  1.8609  0.0344 
1996 11 17  1.9488  0.0361 
1996 11 18  2.0652  0.0371 
1996 11 19  2.1515  0.0371 
1996 11 20  2.1797  0.0368 
1996 11 21  2.1446  0.0369 
1996 11 22  2.0501  0.0370 
1996 11 23  1.9197  0.0384 
1996 11 24  1.7855  0.0404 
1996 11 25  1.6808  0.0410 
1996 11 26  1.6116  0.0399 
1996 11 27  1.5839  0.0410 
1996 11 28  1.5809  0.0447 
1996 11 29  1.5960  0.0468 
1996 11 30  1.6259  0.0456 
1996 12  1  1.6632  0.0428 
1996 12  2  1.6934  0.0375 
1996 12  3  1.7177  0.0301 
1996 12  4  1.7513  0.0260 
1996 12  5  1.8043  0.0262 
1996 12  6  1.8280  0.0306 
1996 12  7  1.7926  0.0375 
1996 12  8  1.7186  0.0424 
1996 12  9  1.6531  0.0440 
1996 12 10  1.6278  0.0447 
1996 12 11  1.6203  0.0425 
1996 12 12  1.6736  0.0391 
1996 12 13  1.7647  0.0380 
1996 12 14  1.8895  0.0369 
1996 12 15  2.0245  0.0341 
1996 12 16  2.1327  0.0319 
1996 12 17  2.1841  0.0318 
1996 12 18  2.1847  0.0329 
1996 12 19  2.1341  0.0349 
1996 12 20  2.0341  0.0334 
1996 12 21  1.9130  0.0314 
1996 12 22  1.8099  0.0308 
1996 12 23  1.7414  0.0314 
1996 12 24  1.6981  0.0330 
1996 12 25  1.6750  0.0342 
1996 12 26  1.6829  0.0350 
1996 12 27  1.7249  0.0349 
1996 12 28  1.7832  0.0338 
1996 12 29  1.8425  0.0331 
1996 12 30  1.9074  0.0330 
1996 12 31  1.9656  0.0330 
1997  1  1  2.0408  0.0240 
1997  1  2  2.0252  0.0249 
1997  1  3  1.9663  0.0248 
1997  1  4  1.9175  0.0246 
1997  1  5  1.9008  0.0248 
1997  1  6  1.8694  0.0248 
1997  1  7  1.8403  0.0241 
1997  1  8  1.8322  0.0228 
1997  1  9  1.9090  0.0211 
1997  1 10  2.0270  0.0198 
1997  1 11  2.1118  0.0195 
1997  1 12  2.1679  0.0202 
1997  1 13  2.2306  0.0209 
1997  1 14  2.2412  0.0209 
1997  1 15  2.1811  0.0204 
1997  1 16  2.0548  0.0208 
1997  1 17  1.8943  0.0220 
1997  1 18  1.7264  0.0231 
1997  1 19  1.5985  0.0238 
1997  1 20  1.4976  0.0238 
1997  1 21  1.4139  0.0232 
1997  1 22  1.4168  0.0223 
1997  1 23  1.4510  0.0223 
1997  1 24  1.4640  0.0240 
1997  1 25  1.4815  0.0260 
1997  1 26  1.5351  0.0269 
1997  1 27  1.6190  0.0269 
1997  1 28  1.6908  0.0254 
1997  1 29  1.6750  0.0229 
1997  1 30  1.5842  0.0213 
1997  1 31  1.4992  0.0206 
1997  2  1  1.4242  0.0207 
1997  2  2  1.3353  0.0211 
1997  2  3  1.2687  0.0207 
1997  2  4  1.2696  0.0195 
1997  2  5  1.3649  0.0191 
1997  2  6  1.5362  0.0201 
1997  2  7  1.7240  0.0214 
1997  2  8  1.8947  0.0217 
1997  2  9  2.0029  0.0211 
1997  2 10  2.0602  0.0205 
1997  2 11  2.0985  0.0195 
1997  2 12  2.0202  0.0185 
1997  2 13  1.8584  0.0188 
1997  2 14  1.7250  0.0198 
1997  2 15  1.6186  0.0204 
1997  2 16  1.5362  0.0203 
1997  2 17  1.5176  0.0200 
1997  2 18  1.5611  0.0198 
1997  2 19  1.6060  0.0196 
1997  2 20  1.6454  0.0200 
1997  2 21  1.7306  0.0206 
1997  2 22  1.8385  0.0210 
1997  2 23  1.9374  0.0214 
1997  2 24  2.0004  0.0216 
1997  2 25  2.0114  0.0215 
1997  2 26  1.9831  0.0213 
1997  2 27  1.9681  0.0215 
1997  2 28  1.9891  0.0218 
1997  3  1  2.0146  0.0220 
1997  3  2  2.0414  0.0222 
1997  3  3  2.0670  0.0222 
1997  3  4  2.1009  0.0214 
1997  3  5  2.1575  0.0206 
1997  3  6  2.3020  0.0208 
1997  3  7  2.5105  0.0217 
1997  3  8  2.7173  0.0221 
1997  3  9  2.8419  0.0219 
1997  3 10  2.8740  0.0215 
1997  3 11  2.8331  0.0210 
1997  3 12  2.6862  0.0204 
1997  3 13  2.5052  0.0209 
1997  3 14  2.3826  0.0218 
1997  3 15  2.3365  0.0222 
1997  3 16  2.3442  0.0221 
1997  3 17  2.3670  0.0219 
1997  3 18  2.3965  0.0217 
1997  3 19  2.4312  0.0213 
1997  3 20  2.4558  0.0212 
1997  3 21  2.4745  0.0219 
1997  3 22  2.5092  0.0225 
1997  3 23  2.5580  0.0223 
1997  3 24  2.5867  0.0213 
1997  3 25  2.5764  0.0204 
1997  3 26  2.5254  0.0204 
1997  3 27  2.4636  0.0214 
1997  3 28  2.4205  0.0224 
1997  3 29  2.4001  0.0225 
1997  3 30  2.3979  0.0220 
1997  3 31  2.4313  0.0207 
1997  4  1  2.4764  0.0191 
1997  4  2  2.5525  0.0180 
1997  4  3  2.6560  0.0180 
1997  4  4  2.8092  0.0192 
1997  4  5  2.9402  0.0206 
1997  4  6  2.9786  0.0208 
1997  4  7  2.9465  0.0202 
1997  4  8  2.8005  0.0188 
1997  4  9  2.6098  0.0176 
1997  4 10  2.4547  0.0179 
1997  4 11  2.3381  0.0187 
1997  4 12  2.2574  0.0191 
1997  4 13  2.2143  0.0191 
1997  4 14  2.1963  0.0189 
1997  4 15  2.1926  0.0183 
1997  4 16  2.2402  0.0175 
1997  4 17  2.2929  0.0170 
1997  4 18  2.3229  0.0175 
1997  4 19  2.3447  0.0182 
1997  4 20  2.3709  0.0186 
1997  4 21  2.3678  0.0185 
1997  4 22  2.2949  0.0181 
1997  4 23  2.1851  0.0179 
1997  4 24  2.1020  0.0187 
1997  4 25  2.0507  0.0196 
1997  4 26  2.0059  0.0201 
1997  4 27  1.9561  0.0202 
1997  4 28  1.9532  0.0201 
1997  4 29  2.0142  0.0199 
1997  4 30  2.1187  0.0196 
1997  5  1  2.2256  0.0192 
1997  5  2  2.3277  0.0190 
1997  5  3  2.4299  0.0188 
1997  5  4  2.5001  0.0185 
1997  5  5  2.5111  0.0180 
1997  5  6  2.4523  0.0174 
1997  5  7  2.3442  0.0171 
1997  5  8  2.2058  0.0179 
1997  5  9  2.0835  0.0190 
1997  5 10  1.9990  0.0195 
1997  5 11  1.9673  0.0193 
1997  5 12  1.9543  0.0188 
1997  5 13  1.9409  0.0182 
1997  5 14  1.9421  0.0175 
1997  5 15  1.9679  0.0171 
1997  5 16  2.0051  0.0176 
1997  5 17  2.0396  0.0187 
1997  5 18  2.0637  0.0195 
1997  5 19  2.0777  0.0198 
1997  5 20  2.0810  0.0194 
1997  5 21  2.0795  0.0195 
1997  5 22  2.0484  0.0208 
1997  5 23  2.0003  0.0223 
1997  5 24  1.9617  0.0231 
1997  5 25  1.9677  0.0234 
1997  5 26  2.0343  0.0233 
1997  5 27  2.1488  0.0227 
1997  5 28  2.3088  0.0217 
1997  5 29  2.4519  0.0214 
1997  5 30  2.5174  0.0217 
1997  5 31  2.5120  0.0214 
1997  6  1  2.4745  0.0208 
1997  6  2  2.3703  0.0202 
1997  6  3  2.1709  0.0195 
1997  6  4  1.9566  0.0188 
1997  6  5  1.7705  0.0189 
1997  6  6  1.6227  0.0195 
1997  6  7  1.5212  0.0197 
1997  6  8  1.4686  0.0196 
1997  6  9  1.4544  0.0195 
1997  6 10  1.4696  0.0191 
1997  6 11  1.5385  0.0184 
1997  6 12  1.6125  0.0183 
1997  6 13  1.6347  0.0187 
1997  6 14  1.6164  0.0190 
1997  6 15  1.5677  0.0190 
1997  6 16  1.4793  0.0187 
1997  6 17  1.3652  0.0182 
1997  6 18  1.2544  0.0176 
1997  6 19  1.1576  0.0178 
1997  6 20  1.0602  0.0186 
1997  6 21  0.9787  0.0192 
1997  6 22  0.9943  0.0193 
1997  6 23  1.0823  0.0191 
1997  6 24  1.1644  0.0186 
1997  6 25  1.2561  0.0181 
1997  6 26  1.3564  0.0180 
1997  6 27  1.3989  0.0180 
1997  6 28  1.3322  0.0179 
1997  6 29  1.1900  0.0177 
1997  6 30  1.0097  0.0176 
1997  7  1  0.8338  0.0174 
1997  7  2  0.6818  0.0175 
1997  7  3  0.5973  0.0185 
1997  7  4  0.5519  0.0200 
1997  7  5  0.5529  0.0208 
1997  7  6  0.5963  0.0213 
1997  7  7  0.6602  0.0216 
1997  7  8  0.7455  0.0211 
1997  7  9  0.8382  0.0198 
1997  7 10  0.9521  0.0188 
1997  7 11  1.0698  0.0191 
1997  7 12  1.1174  0.0202 
1997  7 13  1.0997  0.0212 
1997  7 14  1.0615  0.0214 
1997  7 15  1.0405  0.0204 
1997  7 16  1.0667  0.0196 
1997  7 17  1.1198  0.0206 
1997  7 18  1.1491  0.0222 
1997  7 19  1.2246  0.0230 
1997  7 20  1.3856  0.0234 
1997  7 21  1.5983  0.0233 
1997  7 22  1.7337  0.0226 
1997  7 23  1.8401  0.0218 
1997  7 24  1.9855  0.0213 
1997  7 25  2.0401  0.0209 
1997  7 26  2.0143  0.0212 
1997  7 27  1.8348  0.0217 
1997  7 28  1.5927  0.0217 
1997  7 29  1.3935  0.0210 
1997  7 30  1.2754  0.0201 
1997  7 31  1.2764  0.0203 
1997  8  1  1.2899  0.0215 
1997  8  2  1.2681  0.0226 
1997  8  3  1.2512  0.0232 
1997  8  4  1.2460  0.0228 
1997  8  5  1.2992  0.0216 
1997  8  6  1.4311  0.0210 
1997  8  7  1.5179  0.0216 
1997  8  8  1.5161  0.0225 
1997  8  9  1.4750  0.0229 
1997  8 10  1.3960  0.0226 
1997  8 11  1.2981  0.0215 
1997  8 12  1.2401  0.0205 
1997  8 13  1.2409  0.0202 
1997  8 14  1.2486  0.0211 
1997  8 15  1.2294  0.0227 
1997  8 16  1.2669  0.0240 
1997  8 17  1.3792  0.0247 
1997  8 18  1.5594  0.0250 
1997  8 19  1.6682  0.0246 
1997  8 20  1.7782  0.0233 
1997  8 21  1.9270  0.0225 
1997  8 22  1.9331  0.0234 
1997  8 23  1.7847  0.0246 
1997  8 24  1.5788  0.0249 
1997  8 25  1.3661  0.0246 
1997  8 26  1.2191  0.0235 
1997  8 27  1.2393  0.0225 
1997  8 28  1.3981  0.0229 
1997  8 29  1.3605  0.0241 
1997  8 30  1.3239  0.0247 
1997  8 31  1.3678  0.0253 
1997  9  1  1.4343  0.0258 
1997  9  2  1.5076  0.0255 
1997  9  3  1.5770  0.0240 
1997  9  4  1.6370  0.0227 
1997  9  5  1.6678  0.0227 
1997  9  6  1.6226  0.0231 
1997  9  7  1.5185  0.0231 
1997  9  8  1.4016  0.0224 
1997  9  9  1.3314  0.0208 
1997  9 10  1.3575  0.0199 
1997  9 11  1.4576  0.0209 
1997  9 12  1.5744  0.0225 
1997  9 13  1.6940  0.0231 
1997  9 14  1.8484  0.0232 
1997  9 15  2.0320  0.0233 
1997  9 16  2.2039  0.0231 
1997  9 17  2.3519  0.0227 
1997  9 18  2.4852  0.0231 
1997  9 19  2.4137  0.0237 
1997  9 20  2.1938  0.0237 
1997  9 21  1.9905  0.0234 
1997  9 22  1.8321  0.0230 
1997  9 23  1.7083  0.0223 
1997  9 24  1.6733  0.0211 
1997  9 25  1.7811  0.0212 
1997  9 26  1.9001  0.0220 
1997  9 27  1.9503  0.0224 
1997  9 28  1.9670  0.0220 
1997  9 29  1.9480  0.0215 
1997  9 30  1.9308  0.0213 
1997 10  1  1.9704  0.0212 
1997 10  2  2.0861  0.0214 
1997 10  3  2.1201  0.0218 
1997 10  4  2.0457  0.0217 
1997 10  5  1.9427  0.0215 
1997 10  6  1.8375  0.0213 
1997 10  7  1.7640  0.0207 
1997 10  8  1.7721  0.0199 
1997 10  9  1.9052  0.0202 
1997 10 10  2.0907  0.0206 
1997 10 11  2.2287  0.0205 
1997 10 12  2.3495  0.0202 
1997 10 13  2.4425  0.0200 
1997 10 14  2.4974  0.0196 
1997 10 15  2.5423  0.0190 
1997 10 16  2.5911  0.0190 
1997 10 17  2.4948  0.0196 
1997 10 18  2.2833  0.0202 
1997 10 19  2.0806  0.0204 
1997 10 20  1.9231  0.0201 
1997 10 21  1.7881  0.0193 
1997 10 22  1.7107  0.0187 
1997 10 23  1.7475  0.0190 
1997 10 24  1.8252  0.0200 
1997 10 25  1.8638  0.0204 
1997 10 26  1.8889  0.0202 
1997 10 27  1.9157  0.0197 
1997 10 28  1.9674  0.0190 
1997 10 29  2.0399  0.0182 
1997 10 30  2.0935  0.0181 
1997 10 31  2.1531  0.0189 
1997 11  1  2.1596  0.0200 
1997 11  2  2.0960  0.0209 
1997 11  3  2.0220  0.0209 
1997 11  4  2.0065  0.0201 
1997 11  5  2.0734  0.0191 
1997 11  6  2.2215  0.0193 
1997 11  7  2.3359  0.0203 
1997 11  8  2.4371  0.0213 
1997 11  9  2.5460  0.0223 
1997 11 10  2.6373  0.0231 
1997 11 11  2.6457  0.0233 
1997 11 12  2.5783  0.0232 
1997 11 13  2.4698  0.0241 
1997 11 14  2.2541  0.0249 
1997 11 15  1.9725  0.0247 
1997 11 16  1.7363  0.0240 
1997 11 17  1.5885  0.0224 
1997 11 18  1.5443  0.0202 
1997 11 19  1.5787  0.0189 
1997 11 20  1.6006  0.0194 
1997 11 21  1.6248  0.0205 
1997 11 22  1.6438  0.0215 
1997 11 23  1.6304  0.0224 
1997 11 24  1.6133  0.0224 
1997 11 25  1.6197  0.0214 
1997 11 26  1.6349  0.0211 
1997 11 27  1.6110  0.0220 
1997 11 28  1.5360  0.0229 
1997 11 29  1.4581  0.0232 
1997 11 30  1.4011  0.0232 
1997 12  1  1.3710  0.0226 
1997 12  2  1.3612  0.0212 
1997 12  3  1.3966  0.0200 
1997 12  4  1.5119  0.0200 
1997 12  5  1.6619  0.0206 
1997 12  6  1.8282  0.0207 
1997 12  7  2.0318  0.0205 
1997 12  8  2.2154  0.0203 
1997 12  9  2.2864  0.0199 
1997 12 10  2.2341  0.0188 
1997 12 11  2.1082  0.0179 
1997 12 12  1.9835  0.0180 
1997 12 13  1.8228  0.0185 
1997 12 14  1.6426  0.0187 
1997 12 15  1.5120  0.0184 
1997 12 16  1.4684  0.0174 
1997 12 17  1.4806  0.0163 
1997 12 18  1.5069  0.0163 
1997 12 19  1.5670  0.0177 
1997 12 20  1.6217  0.0194 
1997 12 21  1.6579  0.0202 
1997 12 22  1.6873  0.0202 
1997 12 23  1.7055  0.0193 
1997 12 24  1.6841  0.0189 
1997 12 25  1.6183  0.0199 
1997 12 26  1.5250  0.0214 
1997 12 27  1.4162  0.0227 
1997 12 28  1.3221  0.0237 
1997 12 29  1.2805  0.0240 
1997 12 30  1.3015  0.0235 
1997 12 31  1.3805  0.0218 
1998  1  1  1.5055  0.0219 
1998  1  2  1.6709  0.0223 
1998  1  3  1.8383  0.0223 
1998  1  4  1.9952  0.0220 
1998  1  5  2.0760  0.0217 
1998  1  6  2.0579  0.0211 
1998  1  7  1.9368  0.0207 
1998  1  8  1.7553  0.0217 
1998  1  9  1.5725  0.0232 
1998  1 10  1.4356  0.0236 
1998  1 11  1.3984  0.0227 
1998  1 12  1.4231  0.0212 
1998  1 13  1.4773  0.0200 
1998  1 14  1.5484  0.0197 
1998  1 15  1.6235  0.0209 
1998  1 16  1.6799  0.0222 
1998  1 17  1.7084  0.0225 
1998  1 18  1.7366  0.0227 
1998  1 19  1.7639  0.0229 
1998  1 20  1.7567  0.0228 
1998  1 21  1.7031  0.0225 
1998  1 22  1.6730  0.0228 
1998  1 23  1.7006  0.0237 
1998  1 24  1.7239  0.0244 
1998  1 25  1.7110  0.0240 
1998  1 26  1.7221  0.0226 
1998  1 27  1.8258  0.0212 
1998  1 28  2.0156  0.0210 
1998  1 29  2.2460  0.0220 
1998  1 30  2.4444  0.0223 
1998  1 31  2.5379  0.0222 
1998  2  1  2.5507  0.0219 
1998  2  2  2.5262  0.0212 
1998  2  3  2.4816  0.0204 
1998  2  4  2.4097  0.0199 
1998  2  5  2.3114  0.0205 
1998  2  6  2.1956  0.0218 
1998  2  7  2.0990  0.0226 
1998  2  8  2.0547  0.0223 
1998  2  9  2.0123  0.0210 
1998  2 10  1.9443  0.0194 
1998  2 11  1.9206  0.0189 
1998  2 12  1.9471  0.0193 
1998  2 13  1.9728  0.0206 
1998  2 14  1.9822  0.0219 
1998  2 15  1.9922  0.0217 
1998  2 16  1.9908  0.0207 
1998  2 17  1.9550  0.0201 
1998  2 18  1.8613  0.0196 
1998  2 19  1.7783  0.0195 
1998  2 20  1.7715  0.0198 
1998  2 21  1.7978  0.0203 
1998  2 22  1.8274  0.0205 
1998  2 23  1.9040  0.0202 
1998  2 24  2.0501  0.0196 
1998  2 25  2.2029  0.0191 
1998  2 26  2.3313  0.0203 
1998  2 27  2.4715  0.0220 
1998  2 28  2.6064  0.0225 
1998  3  1  2.6554  0.0218 
1998  3  2  2.6000  0.0208 
1998  3  3  2.4554  0.0201 
1998  3  4  2.2528  0.0196 
1998  3  5  2.0799  0.0195 
1998  3  6  1.9663  0.0198 
1998  3  7  1.8925  0.0203 
1998  3  8  1.8267  0.0208 
1998  3  9  1.8428  0.0210 
1998  3 10  1.9282  0.0203 
1998  3 11  2.0225  0.0191 
1998  3 12  2.0858  0.0187 
1998  3 13  2.1158  0.0196 
1998  3 14  2.1263  0.0201 
1998  3 15  2.1166  0.0198 
1998  3 16  2.0703  0.0199 
1998  3 17  1.9887  0.0199 
1998  3 18  1.8712  0.0197 
1998  3 19  1.7847  0.0202 
1998  3 20  1.7537  0.0207 
1998  3 21  1.7622  0.0206 
1998  3 22  1.7972  0.0199 
1998  3 23  1.8581  0.0190 
1998  3 24  1.9700  0.0179 
1998  3 25  2.1829  0.0173 
1998  3 26  2.4081  0.0179 
1998  3 27  2.5557  0.0193 
1998  3 28  2.6057  0.0203 
1998  3 29  2.5749  0.0209 
1998  3 30  2.4361  0.0218 
1998  3 31  2.2217  0.0219 
1998  4  1  2.0391  0.0213 
1998  4  2  1.9137  0.0210 
1998  4  3  1.8339  0.0212 
1998  4  4  1.8140  0.0217 
1998  4  5  1.8274  0.0228 
1998  4  6  1.8559  0.0233 
1998  4  7  1.9014  0.0220 
1998  4  8  1.9451  0.0199 
1998  4  9  1.9580  0.0187 
1998  4 10  1.9487  0.0192 
1998  4 11  1.9529  0.0198 
1998  4 12  1.9592  0.0198 
1998  4 13  1.9187  0.0195 
1998  4 14  1.8353  0.0192 
1998  4 15  1.7668  0.0187 
1998  4 16  1.6936  0.0182 
1998  4 17  1.6466  0.0187 
1998  4 18  1.6703  0.0191 
1998  4 19  1.7482  0.0190 
1998  4 20  1.8585  0.0191 
1998  4 21  1.9918  0.0190 
1998  4 22  2.1674  0.0181 
1998  4 23  2.3860  0.0176 
1998  4 24  2.5510  0.0188 
1998  4 25  2.5797  0.0211 
1998  4 26  2.4543  0.0228 
1998  4 27  2.2587  0.0229 
1998  4 28  2.0596  0.0221 
1998  4 29  1.9098  0.0211 
1998  4 30  1.8302  0.0208 
1998  5  1  1.8067  0.0213 
1998  5  2  1.7937  0.0217 
1998  5  3  1.7701  0.0214 
1998  5  4  1.7492  0.0202 
1998  5  5  1.7572  0.0183 
1998  5  6  1.8176  0.0171 
1998  5  7  1.8492  0.0173 
1998  5  8  1.8208  0.0186 
1998  5  9  1.7765  0.0197 
1998  5 10  1.7382  0.0201 
1998  5 11  1.6842  0.0203 
1998  5 12  1.6075  0.0205 
1998  5 13  1.5073  0.0202 
1998  5 14  1.4283  0.0201 
1998  5 15  1.4109  0.0201 
1998  5 16  1.4772  0.0197 
1998  5 17  1.6104  0.0195 
1998  5 18  1.7977  0.0192 
1998  5 19  2.0216  0.0185 
1998  5 20  2.1999  0.0179 
1998  5 21  2.3144  0.0184 
1998  5 22  2.3808  0.0204 
1998  5 23  2.3633  0.0223 
1998  5 24  2.2495  0.0223 
1998  5 25  2.0549  0.0214 
1998  5 26  1.8304  0.0203 
1998  5 27  1.6056  0.0198 
1998  5 28  1.4259  0.0202 
1998  5 29  1.3252  0.0211 
1998  5 30  1.3083  0.0218 
1998  5 31  1.3437  0.0216 
1998  6  1  1.3494  0.0208 
1998  6  2  1.3219  0.0199 
1998  6  3  1.3062  0.0190 
1998  6  4  1.2926  0.0190 
1998  6  5  1.2481  0.0198 
1998  6  6  1.1545  0.0200 
1998  6  7  1.0306  0.0198 
1998  6  8  0.9046  0.0196 
1998  6  9  0.8001  0.0194 
1998  6 10  0.7299  0.0193 
1998  6 11  0.6792  0.0198 
1998  6 12  0.6701  0.0209 
1998  6 13  0.7352  0.0213 
1998  6 14  0.8198  0.0211 
1998  6 15  0.8979  0.0208 
1998  6 16  0.9433  0.0199 
1998  6 17  0.9889  0.0186 
1998  6 18  1.0045  0.0186 
1998  6 19  0.9658  0.0203 
1998  6 20  0.8848  0.0222 
1998  6 21  0.7717  0.0229 
1998  6 22  0.6200  0.0223 
1998  6 23  0.4594  0.0207 
1998  6 24  0.3723  0.0192 
1998  6 25  0.3829  0.0187 
1998  6 26  0.4211  0.0194 
1998  6 27  0.4401  0.0204 
1998  6 28  0.4796  0.0205 
1998  6 29  0.5337  0.0202 
1998  6 30  0.6004  0.0195 
1998  7  1  0.6461  0.0183 
1998  7  2  0.6024  0.0177 
1998  7  3  0.5016  0.0185 
1998  7  4  0.4384  0.0196 
1998  7  5  0.3583  0.0203 
1998  7  6  0.2393  0.0210 
1998  7  7  0.1199  0.0215 
1998  7  8  0.0362  0.0211 
1998  7  9  0.0201  0.0205 
1998  7 10  0.0855  0.0206 
1998  7 11  0.2360  0.0208 
1998  7 12  0.4134  0.0207 
1998  7 13  0.5824  0.0199 
1998  7 14  0.7007  0.0188 
1998  7 15  0.7541  0.0179 
1998  7 16  0.7368  0.0178 
1998  7 17  0.6498  0.0187 
1998  7 18  0.5119  0.0201 
1998  7 19  0.3585  0.0216 
1998  7 20  0.2158  0.0228 
1998  7 21  0.1099  0.0227 
1998  7 22  0.0776  0.0215 
1998  7 23  0.1155  0.0211 
1998  7 24  0.1948  0.0213 
1998  7 25  0.3035  0.0211 
1998  7 26  0.4102  0.0212 
1998  7 27  0.4795  0.0215 
1998  7 28  0.4993  0.0205 
1998  7 29  0.4936  0.0188 
1998  7 30  0.4738  0.0186 
1998  7 31  0.4709  0.0202 
1998  8  1  0.4537  0.0218 
1998  8  2  0.3950  0.0219 
1998  8  3  0.3448  0.0215 
1998  8  4  0.3110  0.0211 
1998  8  5  0.3116  0.0204 
1998  8  6  0.3568  0.0203 
1998  8  7  0.4571  0.0210 
1998  8  8  0.6019  0.0217 
1998  8  9  0.7712  0.0215 
1998  8 10  0.9174  0.0208 
1998  8 11  0.9920  0.0200 
1998  8 12  0.9918  0.0201 
1998  8 13  0.8936  0.0223 
1998  8 14  0.7605  0.0246 
1998  8 15  0.5937  0.0246 
1998  8 16  0.3945  0.0232 
1998  8 17  0.2516  0.0217 
1998  8 18  0.2222  0.0206 
1998  8 19  0.2261  0.0199 
1998  8 20  0.2638  0.0199 
1998  8 21  0.3286  0.0204 
1998  8 22  0.4120  0.0210 
1998  8 23  0.4718  0.0210 
1998  8 24  0.5209  0.0199 
1998  8 25  0.5864  0.0184 
1998  8 26  0.6598  0.0175 
1998  8 27  0.6658  0.0184 
1998  8 28  0.5957  0.0214 
1998  8 29  0.5368  0.0244 
1998  8 30  0.5442  0.0246 
1998  8 31  0.5735  0.0235 
1998  9  1  0.6055  0.0232 
1998  9  2  0.6644  0.0227 
1998  9  3  0.7493  0.0223 
1998  9  4  0.8795  0.0225 
1998  9  5  1.0578  0.0228 
1998  9  6  1.2420  0.0234 
1998  9  7  1.3774  0.0238 
1998  9  8  1.4391  0.0227 
1998  9  9  1.4256  0.0207 
1998  9 10  1.3252  0.0200 
1998  9 11  1.1681  0.0205 
1998  9 12  0.9876  0.0210 
1998  9 13  0.8167  0.0211 
1998  9 14  0.6876  0.0209 
1998  9 15  0.6687  0.0202 
1998  9 16  0.7285  0.0193 
1998  9 17  0.8036  0.0193 
1998  9 18  0.8939  0.0197 
1998  9 19  1.0083  0.0203 
1998  9 20  1.1095  0.0206 
1998  9 21  1.1547  0.0204 
1998  9 22  1.1365  0.0198 
1998  9 23  1.0735  0.0189 
1998  9 24  1.0098  0.0186 
1998  9 25  0.9636  0.0192 
1998  9 26  0.9264  0.0198 
1998  9 27  0.8819  0.0202 
1998  9 28  0.8231  0.0199 
1998  9 29  0.8180  0.0192 
1998  9 30  0.9065  0.0188 
1998 10  1  1.0780  0.0191 
1998 10  2  1.2880  0.0194 
1998 10  3  1.5137  0.0201 
1998 10  4  1.7368  0.0212 
