dates 1 2 3 
2008.8760245902 1028.3 -6.7 0
2008.8763661202 1027.6 -6.5 0
2008.8767076503 1026.8 -6.5 0
2008.8770491803 1025.5 -5.5 2
2008.8773907104 1024.3 -0.9 2
2008.8777322404 1023.2 -0.4 2
2008.8780737705 1022.8 1 2
2008.8784153005 1022 0.5 2
2008.8787568306 1020.1 0.8 2
2008.8790983607 1018.4 0.6 2
2008.8794398907 1016.6 -0.6 2
2008.8797814208 1015.6 -0.6 3.6
2008.8801229508 1013.3 0.9 3.6
2008.8804644809 1013.7 0.4 3.6
2008.8808060109 1014.2 -1.7 3.6
2008.881147541 1013.7 -0.2 3.6
2008.881489071 1013.1 -0.8 3.6
2008.8818306011 1013.1 -1.2 3.6
2008.8821721311 1012.8 -2.4 3.6
2008.8825136612 1011.2 -0.7 8.4
2008.8828551913 1007.2 0.3 8.4
2008.8831967213 1003.4 0.1 8.4
2008.8835382514 998.7 -0.7 8.4
2008.8838797814 989.6 0.2 8.4
2008.8842213115 983 0.6 8.4
2008.8845628415 981.5 0.7 8.4
2008.8849043716 986.1 1.3 8.4
2008.8852459016 990.3 1.7 16.1
2008.8855874317 992.4 3 16.1
2008.8859289617 993.2 -1.5 16.1
2008.8862704918 991.3 0 16.1
2008.8866120219 986.7 1.2 16.1
2008.8869535519 979.5 -0.2 16.1
2008.887295082 979.3 -1.5 16.1
2008.887636612 979.6 -2.7 16.1
2008.8879781421 978 -0.9 0
2008.8883196721 976.5 -0.2 0
2008.8886612022 979.1 -4.1 0
2008.8890027322 984.3 -2.1 0
2008.8893442623 988.7 -1.9 0
2008.8896857924 991.5 -3.6 0
2008.8900273224 993.4 -4.5 0
2008.8903688525 994.9 -6.3 0
2008.8907103825 995.5 -0.9 0
2008.8910519126 993.7 3 0
2008.8913934426 993.6 -0.3 0
2008.8917349727 993.3 -3.9 0
2008.8920765027 993.1 -3.8 0
2008.8924180328 992.1 -5.7 0
2008.8927595628 991.6 -6 0
2008.8931010929 991.4 -5.9 0
2008.893442623 991.1 -2.9 0
2008.893784153 990 -0.5 0
2008.8941256831 990.8 -3.3 0
2008.8944672131 991.8 -4 0
2008.8948087432 992.7 -4.2 0
2008.8951502732 993.3 -4.6 0
2008.8954918033 993.9 -4.8 0
2008.8958333333 995.1 -5 0
2008.8961748634 996.6 -2.6 0
2008.8965163934 996.6 -1.1 0
2008.8968579235 997.8 -4.6 0
2008.8971994536 999 -4.9 0
2008.8975409836 1001 -5.3 0
2008.8978825137 1001.9 -5.1 0
2008.8982240437 1003.2 -5.5 0
2008.8985655738 1005 -5.5 0
2008.8989071038 1006.3 -2.8 1.1
2008.8992486339 1006.5 -0.3 1.1
2008.8995901639 1007 -5.1 1.1
2008.899931694 1007.9 -5.1 1.1
2008.900273224 1008.4 -4.5 1.1
2008.9006147541 1007.7 -4.1 1.1
2008.9009562842 1006.9 -4.6 1.1
2008.9012978142 1007 -6.6 1.1
2008.9016393443 1007.4 -3.2 0
2008.9019808743 1006.3 -1.8 0
2008.9023224044 1006.9 -2.7 0
2008.9026639344 1008 -5.2 0
2008.9030054645 1009.5 -7.2 0
2008.9033469945 1010 -7.9 0
2008.9036885246 1010.9 -9.4 0
2008.9040300546 1011.8 -9.2 0
2008.9043715847 1012.6 -7.4 6.5
2008.9047131148 1012.6 -6.4 6.5
2008.9050546448 1013.6 -8.8 6.5
2008.9053961749 1014.4 -9.5 6.5
2008.9057377049 1014.7 -9.3 6.5
2008.906079235 1012.9 -8.8 6.5
2008.906420765 1011.6 -10.4 6.5
2008.9067622951 1008.8 -9.6 6.5
2008.9071038251 1006.5 -6.9 3.8
2008.9074453552 1004.8 -4.5 3.8
2008.9077868852 1005.7 -6.1 3.8
2008.9081284153 1007.3 -7.8 3.8
2008.9084699454 1007.5 -8 3.8
2008.9088114754 1007.6 -8.2 3.8
2008.9091530055 1007.9 -9.3 3.8
2008.9094945355 1007.3 -10.1 3.8
2008.9098360656 1007.1 -6.7 0
2008.9101775956 1006.6 -3.7 0
2008.9105191257 1008.4 -7.2 0
2008.9108606557 1010 -7.3 0
2008.9112021858 1011.3 -9 0
2008.9115437158 1012.4 -7.7 0
2008.9118852459 1013.6 -8.3 0
2008.912226776 1014.5 -8.2 0
2008.912568306 1015 -7.8 2.2
2008.9129098361 1013.7 -5.4 2.2
2008.9132513661 1014.2 -6 2.2
2008.9135928962 1013 -5.3 2.2
2008.9139344262 1011.3 -5.7 2.2
2008.9142759563 1009.9 -0.6 2.2
2008.9146174863 1008.7 -0.7 2.2
2008.9149590164 1008.9 0.2 2.2
2008.9153005464 1010.3 -1.8 0
2008.9156420765 1010.6 0.2 0
2008.9159836066 1012.6 -1 0
2008.9163251366 1014.7 -0.7 0
2008.9166666667 1017.1 -1.1 0
2008.9170081967 1018.1 -2.5 0
2008.9173497268 1020.1 -1.9 0
2008.9176912568 1021.5 -2.3 0
2008.9180327869 1022.2 -1.9 0
2008.9183743169 1021.7 -0.3 0
2008.918715847 1022.4 -1 0
2008.919057377 1022.9 -1.4 0
2008.9193989071 1023.1 -1.7 0
2008.9197404372 1022.3 -1.4 0
2008.9200819672 1022.6 -1.9 0
2008.9204234973 1023.1 -1.8 0
2008.9207650273 1023 -0.1 5.3
2008.9211065574 1022.3 -0.1 5.3
2008.9214480874 1022.5 -0.6 5.3
2008.9217896175 1021.9 -1.1 5.3
2008.9221311475 1021.7 1.3 5.3
2008.9224726776 1020.9 1.4 5.3
2008.9228142076 1020.9 1 5.3
2008.9231557377 1020.6 1.2 5.3
2008.9234972678 1020.5 0.2 4.2
2008.9238387978 1019.8 0.8 4.2
2008.9241803279 1020.3 0.1 4.2
2008.9245218579 1021.3 -1.1 4.2
2008.924863388 1022.7 -3.4 4.2
2008.925204918 1024 -3.3 4.2
2008.9255464481 1025.7 -4.3 4.2
2008.9258879781 1027.2 -5.5 4.2
2008.9262295082 1028.4 -3.7 2.4
2008.9265710383 1027.8 -3 2.4
2008.9269125683 1028.6 -5.3 2.4
2008.9272540984 1028.7 -6 2.4
2008.9275956284 1028.1 -5.9 2.4
2008.9279371585 1026.6 -4.8 2.4
2008.9282786885 1024.9 -4.4 2.4
2008.9286202186 1022 1.2 2.4
2008.9289617486 1019.4 3.4 2.9
2008.9293032787 1016.8 3.9 2.9
2008.9296448087 1013.5 4 2.9
2008.9299863388 1010.1 4.3 2.9
2008.9303278689 1007.2 4.4 2.9
2008.9306693989 1004.4 3.7 2.9
2008.931010929 999.1 3.7 2.9
2008.931352459 998.3 1.7 2.9
2008.9316939891 997.5 1.5 0.6
2008.9320355191 999.2 2 0.6
2008.9323770492 1000.8 -2 0.6
2008.9327185792 1002.3 -3.2 0.6
2008.9330601093 1004.6 -5.6 0.6
2008.9334016393 1006 -6.8 0.6
2008.9337431694 1008.3 -6.1 0.6
2008.9340846995 1010.9 -6.5 0.6
2008.9344262295 1014.1 -5.3 0
2008.9347677596 1015.4 -4.3 0
2008.9351092896 1017.3 -5.9 0
2008.9354508197 1019.2 -7.3 0
2008.9357923497 1019.9 -6.9 0
2008.9361338798 1020 -8.1 0
2008.9364754098 1019.3 -8 0
2008.9368169399 1018.7 -7.2 0
2008.9371584699 1017.8 -4.7 0.4
2008.9375 1016.8 -2.7 0.4
2008.9378415301 1017.4 -3.3 0.4
2008.9381830601 1017.6 -4.7 0.4
2008.9385245902 1018.5 -6.9 0.4
2008.9388661202 1018.1 -6.4 0.4
2008.9392076503 1017.9 -6.9 0.4
2008.9395491803 1018.4 -11.2 0.4
2008.9398907104 1017.8 -7.5 10.1
2008.9402322404 1015.5 -6.1 10.1
2008.9405737705 1013.9 -7.9 10.1
2008.9409153005 1010.7 -6.6 10.1
2008.9412568306 1006.2 -6.9 10.1
2008.9415983607 999.7 -6.6 10.1
2008.9419398907 993.2 -5.9 10.1
2008.9422814208 988.1 -4.7 10.1
2008.9426229508 985.7 -3 2.2
2008.9429644809 986 -1.8 2.2
2008.9433060109 987.4 -5.2 2.2
2008.943647541 990.1 -5.3 2.2
2008.943989071 995.1 -5.1 2.2
2008.9443306011 998.9 -6.5 2.2
2008.9446721311 1003.1 -6.1 2.2
2008.9450136612 1004.9 -9.2 2.2
2008.9453551913 1004.8 -7.5 0.9
2008.9456967213 1000.3 -6.1 0.9
2008.9460382514 996.3 -5.8 0.9
2008.9463797814 994.8 -6.7 0.9
2008.9467213115 997.2 -7.9 0.9
2008.9470628415 999.1 -9.4 0.9
2008.9474043716 1000.9 -9.2 0.9
2008.9477459016 1001.8 -13 0.9
2008.9480874317 1001.3 -9.4 0.2
2008.9484289617 1001.9 -8.2 0.2
2008.9487704918 1004.6 -8.3 0.2
2008.9491120219 1008.1 -10.6 0.2
2008.9494535519 1010.6 -12 0.2
2008.949795082 1012.5 -13.2 0.2
2008.950136612 1015.2 -12.7 0.2
2008.9504781421 1017 -14.5 0.2
2008.9508196721 1018.9 -10.4 1.5
2008.9511612022 1018.4 -6.5 1.5
2008.9515027322 1019.2 -11 1.5
2008.9518442623 1019.4 -13.3 1.5
2008.9521857924 1019.3 -14.1 1.5
2008.9525273224 1017.4 -12.2 1.5
2008.9528688525 1013.2 -9.8 1.5
2008.9532103825 1008.8 -9.2 1.5
2008.9535519126 1002.1 -7.4 1.3
2008.9538934426 993.4 -4.9 1.3
2008.9542349727 988.1 -5.1 1.3
2008.9545765027 982.8 -5.1 1.3
2008.9549180328 978.6 -4.3 1.3
2008.9552595628 977.2 -4.1 1.3
2008.9556010929 981 -4.5 1.3
2008.955942623 987.9 -5.2 1.3
2008.956284153 993.8 -5.2 0
2008.9566256831 997.7 -4.6 0
2008.9569672131 1003 -7.6 0
2008.9573087432 1006.9 -7.7 0
2008.9576502732 1009.6 -10.1 0
2008.9579918033 1011.9 -10 0
2008.9583333333 1013.9 -8.6 0
2008.9586748634 1016.3 -8 0
2008.9590163934 1017.4 -4.1 1.6
2008.9593579235 1017.6 -3.6 1.6
2008.9596994536 1018.6 -4.5 1.6
2008.9600409836 1018.7 -6.4 1.6
2008.9603825137 1017.6 -4.9 1.6
2008.9607240437 1016.4 -5.4 1.6
2008.9610655738 1015.9 -5.2 1.6
2008.9614071038 1015.3 -4.5 1.6
2008.9617486339 1015.3 -2.7 0.5
2008.9620901639 1014.1 0.6 0.5
2008.962431694 1014.1 1.1 0.5
2008.962773224 1014.3 -2.9 0.5
2008.9631147541 1013.5 -0.4 0.5
2008.9634562842 1011.3 1.9 0.5
2008.9637978142 1009.3 2.5 0.5
2008.9641393443 1006.6 3 0.5
2008.9644808743 1000.7 0.2 42.5
2008.9648224044 990.7 0.8 42.5
2008.9651639344 986.3 1.1 42.5
2008.9655054645 985.2 1.3 42.5
2008.9658469945 985 0.8 42.5
2008.9661885246 986 1 42.5
2008.9665300546 988.6 0.2 42.5
2008.9668715847 991.2 -0.2 42.5
2008.9672131148 995.4 -0.6 0
2008.9675546448 998.8 0.2 0
2008.9678961749 1002.9 -2.2 0
2008.9682377049 1006.3 -3.8 0
2008.968579235 1008.8 -6.4 0
2008.968920765 1009.3 -6.1 0
2008.9692622951 1010.7 -7.5 0
2008.9696038251 1010.7 -8.1 0
2008.9699453552 1008.6 -7.2 0.3
2008.9702868852 1004.9 -5.9 0.3
2008.9706284153 1004.1 -7.3 0.3
2008.9709699454 1003 -7 0.3
2008.9713114754 1003.6 -5.4 0.3
2008.9716530055 1003.7 -6.6 0.3
2008.9719945355 1003.7 -6.9 0.3
2008.9723360656 1004.7 -7.5 0.3
2008.9726775956 1006.1 -6.7 0
2008.9730191257 1003.7 -7.3 0
2008.9733606557 1003 -9 0
2008.9737021858 1003.6 -11.3 0
2008.9740437158 1003.7 -12.6 0
2008.9743852459 1004.3 -12.9 0
2008.974726776 1006.4 -11.4 0
2008.975068306 1008.1 -12.6 0
2008.9754098361 1010 -6.7 0
2008.9757513661 1010.5 -6.5 0
2008.9760928962 1011.7 -8.8 0
2008.9764344262 1013.7 -11.2 0
2008.9767759563 1013.8 -10.3 0
2008.9771174863 1013.7 -10.8 0
2008.9774590164 1013.7 -12 0
2008.9778005464 1014 -13 0
2008.9781420765 1014.3 -7.6 0
2008.9784836066 1012.7 -4.2 0
2008.9788251366 1013.8 -9.4 0
2008.9791666667 1013 -8.8 0
2008.9795081967 1012.5 -8.6 0
2008.9798497268 1012.5 -8.7 0
2008.9801912568 1013.5 -10.1 0
2008.9805327869 1014.5 -10 0
2008.9808743169 1016 -7.5 0.2
2008.981215847 1015.7 -4.7 0.2
2008.981557377 1017.4 -7.6 0.2
2008.9818989071 1018.7 -10 0.2
2008.9822404372 1019.9 -8 0.2
2008.9825819672 1019.9 -9 0.2
2008.9829234973 1019.9 -7.6 0.2
2008.9832650273 1019.2 -7.5 0.2
2008.9836065574 1017.7 -0.7 16.1
2008.9839480874 1015.3 -1.3 16.1
2008.9842896175 1015 0.2 16.1
2008.9846311475 1014.8 -0.3 16.1
2008.9849726776 1013.9 0.2 16.1
2008.9853142076 1011.1 0.6 16.1
2008.9856557377 1009.3 0.9 16.1
2008.9859972678 1003.9 0.3 16.1
2008.9863387978 1000.3 1.1 70.9
2008.9866803279 998 1.4 70.9
2008.9870218579 995.5 1.5 70.9
2008.987363388 993.4 1.4 70.9
2008.987704918 996.4 1.6 70.9
2008.9880464481 994.3 1.7 70.9
2008.9883879781 993 1 70.9
2008.9887295082 993.4 1.2 70.9
2008.9890710383 998.1 1.2 11.6
2008.9894125683 1001.4 1.4 11.6
2008.9897540984 1004.6 0.3 11.6
2008.9900956284 1004.9 -1.5 11.6
2008.9904371585 1004.3 -2.6 11.6
2008.9907786885 1003.4 -2.3 11.6
2008.9911202186 1002.1 -0.2 11.6
2008.9914617486 1002.2 2.5 11.6
2008.9918032787 1004.3 1 4.3
2008.9921448087 1006.3 0.8 4.3
2008.9924863388 1010.3 0.6 4.3
2008.9928278689 1012.7 0.7 4.3
2008.9931693989 1013.7 1.8 4.3
2008.993510929 1013.6 -0.1 4.3
2008.993852459 1011.9 0.1 4.3
2008.9941939891 1010.2 3.5 4.3
2008.9945355191 1009.8 4.5 0
2008.9948770492 1008.5 3.4 0
2008.9952185792 1008.8 1.5 0
2008.9955601093 1009.8 3.4 0
2008.9959016393 1009.8 2.7 0
2008.9962431694 1009.2 2.6 0
2008.9965846995 1009.7 2 0
2008.9969262295 1009.4 2.4 0
2008.9972677596 1009.3 2.2 0
2008.9976092896 1007.3 1.9 0
2008.9979508197 1007.5 1 0
2008.9982923497 1006.8 1.4 0
2008.9986338798 1006.9 0.6 0
2008.9989754098 1004.3 1.3 0
2008.9993169399 1003.4 1.3 0
2008.9996584699 1003.9 0.4 0
2009 1003.9 3.2 0
2009.0003424658 1001.9 3.2 0
2009.0006849315 1003.7 3.2 0
2009.0010273973 1004 1.8 0
2009.001369863 1003.3 2 0
2009.0017123288 1001.9 2.2 0
2009.0020547945 1001 1.2 0
2009.0023972603 999.8 1.5 0
2009.002739726 998.4 1.8 0
2009.0030821918 995.7 1 0
2009.0034246575 994.2 2 0
2009.0037671233 993.9 0.8 0
2009.004109589 993.3 0.7 0
2009.0044520548 991.8 2.5 0
2009.0047945205 991.4 3 0
2009.0051369863 991.6 3.2 0
2009.0054794521 992.3 1.2 0
2009.0058219178 991 1.4 0
2009.0061643836 991.4 0.6 0
2009.0065068493 991.8 0.4 0
2009.0068493151 992 0.3 0
2009.0071917808 992.1 -1.2 0
2009.0075342466 992.9 -1 0
2009.0078767123 994.2 -1.1 0
2009.0082191781 994.8 0.2 0
2009.0085616438 994.6 3.2 0
2009.0089041096 996.5 2.6 0
2009.0092465753 998 1.8 0
2009.0095890411 999.4 1.8 0
2009.0099315068 999.6 2.5 0
2009.0102739726 1000.4 0.8 0
2009.0106164384 1001.8 2 0
2009.0109589041 1003.8 2.3 0
2009.0113013699 1003.4 2 0
2009.0116438356 1004.3 1.8 0
2009.0119863014 1005.8 1.5 0
2009.0123287671 1007.4 0.7 0
2009.0126712329 1007.3 0.7 0
2009.0130136986 1008.2 0 0
2009.0133561644 1008.6 -0.8 0
2009.0136986301 1009 -0.5 0
2009.0140410959 1007.8 0 0
2009.0143835616 1008.4 -1.3 0
2009.0147260274 1009.6 -1.4 0
2009.0150684932 1010.3 -2.1 0
2009.0154109589 1010.8 -2.7 0
2009.0157534247 1011.7 -2.4 0
2009.0160958904 1012.7 -1.7 0
2009.0164383562 1015 -2.3 0
2009.0167808219 1014.8 -0.3 0
2009.0171232877 1016.6 -2.6 0
2009.0174657534 1018.4 -3.6 0
2009.0178082192 1020.3 -6.5 0
2009.0181506849 1020.9 -5.3 0
2009.0184931507 1022 -6.4 0
2009.0188356164 1023.4 -7.5 0
2009.0191780822 1023.8 -5.5 0.3
2009.0195205479 1022.8 -4.9 0.3
2009.0198630137 1022.8 -6 0.3
2009.0202054795 1023.4 -5.9 0.3
2009.0205479452 1023.6 -7 0.3
2009.020890411 1023 -7 0.3
2009.0212328767 1023.2 -7.1 0.3
2009.0215753425 1023.7 -7.4 0.3
2009.0219178082 1024 -7.3 2
2009.022260274 1023.1 -6.7 2
2009.0226027397 1023.9 -7.3 2
2009.0229452055 1024.4 -7.8 2
2009.0232876712 1024.7 -8.1 2
2009.023630137 1024.7 -8.5 2
2009.0239726027 1024.6 -9.6 2
2009.0243150685 1025.1 -11.3 2
2009.0246575342 1025.4 -9.3 0
2009.025 1023.9 -8 0
2009.0253424658 1024 -9 0
2009.0256849315 1024.1 -11.2 0
2009.0260273973 1023.1 -13.2 0
2009.026369863 1021.8 -12 0
2009.0267123288 1020.9 -15.5 0
2009.0270547945 1019.8 -14 0
2009.0273972603 1018.7 -10.8 0
2009.027739726 1016.5 -10.1 0
2009.0280821918 1015.1 -10.4 0
2009.0284246575 1014.8 -11.2 0
2009.0287671233 1014.2 -10.4 0
2009.029109589 1012.1 -11.3 0
2009.0294520548 1012 -10.4 0
2009.0297945205 1012 -10.7 0
2009.0301369863 1012.4 -12.1 0
2009.0304794521 1011 -9.5 0
2009.0308219178 1011.4 -12.1 0
2009.0311643836 1011.6 -10.4 0
2009.0315068493 1011.7 -11.7 0
2009.0318493151 1011 -13 0
2009.0321917808 1011 -12.9 0
2009.0325342466 1011.4 -13.3 0
2009.0328767123 1011.3 -11.8 0
2009.0332191781 1010 -8.5 0
2009.0335616438 1011.1 -11.6 0
2009.0339041096 1011.6 -11.3 0
2009.0342465753 1012 -13.2 0
2009.0345890411 1011.5 -13.3 0
2009.0349315068 1011.6 -15.3 0
2009.0352739726 1012.1 -16 0
2009.0356164384 1013 -12.3 0
2009.0359589041 1012.4 -8.8 0
2009.0363013699 1014 -9.2 0
2009.0366438356 1015.6 -11.7 0
2009.0369863014 1016.6 -15 0
2009.0373287671 1017.3 -14.3 0
2009.0376712329 1017.3 -15 0
2009.0380136986 1018.2 -17.3 0
2009.0383561644 1019.5 -16.5 0
2009.0386986301 1017.9 -11 0
2009.0390410959 1018 -12.8 0
2009.0393835616 1017.6 -10.6 0
2009.0397260274 1017.1 -13.3 0
2009.0400684932 1016.6 -12.7 0
2009.0404109589 1014.8 -11.9 0
2009.0407534247 1014.1 -15.8 0
2009.0410958904 1013.4 -12.2 0
2009.0414383562 1010.2 -8.2 0
2009.0417808219 1009 -11.4 0
2009.0421232877 1007.1 -9.6 0
2009.0424657534 1005.7 -7.4 0
2009.0428082192 1003.8 -7.6 0
2009.0431506849 1002.2 -6.7 0
2009.0434931507 1001.4 -6.5 0
2009.0438356164 1001.2 -4.6 0
2009.0441780822 1000.5 -3.7 0
2009.0445205479 1001.4 -4.6 0
2009.0448630137 1003.2 -5.8 0
2009.0452054795 1004.6 -7.4 0
2009.0455479452 1005.5 -9.7 0
2009.045890411 1006.3 -10.7 0
2009.0462328767 1007.3 -13 0
2009.0465753425 1008.9 -13 0
2009.0469178082 1008.3 -8.7 0
2009.047260274 1009.5 -9.6 0
2009.0476027397 1010.5 -12.2 0
2009.0479452055 1011.3 -13.9 0
2009.0482876712 1011.3 -12.4 0
2009.048630137 1011.8 -13.8 0
2009.0489726027 1012.7 -13.1 0
2009.0493150685 1012.8 -10.6 0
2009.0496575342 1012 -8.3 0
2009.05 1012.4 -9.3 0
2009.0503424658 1013.7 -11.6 0
2009.0506849315 1014.3 -14.6 0
2009.0510273973 1013.2 -15 0
2009.051369863 1012.5 -16.7 0
2009.0517123288 1011.7 -15.6 0
2009.0520547945 1010.1 -11.8 0
2009.0523972603 1007.8 -10.1 0
2009.052739726 1007.4 -11.3 0
2009.0530821918 1008.1 -10.9 0
2009.0534246575 1008.2 -13 0
2009.0537671233 1008.1 -15.2 0
2009.054109589 1008.7 -14.6 0
2009.0544520548 1009.5 -14 0
2009.0547945205 1009.5 -14.7 0
2009.0551369863 1008.8 -11.4 0
2009.0554794521 1009.3 -11.6 0
2009.0558219178 1010.5 -12.8 0
2009.0561643836 1011.1 -13 0
2009.0565068493 1010.7 -15.2 0
2009.0568493151 1011 -14.4 0
2009.0571917808 1011.3 -13.6 0
2009.0575342466 1011.7 -11.2 0
2009.0578767123 1011.1 -8.2 0
2009.0582191781 1012.5 -10.4 0
2009.0585616438 1013.9 -9.8 0
2009.0589041096 1015.4 -10.5 0
2009.0592465753 1017.2 -12 0
2009.0595890411 1019.4 -12.4 0
2009.0599315068 1021.8 -12.4 0
2009.0602739726 1023.9 -8.6 0
2009.0606164384 1024.4 -5.5 0
2009.0609589041 1026.4 -8.1 0
2009.0613013699 1027.7 -9.3 0
2009.0616438356 1028.8 -10.3 0
2009.0619863014 1029.6 -11.8 0
2009.0623287671 1030.9 -13.7 0
2009.0626712329 1032.3 -15 0
2009.0630136986 1032.9 -11.6 5
2009.0633561644 1032 -9.2 5
2009.0636986301 1031.5 -10 5
2009.0640410959 1029.8 -4.3 5
2009.0643835616 1028.5 -4 5
2009.0647260274 1025.2 -3.5 5
2009.0650684932 1021.3 -4.1 5
2009.0654109589 1018.5 -3.5 5
2009.0657534247 1014.4 -3.2 20.4
2009.0660958904 1011.3 -2.3 20.4
2009.0664383562 1010.9 -1.1 20.4
2009.0667808219 1013.8 -4.3 20.4
2009.0671232877 1014.2 -5.3 20.4
2009.0674657534 1015.6 -6.1 20.4
2009.0678082192 1017.7 -5.9 20.4
2009.0681506849 1019.5 -5.9 20.4
2009.0684931507 1019.9 -5.5 0
2009.0688356164 1019.4 -4 0
2009.0691780822 1020.1 -6 0
2009.0695205479 1021 -7.5 0
2009.0698630137 1022.3 -9.4 0
2009.0702054795 1022.7 -10.6 0
2009.0705479452 1023.2 -10.2 0
2009.070890411 1024.8 -11.4 0
2009.0712328767 1025.8 -11.3 6.7
2009.0715753425 1024.8 -8.8 6.7
2009.0719178082 1025.9 -10.5 6.7
2009.072260274 1025.5 -7.9 6.7
2009.0726027397 1025 -8.1 6.7
2009.0729452055 1023.5 -7.5 6.7
2009.0732876712 1021.1 -7.5 6.7
2009.073630137 1019.1 -6.7 6.7
2009.0739726027 1016.3 -1.7 52.4
2009.0743150685 1011.4 -0.1 52.4
2009.0746575342 1013.8 -1.2 52.4
2009.075 1013.9 -5.9 52.4
2009.0753424658 1012.1 -7.5 52.4
2009.0756849315 1011.3 -7.6 52.4
2009.0760273973 1011.7 -6.7 52.4
2009.076369863 1014.3 -7.6 52.4
2009.0767123288 1015 -6 0
2009.0770547945 1014.9 -2.9 0
2009.0773972603 1016.9 -3.6 0
2009.077739726 1018.7 -6.7 0
2009.0780821918 1019.8 -6 0
2009.0784246575 1020.2 -8.2 0
2009.0787671233 1020.8 -9.7 0
2009.079109589 1020.7 -9.6 0
2009.0794520548 1019.9 -7.8 0.6
2009.0797945205 1017.7 -5.9 0.6
2009.0801369863 1017.2 -9.5 0.6
2009.0804794521 1016.3 -8.2 0.6
2009.0808219178 1015.5 -7 0.6
2009.0811643836 1014.9 -7.2 0.6
2009.0815068493 1014.8 -7.1 0.6
2009.0818493151 1015.3 -8 0.6
2009.0821917808 1015.8 -7.1 0.3
2009.0825342466 1015.3 -6.3 0.3
2009.0828767123 1015.8 -7.6 0.3
2009.0832191781 1016.6 -7.8 0.3
2009.0835616438 1017.5 -10 0.3
2009.0839041096 1017.5 -10.2 0.3
2009.0842465753 1017.6 -14.8 0.3
2009.0845890411 1017.8 -13.4 0.3
2009.0849315068 1017.4 -10.8 2.4
2009.0852739726 1015 -8.9 2.4
2009.0856164384 1013.1 -8 2.4
2009.0859589041 1011.2 -7.9 2.4
2009.0863013699 1007.9 -7.5 2.4
2009.0866438356 1002.3 -7.7 2.4
2009.0869863014 996.4 -5.1 2.4
2009.0873287671 992.2 -4 2.4
2009.0876712329 985.5 -3.3 12.3
2009.0880136986 979.5 -3.4 12.3
2009.0883561644 975.5 -5.1 12.3
2009.0886986301 971.9 -5.4 12.3
2009.0890410959 969.2 -4.1 12.3
2009.0893835616 966.8 -2.5 12.3
2009.0897260274 966.7 -1 12.3
2009.0900684932 968.3 -1 12.3
2009.0904109589 970 -0.4 0.4
2009.0907534247 971.1 0.2 0.4
2009.0910958904 973.3 -0.1 0.4
2009.0914383562 975 -1.4 0.4
2009.0917808219 976.8 -2.1 0.4
2009.0921232877 978.5 -1.5 0.4
2009.0924657534 981 -3.7 0.4
2009.0928082192 983.2 -4.3 0.4
2009.0931506849 985 -3.5 13.5
2009.0934931507 985.9 -3.1 13.5
2009.0938356164 988 -3.7 13.5
2009.0941780822 990 -4.6 13.5
2009.0945205479 991.7 -5.1 13.5
2009.0948630137 993.9 -6 13.5
2009.0952054795 995.7 -5.7 13.5
2009.0955479452 997.5 -6.2 13.5
2009.095890411 999.6 -4.7 3.2
2009.0962328767 1000.1 -2.3 3.2
2009.0965753425 1001.7 -3.7 3.2
2009.0969178082 1002.7 -5 3.2
2009.097260274 1003.2 -4.9 3.2
2009.0976027397 1002.7 -5.1 3.2
2009.0979452055 1002 -5.1 3.2
2009.0982876712 1002.1 -7.5 3.2
2009.098630137 1002.1 -4.6 9.7
2009.0989726027 1001.7 -2.5 9.7
2009.0993150685 1002.5 -4.1 9.7
2009.0996575342 1003.8 -11 9.7
2009.1 1004 -10 9.7
2009.1003424658 1001.5 -7.6 9.7
2009.1006849315 997.5 -4.1 9.7
2009.1010273973 999.3 -6.1 9.7
2009.101369863 1000.3 -5.9 3.4
2009.1017123288 999.5 -4.6 3.4
2009.1020547945 1000.3 -6.4 3.4
2009.1023972603 1000.6 -7.1 3.4
2009.102739726 999.9 -7.3 3.4
2009.1030821918 999 -7 3.4
2009.1034246575 996.6 -8.5 3.4
2009.1037671233 994.5 -7.5 3.4
2009.104109589 992.1 -7 11.9
2009.1044520548 988.2 -6.1 11.9
2009.1047945205 986.3 -6.4 11.9
2009.1051369863 984.5 -3.5 11.9
2009.1054794521 983.1 -3.5 11.9
2009.1058219178 982.3 -3.7 11.9
2009.1061643836 981.5 -2.7 11.9
2009.1065068493 981.2 -2.2 11.9
2009.1068493151 980.8 -1.5 4.4
2009.1071917808 979.1 -1.3 4.4
2009.1075342466 977.2 -1.9 4.4
2009.1078767123 975.3 -2.9 4.4
2009.1082191781 975.5 -3.5 4.4
2009.1085616438 975.6 -3.7 4.4
2009.1089041096 977 0.2 4.4
2009.1092465753 981 -0.2 4.4
2009.1095890411 983.4 1.1 0.9
2009.1099315068 984.2 1.7 0.9
2009.1102739726 986 1.3 0.9
2009.1106164384 987.9 -0.8 0.9
2009.1109589041 990.4 -2.2 0.9
2009.1113013699 992.2 -2.5 0.9
2009.1116438356 994.2 -3.7 0.9
2009.1119863014 995.1 -3.9 0.9
2009.1123287671 997.8 -4.1 5.2
2009.1126712329 998.9 -2.9 5.2
2009.1130136986 1000 -4.1 5.2
2009.1133561644 1001.3 -5 5.2
2009.1136986301 1002.5 -6.3 5.2
2009.1140410959 1002.9 -7.2 5.2
2009.1143835616 1003.3 -7.6 5.2
