dates values
2001.62697 0
2001.62971 0
2001.63244 0
2001.63518 0
2001.63792 0
2001.64066 0
2001.64339 0
2001.64613 0
2001.64887 0
2001.65161 0
2001.65435 0
2001.65708 0
2001.65982 0
2001.66256 0
2001.6653 0
2001.66804 0
2001.67077 0
2001.67351 0
2001.67625 0
2001.67899 1
2001.68172 0
2001.68446 0
2001.6872 0
2001.68994 0
2001.69268 0
2001.69541 0
2001.69815 0
2001.70089 0
2001.70363 0
2001.70637 0
2001.7091 0
2001.71184 0
2001.71458 0
2001.71732 0
2001.72005 0
2001.72279 0
2001.72553 0
2001.72827 0
2001.73101 0
2001.73374 0
2001.73648 0
2001.73922 0
2001.74196 0
2001.7447 0
2001.74743 0
2001.75017 0
2001.75291 0
2001.75565 0
2001.75838 0
2001.76112 0
2001.76386 0
2001.7666 0
2001.76934 0
2001.77207 1
2001.77481 0
2001.77755 0
2001.78029 0
2001.78303 0
2001.78576 0
2001.7885 0
2001.79124 0
2001.79398 0
2001.79671 0
2001.79945 0
2001.80219 0
2001.80493 0
2001.80767 1
2001.8104 0
2001.81314 0
2001.81588 0
2001.81862 0
2001.82136 0
2001.82409 0
2001.82683 0
2001.82957 0
2001.83231 1
2001.83504 0
2001.83778 0
2001.84052 0
2001.84326 0
2001.846 0
2001.84873 0
2001.85147 0
2001.85421 0
2001.85695 0
2001.85969 0
2001.86242 0
2001.86516 0
2001.8679 0
2001.87064 0
2001.87337 0
2001.87611 0
2001.87885 0
2001.88159 0
2001.88433 0
2001.88706 0
2001.8898 0
2001.89254 0
2001.89528 0
2001.89802 0
2001.90075 0
2001.90349 0
2001.90623 0
2001.90897 0
2001.9117 0
2001.91444 0
2001.91718 0
2001.91992 0
2001.92266 0
2001.92539 0
2001.92813 0
2001.93087 0
2001.93361 0
2001.93634 0
2001.93908 0
2001.94182 0
2001.94456 0
2001.9473 0
2001.95003 0
2001.95277 0
2001.95551 0
2001.95825 0
2001.96099 0
2001.96372 0
2001.96646 0
2001.9692 0
2001.97194 0
2001.97467 0
2001.97741 0
2001.98015 0
2001.98289 0
2001.98563 0
2001.98836 0
2001.9911 0
2001.99384 0
2001.99658 0
2002.0 0
2002.00274 0
2002.00548 0
2002.00821 0
2002.01095 0
2002.01369 0
2002.01643 0
2002.01916 0
2002.0219 0
2002.02464 0
2002.02738 0
2002.03012 0
2002.03285 0
2002.03559 0
2002.03833 0
2002.04107 0
2002.04381 0
2002.04654 0
2002.04928 0
2002.05202 0
2002.05476 0
2002.05749 1
2002.06023 0
2002.06297 0
2002.06571 0
2002.06845 0
2002.07118 0
2002.07392 0
2002.07666 0
2002.0794 0
2002.08214 0
2002.08487 0
2002.08761 0
2002.09035 0
2002.09309 0
2002.09582 0
2002.09856 0
2002.1013 0
2002.10404 0
2002.10678 0
2002.10951 0
2002.11225 0
2002.11499 0
2002.11773 0
2002.12047 0
2002.1232 0
2002.12594 0
2002.12868 0
2002.13142 0
2002.13415 0
2002.13689 0
2002.13963 0
2002.14237 0
2002.14511 0
2002.14784 0
2002.15058 0
2002.15332 0
2002.15606 0
2002.1588 0
2002.16153 0
2002.16427 0
2002.16701 0
2002.16975 0
2002.17248 0
2002.17522 0
2002.17796 0
2002.1807 0
2002.18344 0
2002.18617 0
2002.18891 0
2002.19165 0
2002.19439 0
2002.19713 0
2002.19986 0
2002.2026 0
2002.20534 0
2002.20808 0
2002.21081 0
2002.21355 0
2002.21629 0
2002.21903 0
2002.22177 0
2002.2245 0
2002.22724 0
2002.22998 0
2002.23272 0
2002.23546 0
2002.23819 0
2002.24093 0
2002.24367 0
2002.24641 0
2002.24914 0
2002.25188 0
2002.25462 0
2002.25736 0
2002.2601 0
2002.26283 0
2002.26557 0
2002.26831 1
2002.27105 0
2002.27379 0
2002.27652 0
2002.27926 0
2002.282 0
2002.28474 0
2002.28747 0
2002.29021 0
2002.29295 0
2002.29569 0
2002.29843 0
2002.30116 0
2002.3039 1
2002.30664 0
2002.30938 0
2002.31211 0
2002.31485 0
2002.31759 0
2002.32033 0
2002.32307 0
2002.3258 0
2002.32854 0
2002.33128 0
2002.33402 0
2002.33676 0
2002.33949 0
2002.34223 0
2002.34497 0
2002.34771 0
2002.35044 0
2002.35318 0
2002.35592 0
2002.35866 0
2002.3614 0
2002.36413 0
2002.36687 0
2002.36961 0
2002.37235 0
2002.37509 0
2002.37782 0
2002.38056 0
2002.3833 0
2002.38604 0
2002.38877 0
2002.39151 0
2002.39425 0
2002.39699 0
2002.39973 0
2002.40246 0
2002.4052 0
2002.40794 0
2002.41068 0
2002.41342 0
2002.41615 0
2002.41889 0
2002.42163 0
2002.42437 0
2002.4271 0
2002.42984 0
2002.43258 0
2002.43532 0
2002.43806 0
2002.44079 0
2002.44353 0
2002.44627 0
2002.44901 0
2002.45175 0
2002.45448 0
2002.45722 0
2002.45996 0
2002.4627 0
2002.46543 0
2002.46817 0
2002.47091 0
2002.47365 0
2002.47639 0
2002.47912 0
2002.48186 0
2002.4846 0
2002.48734 0
2002.49008 0
2002.49281 0
2002.49555 0
2002.49829 0
2002.50103 1
2002.50376 0
2002.5065 0
2002.50924 0
2002.51198 0
2002.51472 0
2002.51745 0
2002.52019 0
2002.52293 0
2002.52567 0
2002.52841 0
2002.53114 0
2002.53388 0
2002.53662 0
2002.53936 0
2002.54209 0
2002.54483 0
2002.54757 0
2002.55031 0
2002.55305 0
2002.55578 0
2002.55852 0
2002.56126 0
2002.564 0
2002.56674 0
2002.56947 0
2002.57221 0
2002.57495 0
2002.57769 0
2002.58042 0
2002.58316 0
2002.5859 0
2002.58864 0
2002.59138 0
2002.59411 0
2002.59685 0
2002.59959 0
2002.60233 0
2002.60507 0
2002.6078 0
2002.61054 0
2002.61328 0
2002.61602 0
2002.61875 1
2002.62149 0
2002.62423 0
2002.62697 0
2002.62971 0
2002.63244 0
2002.63518 0
2002.63792 0
2002.64066 0
2002.64339 0
2002.64613 0
2002.64887 0
2002.65161 0
2002.65435 0
2002.65708 0
2002.65982 0
2002.66256 0
2002.6653 0
2002.66804 0
2002.67077 0
2002.67351 0
2002.67625 0
2002.67899 0
2002.68172 0
2002.68446 0
2002.6872 0
2002.68994 0
2002.69268 0
2002.69541 0
2002.69815 0
2002.70089 0
2002.70363 0
2002.70637 0
2002.7091 0
2002.71184 0
2002.71458 0
2002.71732 0
2002.72005 0
2002.72279 0
2002.72553 0
2002.72827 0
2002.73101 0
2002.73374 0
2002.73648 0
2002.73922 0
2002.74196 0
2002.7447 0
2002.74743 0
2002.75017 0
2002.75291 0
2002.75565 0
2002.75838 0
2002.76112 0
2002.76386 0
2002.7666 0
2002.76934 0
2002.77207 0
2002.77481 0
2002.77755 0
2002.78029 0
2002.78303 0
2002.78576 0
2002.7885 0
2002.79124 0
2002.79398 0
2002.79671 0
2002.79945 0
2002.80219 0
2002.80493 0
2002.80767 0
2002.8104 0
2002.81314 0
2002.81588 0
2002.81862 0
2002.82136 0
2002.82409 0
2002.82683 0
2002.82957 0
2002.83231 0
2002.83504 0
2002.83778 0
2002.84052 0
2002.84326 0
2002.846 0
2002.84873 0
2002.85147 0
2002.85421 0
2002.85695 0
2002.85969 0
2002.86242 0
2002.86516 0
2002.8679 0
2002.87064 0
2002.87337 0
2002.87611 0
2002.87885 0
2002.88159 0
2002.88433 0
2002.88706 0
2002.8898 0
2002.89254 0
2002.89528 0
2002.89802 0
2002.90075 0
2002.90349 0
2002.90623 0
2002.90897 0
2002.9117 0
2002.91444 0
2002.91718 0
2002.91992 0
2002.92266 0
2002.92539 0
2002.92813 0
2002.93087 0
2002.93361 0
2002.93634 0
2002.93908 0
2002.94182 0
2002.94456 0
2002.9473 0
2002.95003 0
2002.95277 0
2002.95551 0
2002.95825 0
2002.96099 0
2002.96372 0
2002.96646 0
2002.9692 0
2002.97194 0
2002.97467 0
2002.97741 0
2002.98015 0
2002.98289 0
2002.98563 0
2002.98836 0
2002.9911 0
2002.99384 0
2002.99658 0
2003.0 0
2003.00274 0
2003.00548 0
2003.00821 0
2003.01095 0
2003.01369 0
2003.01643 0
2003.01916 0
2003.0219 0
2003.02464 0
2003.02738 0
2003.03012 0
2003.03285 0
2003.03559 0
2003.03833 0
2003.04107 0
2003.04381 0
2003.04654 0
2003.04928 0
2003.05202 0
2003.05476 0
2003.05749 0
2003.06023 0
2003.06297 0
2003.06571 0
2003.06845 0
2003.07118 0
2003.07392 0
2003.07666 0
2003.0794 0
2003.08214 0
2003.08487 0
2003.08761 0
2003.09035 0
2003.09309 0
2003.09582 0
2003.09856 0
2003.1013 0
2003.10404 0
2003.10678 0
2003.10951 0
2003.11225 0
2003.11499 0
2003.11773 0
2003.12047 0
2003.1232 0
2003.12594 0
2003.12868 0
2003.13142 0
2003.13415 0
2003.13689 0
2003.13963 0
2003.14237 0
2003.14511 0
2003.14784 0
2003.15058 0
2003.15332 0
2003.15606 0
2003.1588 0
2003.16153 0
2003.16427 0
2003.16701 0
2003.16975 0
2003.17248 0
2003.17522 0
2003.17796 0
2003.1807 0
2003.18344 0
2003.18617 0
2003.18891 0
2003.19165 0
2003.19439 0
2003.19713 0
2003.19986 0
2003.2026 0
2003.20534 0
2003.20808 0
2003.21081 0
2003.21355 0
2003.21629 0
2003.21903 0
2003.22177 0
2003.2245 0
2003.22724 0
2003.22998 0
2003.23272 0
2003.23546 0
2003.23819 0
2003.24093 0
2003.24367 0
2003.24641 0
2003.24914 0
2003.25188 0
2003.25462 0
2003.25736 0
2003.2601 0
2003.26283 0
2003.26557 0
2003.26831 0
2003.27105 0
2003.27379 0
2003.27652 0
2003.27926 0
2003.282 0
2003.28474 0
2003.28747 0
2003.29021 0
2003.29295 0
2003.29569 0
2003.29843 0
2003.30116 0
2003.3039 0
2003.30664 0
2003.30938 0
2003.31211 0
2003.31485 0
2003.31759 0
2003.32033 0
2003.32307 0
2003.3258 0
2003.32854 0
2003.33128 0
2003.33402 0
2003.33676 0
2003.33949 0
2003.34223 0
2003.34497 0
2003.34771 0
2003.35044 0
2003.35318 0
2003.35592 0
2003.35866 0
2003.3614 0
2003.36413 0
2003.36687 0
2003.36961 0
2003.37235 0
2003.37509 0
2003.37782 0
2003.38056 0
2003.3833 0
2003.38604 0
2003.38877 0
2003.39151 0
2003.39425 0
2003.39699 0
2003.39973 0
2003.40246 0
2003.4052 0
2003.40794 0
2003.41068 0
2003.41342 0
2003.41615 0
2003.41889 0
2003.42163 0
2003.42437 0
2003.4271 0
2003.42984 0
2003.43258 0
2003.43532 0
2003.43806 0
2003.44079 0
2003.44353 0
2003.44627 0
2003.44901 0
2003.45175 0
2003.45448 0
2003.45722 0
2003.45996 0
2003.4627 0
2003.46543 0
2003.46817 0
2003.47091 0
2003.47365 0
2003.47639 0
2003.47912 0
2003.48186 0
2003.4846 0
2003.48734 0
2003.49008 0
2003.49281 0
2003.49555 0
2003.49829 0
2003.50103 0
2003.50376 0
2003.5065 0
2003.50924 0
2003.51198 0
2003.51472 0
2003.51745 0
2003.52019 0
2003.52293 0
2003.52567 0
2003.52841 0
2003.53114 0
2003.53388 0
2003.53662 0
2003.53936 0
2003.54209 0
2003.54483 0
2003.54757 0
2003.55031 0
2003.55305 0
2003.55578 0
2003.55852 0
2003.56126 0
2003.564 0
2003.56674 0
2003.56947 0
2003.57221 0
2003.57495 0
2003.57769 0
2003.58042 0
2003.58316 0
2003.5859 0
2003.58864 0
2003.59138 0
2003.59411 0
2003.59685 0
2003.59959 0
2003.60233 0
2003.60507 0
2003.6078 0
2003.61054 0
2003.61328 0
2003.61602 0
2003.61875 0
2003.62149 0
2003.62423 0
2003.62697 0
2003.62971 0
2003.63244 0
2003.63518 0
2003.63792 0
2003.64066 0
2003.64339 0
2003.64613 0
2003.64887 0
2003.65161 0
2003.65435 0
2003.65708 0
2003.65982 0
2003.66256 0
2003.6653 0
2003.66804 0
2003.67077 0
2003.67351 0
2003.67625 0
2003.67899 0
2003.68172 0
2003.68446 0
2003.6872 0
2003.68994 0
2003.69268 0
2003.69541 0
2003.69815 0
2003.70089 0
2003.70363 0
2003.70637 0
2003.7091 0
2003.71184 0
2003.71458 0
2003.71732 0
2003.72005 0
2003.72279 0
2003.72553 0
2003.72827 0
2003.73101 0
2003.73374 0
2003.73648 0
2003.73922 0
2003.74196 1
2003.7447 0
2003.74743 0
2003.75017 0
2003.75291 0
2003.75565 0
2003.75838 0
2003.76112 0
2003.76386 0
2003.7666 0
2003.76934 0
2003.77207 0
2003.77481 0
2003.77755 0
2003.78029 0
2003.78303 0
2003.78576 0
2003.7885 0
2003.79124 0
2003.79398 0
2003.79671 0
2003.79945 0
2003.80219 0
2003.80493 0
2003.80767 1
2003.8104 0
2003.81314 0
2003.81588 0
2003.81862 0
2003.82136 0
2003.82409 0
2003.82683 0
2003.82957 0
2003.83231 0
2003.83504 0
2003.83778 0
2003.84052 0
2003.84326 0
2003.846 0
2003.84873 0
2003.85147 0
2003.85421 0
2003.85695 0
2003.85969 0
2003.86242 0
2003.86516 0
2003.8679 0
2003.87064 0
2003.87337 0
2003.87611 0
2003.87885 0
2003.88159 0
2003.88433 0
2003.88706 0
2003.8898 0
2003.89254 0
2003.89528 0
2003.89802 1
2003.90075 0
2003.90349 0
2003.90623 0
2003.90897 0
2003.9117 0
2003.91444 0
2003.91718 0
2003.91992 0
2003.92266 0
2003.92539 0
2003.92813 0
2003.93087 0
2003.93361 0
2003.93634 0
2003.93908 0
2003.94182 0
2003.94456 0
2003.9473 0
2003.95003 0
2003.95277 0
2003.95551 0
2003.95825 0
2003.96099 0
2003.96372 0
2003.96646 0
2003.9692 0
2003.97194 0
2003.97467 0
2003.97741 0
2003.98015 0
2003.98289 0
2003.98563 0
2003.98836 0
2003.9911 0
2003.99384 0
2003.99658 0
2004.0 0
2004.00273 0
2004.00546 0
2004.00819 0
2004.01092 0
2004.01365 0
2004.01638 0
2004.01911 0
2004.02184 0
2004.02457 0
2004.0273 0
2004.03003 0
2004.03276 0
2004.03549 0
2004.03823 0
2004.04096 0
2004.04369 0
2004.04642 0
2004.04915 0
2004.05188 0
2004.05461 0
2004.05734 0
2004.06007 0
2004.0628 0
2004.06553 0
2004.06826 0
2004.07099 0
2004.07372 0
2004.07645 0
2004.07918 0
2004.08191 0
2004.08464 0
2004.08737 0
2004.0901 0
2004.09283 0
2004.09556 0
2004.09829 0
2004.10102 0
2004.10375 0
2004.10648 0
2004.10922 0
2004.11195 0
2004.11468 0
2004.11741 0
2004.12014 0
2004.12287 0
2004.1256 0
2004.12833 0
2004.13106 0
2004.13379 0
2004.13652 0
2004.13925 0
2004.14198 0
2004.14471 0
2004.14744 0
2004.15017 0
2004.1529 0
2004.15563 0
2004.15836 0
2004.16109 0
2004.16382 0
2004.16655 0
2004.16928 0
2004.17201 0
2004.17474 0
2004.17747 0
2004.1802 0
2004.18294 0
2004.18567 0
2004.1884 0
2004.19113 0
2004.19386 0
2004.19659 0
2004.19932 0
2004.20205 0
2004.20478 0
2004.20751 1
2004.21024 0
2004.21297 0
2004.2157 0
2004.21843 0
2004.22116 0
2004.22389 0
2004.22662 0
2004.22935 0
2004.23208 1
2004.23481 0
2004.23754 0
2004.24027 0
2004.243 0
2004.24573 0
2004.24846 0
2004.25119 0
2004.25392 0
2004.25666 0
2004.25939 0
2004.26212 0
2004.26485 0
2004.26758 0
2004.27031 0
2004.27304 0
2004.27577 0
2004.2785 0
2004.28123 0
2004.28396 0
2004.28669 0
2004.28942 0
2004.29215 0
2004.29488 0
2004.29761 0
2004.30034 0
2004.30307 0
2004.3058 0
2004.30853 0
2004.31126 0
2004.31399 0
2004.31672 0
2004.31945 0
2004.32218 0
2004.32491 0
2004.32765 0
2004.33038 0
2004.33311 0
2004.33584 0
2004.33857 0
2004.3413 0
2004.34403 0
2004.34676 0
2004.34949 0
2004.35222 0
2004.35495 0
2004.35768 0
2004.36041 0
2004.36314 0
2004.36587 0
2004.3686 0
2004.37133 0
2004.37406 0
2004.37679 0
2004.37952 0
2004.38225 0
2004.38498 1
2004.38771 0
2004.39044 0
2004.39317 0
2004.3959 0
2004.39863 0
2004.40137 0
2004.4041 0
2004.40683 0
2004.40956 0
2004.41229 0
2004.41502 0
2004.41775 0
2004.42048 0
2004.42321 0
2004.42594 0
2004.42867 0
2004.4314 0
2004.43413 0
2004.43686 0
2004.43959 0
2004.44232 0
2004.44505 0
2004.44778 0
2004.45051 0
2004.45324 0
2004.45597 0
2004.4587 0
2004.46143 0
2004.46416 0
2004.46689 0
2004.46962 0
2004.47235 0
2004.47509 0
2004.47782 0
2004.48055 0
2004.48328 0
2004.48601 0
2004.48874 0
2004.49147 0
2004.4942 0
2004.49693 0
2004.49966 0
2004.50239 0
2004.50512 0
2004.50785 0
2004.51058 0
2004.51331 0
2004.51604 0
2004.51877 0
2004.5215 0
2004.52423 0
2004.52696 0
2004.52969 0
2004.53242 0
2004.53515 0
2004.53788 0
2004.54061 0
2004.54334 0
2004.54608 0
2004.54881 0
2004.55154 0
2004.55427 0
2004.557 0
2004.55973 0
2004.56246 0
2004.56519 0
2004.56792 0
2004.57065 0
2004.57338 0
2004.57611 0
2004.57884 0
2004.58157 0
2004.5843 0
2004.58703 0
2004.58976 0
2004.59249 0
2004.59522 0
2004.59795 0
2004.60068 0
2004.60341 0
2004.60614 0
2004.60887 0
2004.6116 0
2004.61433 0
2004.61706 0
2004.6198 0
2004.62253 0
2004.62526 0
2004.62799 0
2004.63072 0
2004.63345 0
2004.63618 0
2004.63891 0
2004.64164 0
2004.64437 0
2004.6471 0
2004.64983 0
2004.65256 0
2004.65529 0
2004.65802 0
2004.66075 0
2004.66348 0
2004.66621 0
2004.66894 0
2004.67167 0
2004.6744 0
2004.67713 0
2004.67986 0
2004.68259 0
2004.68532 0
2004.68805 0
2004.69078 0
2004.69352 0
2004.69625 0
2004.69898 0
2004.70171 0
2004.70444 0
2004.70717 0
2004.7099 0
2004.71263 0
2004.71536 0
2004.71809 0
2004.72082 0
2004.72355 0
2004.72628 0
2004.72901 0
2004.73174 1
2004.73447 0
2004.7372 0
2004.73993 0
2004.74266 0
2004.74539 0
2004.74812 0
2004.75085 0
2004.75358 0
2004.75631 0
2004.75904 0
2004.76177 0
2004.76451 0
2004.76724 0
2004.76997 0
2004.7727 0
2004.77543 0
2004.77816 0
2004.78089 0
2004.78362 0
2004.78635 0
2004.78908 0
2004.79181 0
2004.79454 0
2004.79727 0
2004.8 0
2004.80273 0
2004.80546 0
2004.80819 0
2004.81092 0
2004.81365 0
2004.81638 0
2004.81911 0
2004.82184 0
2004.82457 0
2004.8273 0
2004.83003 0
2004.83276 0
2004.83549 0
2004.83823 1
2004.84096 0
2004.84369 0
2004.84642 0
2004.84915 0
2004.85188 0
2004.85461 0
2004.85734 0
2004.86007 0
2004.8628 0
2004.86553 0
2004.86826 0
2004.87099 0
2004.87372 0
2004.87645 0
2004.87918 0
2004.88191 0
2004.88464 0
2004.88737 0
2004.8901 0
2004.89283 0
2004.89556 0
2004.89829 0
2004.90102 0
2004.90375 0
2004.90648 0
2004.90922 0
2004.91195 0
2004.91468 0
2004.91741 0
2004.92014 0
2004.92287 0
2004.9256 0
2004.92833 0
2004.93106 0
2004.93379 0
2004.93652 0
2004.93925 0
2004.94198 0
2004.94471 0
2004.94744 0
2004.95017 0
2004.9529 0
2004.95563 0
2004.95836 0
2004.96109 0
2004.96382 0
2004.96655 1
2004.96928 0
2004.97201 0
2004.97474 0
2004.97747 0
2004.9802 0
2004.98294 0
2004.98567 0
2004.9884 0
2004.99113 0
2004.99386 0
2004.99659 0
2005.0 0
2005.00274 0
2005.00548 0
2005.00821 0
2005.01095 0
2005.01369 0
2005.01643 0
2005.01916 0
2005.0219 0
2005.02464 0
2005.02738 0
2005.03012 0
2005.03285 0
2005.03559 0
2005.03833 0
2005.04107 0
2005.04381 0
2005.04654 0
2005.04928 0
2005.05202 0
2005.05476 0
2005.05749 0
2005.06023 0
2005.06297 0
2005.06571 0
2005.06845 0
2005.07118 0
2005.07392 0
2005.07666 0
2005.0794 0
2005.08214 0
2005.08487 0
2005.08761 0
2005.09035 0
2005.09309 0
2005.09582 0
2005.09856 0
2005.1013 0
2005.10404 0
2005.10678 0
2005.10951 0
2005.11225 0
2005.11499 0
2005.11773 0
2005.12047 0
2005.1232 0
2005.12594 0
2005.12868 0
2005.13142 0
2005.13415 0
2005.13689 0
2005.13963 0
2005.14237 0
2005.14511 0
2005.14784 0
2005.15058 0
2005.15332 0
2005.15606 0
2005.1588 0
2005.16153 0
2005.16427 0
2005.16701 0
2005.16975 0
2005.17248 0
2005.17522 0
2005.17796 0
2005.1807 0
2005.18344 0
2005.18617 0
2005.18891 0
2005.19165 0
2005.19439 0
2005.19713 0
2005.19986 0
2005.2026 0
2005.20534 0
2005.20808 0
2005.21081 0
2005.21355 0
2005.21629 0
2005.21903 0
2005.22177 0
2005.2245 0
2005.22724 0
2005.22998 0
2005.23272 0
2005.23546 0
2005.23819 0
2005.24093 0
2005.24367 0
2005.24641 0
2005.24914 0
2005.25188 0
2005.25462 0
2005.25736 0
2005.2601 0
2005.26283 0
2005.26557 0
2005.26831 0
2005.27105 0
2005.27379 0
2005.27652 0
2005.27926 0
2005.282 0
2005.28474 0
2005.28747 0
2005.29021 0
2005.29295 0
2005.29569 0
2005.29843 0
2005.30116 0
2005.3039 0
2005.30664 0
2005.30938 0
2005.31211 0
2005.31485 0
2005.31759 0
2005.32033 0
2005.32307 0
2005.3258 0
2005.32854 0
2005.33128 0
2005.33402 1
2005.33676 0
2005.33949 0
2005.34223 0
2005.34497 0
2005.34771 0
2005.35044 0
2005.35318 0
2005.35592 0
2005.35866 0
2005.3614 0
2005.36413 0
2005.36687 0
2005.36961 0
2005.37235 0
2005.37509 0
2005.37782 0
2005.38056 0
2005.3833 0
2005.38604 0
2005.38877 0
2005.39151 0
2005.39425 0
2005.39699 0
2005.39973 0
2005.40246 0
2005.4052 0
2005.40794 0
2005.41068 0
2005.41342 0
2005.41615 0
2005.41889 0
2005.42163 0
2005.42437 0
2005.4271 0
2005.42984 0
2005.43258 0
2005.43532 0
2005.43806 0
2005.44079 0
2005.44353 0
2005.44627 0
2005.44901 0
2005.45175 0
2005.45448 0
2005.45722 0
2005.45996 0
2005.4627 0
2005.46543 0
2005.46817 0
2005.47091 0
2005.47365 0
2005.47639 0
2005.47912 0
2005.48186 0
2005.4846 0
2005.48734 0
2005.49008 0
2005.49281 0
2005.49555 0
2005.49829 0
2005.50103 0
2005.50376 0
2005.5065 0
2005.50924 0
2005.51198 0
2005.51472 0
2005.51745 0
2005.52019 0
2005.52293 0
2005.52567 0
2005.52841 0
2005.53114 0
2005.53388 0
2005.53662 0
2005.53936 0
2005.54209 0
2005.54483 0
2005.54757 0
2005.55031 0
2005.55305 0
2005.55578 0
2005.55852 0
2005.56126 0
2005.564 0
2005.56674 0
2005.56947 0
2005.57221 0
2005.57495 0
2005.57769 0
2005.58042 0
2005.58316 0
2005.5859 0
2005.58864 0
2005.59138 0
2005.59411 0
2005.59685 0
2005.59959 0
2005.60233 0
2005.60507 0
2005.6078 0
2005.61054 0
2005.61328 0
2005.61602 0
2005.61875 0
2005.62149 0
2005.62423 0
2005.62697 0
2005.62971 0
2005.63244 0
2005.63518 0
2005.63792 0
2005.64066 0
2005.64339 0
2005.64613 0
2005.64887 0
2005.65161 0
2005.65435 0
2005.65708 0
2005.65982 0
2005.66256 0
2005.6653 0
2005.66804 0
2005.67077 0
2005.67351 0
2005.67625 0
2005.67899 0
2005.68172 0
2005.68446 0
2005.6872 0
2005.68994 0
2005.69268 0
2005.69541 0
2005.69815 0
2005.70089 0
2005.70363 0
2005.70637 0
2005.7091 0
2005.71184 0
2005.71458 0
2005.71732 0
2005.72005 0
2005.72279 0
2005.72553 0
2005.72827 0
2005.73101 0
2005.73374 0
2005.73648 0
2005.73922 0
2005.74196 0
2005.7447 0
2005.74743 0
2005.75017 0
2005.75291 0
2005.75565 0
2005.75838 0
2005.76112 0
2005.76386 0
2005.7666 0
2005.76934 0
2005.77207 0
2005.77481 0
2005.77755 0
2005.78029 0
2005.78303 0
2005.78576 0
2005.7885 0
2005.79124 0
2005.79398 0
2005.79671 0
2005.79945 0
2005.80219 0
2005.80493 0
2005.80767 0
2005.8104 0
2005.81314 0
2005.81588 0
2005.81862 0
2005.82136 0
2005.82409 0
2005.82683 0
2005.82957 0
2005.83231 0
2005.83504 0
2005.83778 0
2005.84052 0
2005.84326 0
2005.846 0
2005.84873 0
2005.85147 1
2005.85421 0
2005.85695 0
2005.85969 0
2005.86242 0
2005.86516 0
2005.8679 0
2005.87064 0
2005.87337 0
2005.87611 1
2005.87885 0
2005.88159 0
2005.88433 0
2005.88706 0
2005.8898 0
2005.89254 0
2005.89528 0
2005.89802 0
2005.90075 0
2005.90349 0
2005.90623 0
2005.90897 0
2005.9117 0
2005.91444 0
2005.91718 0
2005.91992 0
2005.92266 0
2005.92539 0
2005.92813 0
2005.93087 0
2005.93361 0
2005.93634 0
2005.93908 0
2005.94182 0
2005.94456 0
2005.9473 0
2005.95003 0
2005.95277 0
2005.95551 0
2005.95825 0
2005.96099 0
2005.96372 0
2005.96646 0
2005.9692 0
2005.97194 0
2005.97467 0
2005.97741 0
2005.98015 0
2005.98289 0
2005.98563 0
2005.98836 0
2005.9911 0
2005.99384 0
2005.99658 0
2006.0 0
2006.00274 0
2006.00548 0
2006.00821 0
2006.01095 0
2006.01369 0
2006.01643 0
2006.01916 0
2006.0219 0
2006.02464 0
2006.02738 0
2006.03012 0
2006.03285 0
2006.03559 0
2006.03833 0
2006.04107 0
2006.04381 0
2006.04654 0
2006.04928 0
2006.05202 0
2006.05476 0
2006.05749 0
2006.06023 0
2006.06297 0
2006.06571 0
2006.06845 0
2006.07118 0
2006.07392 0
2006.07666 0
2006.0794 0
2006.08214 0
2006.08487 0
2006.08761 0
2006.09035 0
2006.09309 0
2006.09582 0
2006.09856 0
2006.1013 0
2006.10404 0
2006.10678 0
2006.10951 0
2006.11225 0
2006.11499 0
2006.11773 0
2006.12047 0
2006.1232 0
2006.12594 0
2006.12868 0
2006.13142 0
2006.13415 0
2006.13689 0
2006.13963 0
2006.14237 0
2006.14511 0
2006.14784 0
2006.15058 0
2006.15332 1
2006.15606 0
2006.1588 0
2006.16153 0
2006.16427 0
2006.16701 0
2006.16975 0
2006.17248 0
2006.17522 0
2006.17796 0
2006.1807 0
2006.18344 0
2006.18617 0
2006.18891 0
2006.19165 0
2006.19439 0
2006.19713 0
2006.19986 0
2006.2026 0
2006.20534 0
2006.20808 0
2006.21081 0
2006.21355 0
2006.21629 0
2006.21903 0
2006.22177 0
2006.2245 0
2006.22724 0
2006.22998 0
2006.23272 0
2006.23546 0
2006.23819 0
2006.24093 0
2006.24367 0
2006.24641 0
2006.24914 0
2006.25188 0
2006.25462 0
2006.25736 0
2006.2601 0
2006.26283 0
2006.26557 0
2006.26831 0
2006.27105 0
2006.27379 0
2006.27652 0
2006.27926 0
2006.282 0
2006.28474 0
2006.28747 0
2006.29021 0
2006.29295 0
2006.29569 0
2006.29843 0
2006.30116 1
2006.3039 0
2006.30664 0
2006.30938 0
2006.31211 0
2006.31485 0
2006.31759 0
2006.32033 0
2006.32307 0
2006.3258 0
2006.32854 0
2006.33128 0
2006.33402 0
2006.33676 0
2006.33949 0
2006.34223 0
2006.34497 0
2006.34771 0
2006.35044 0
2006.35318 0
2006.35592 0
2006.35866 0
2006.3614 0
2006.36413 0
2006.36687 0
2006.36961 0
2006.37235 0
2006.37509 0
2006.37782 0
2006.38056 0
2006.3833 0
2006.38604 0
2006.38877 0
2006.39151 0
2006.39425 0
2006.39699 0
2006.39973 0
2006.40246 0
2006.4052 1
2006.40794 0
2006.41068 0
2006.41342 0
2006.41615 0
2006.41889 0
