1940.00273 6.999553470118826
1940.00546 1.3587527314743966
1940.00819 -4.687357117761394
1940.01092 -11.12559053283087
1940.01365 -17.932481661819452
1940.01638 -25.072018429395598
1940.01911 -32.49366225937547
1940.02184 -40.13095602034082
1940.02457 -47.901069652879414
1940.0273 -55.7056545352923
1940.03003 -63.433360487669916
1940.03276 -70.96429991748766
1940.03549 -78.1766109422972
1940.03823 -84.95507031490683
1940.04096 -91.20144309107684
1940.04369 -96.84595073399271
1940.04642 -101.85893633921637
1940.04915 -106.26157636416804
1940.05188 -110.13443613197387
1940.05461 -113.62290078130604
1940.05734 -116.9389249887879
1940.06007 -120.35875892999218
1940.0628 -124.2162354753442
1940.06553 -128.89099286986857
1940.06826 -134.7908164980554
1940.07099 -142.3272500675505
1940.07372 -151.88386325871727
1940.07645 -163.77715222597885
1940.07918 -178.21103501471634
1940.08191 -195.22727709944365
1940.08464 -214.65586302663166
1940.08737 -236.07114587294802
1940.0901 -258.76126856372014
1940.09283 -281.7194367779018
1940.09556 -303.66556481717066
1940.09829 -323.1049127060593
1940.10102 -338.42592249670054
1940.10375 -348.0330680754985
1940.10648 -350.5041692081411
1940.10922 -344.7562091399683
1940.11195 -330.19939257704254
1940.11468 -306.85656352494084
1940.11741 -275.4253705910154
1940.12014 -237.2655540831479
1940.12287 -194.3053200015927
1940.1256 -148.87662013663225
1940.12833 -103.50171143490002
1940.13106 -60.659932546997425
1940.13379 -22.565392710371725
1940.13652 9.016014881236515
1940.13925 32.88840190160613
1940.14198 48.47610976225269
1940.14471 55.80601476119796
1940.14744 55.43555815530567
1940.15017 48.3442005599768
1940.1529 35.80589098586552
1940.15563 19.25770228745
1940.15836 0.1764004683109306
1940.16109 -20.028688767088852
1940.16382 -40.10107253413389
1940.16655 -58.997598102920165
1940.16928 -75.9227824144184
1940.17201 -90.33749475315972
1940.17474 -101.94482345587494
1940.17747 -110.6584393136884
1940.1802 -116.56012571652491
1940.18294 -119.85307271607189
1940.18567 -120.81653214046719
1940.1884 -119.76597502310551
1940.19113 -117.02131915542532
1940.19386 -112.88432390299795
1940.19659 -107.62500879663253
1940.19932 -101.47600376548758
1940.20205 -94.6331056732663
1940.20478 -87.26000629857572
1940.20751 -79.49518194868097
1940.21024 -71.45930282926201
1940.21297 -63.26210639667602
1940.2157 -55.00819985853741
1940.21843 -46.801607697260124
1940.22116 -38.749102944123024
1940.22389 -30.962504711014162
1940.22662 -23.56022321603291
1940.22935 -16.6684030890724
1940.23208 -10.42205123771464
1940.23481 -4.966509203445639
1940.23754 -0.4594895218097008
1940.24027 2.9264355038008034
1940.243 5.001598076504251
1940.24573 5.558660644559495
1940.24846 4.375498101690937
1940.25119 1.2232448824202038
1940.25392 -4.119273211931159
1940.25666 -11.844305275250463
1940.25939 -22.087748587002352
1940.26212 -34.89727610563614
1940.26485 -50.198862075535544
1940.26758 -67.7653878471051
1940.27031 -87.19129318991509
1940.27304 -107.87665544349875
1940.27577 -129.02288922096022
1940.2785 -149.64141752463274
1940.28123 -168.57638647055046
1940.28396 -184.54239228284587
1940.28669 -196.17787677047727
1940.28942 -202.11404481709496
1940.29215 -201.05771532951076
1940.29488 -191.8844531419013
1940.29761 -173.73586938997096
1940.30034 -146.11260208520343
1940.30307 -108.95297536542103
