Date,rad_val
20231123T0000,1770.0
20231124T0000,726.0
20231125T0000,1315.0
20231126T0000,843.0
20231127T0000,706.0
20231128T0000,537.0
20231129T0000,1651.0
20231130T0000,201.0
20231201T0000,235.0
20231202T0000,582.0
20231203T0000,1599.0
20231204T0000,566.0
20231205T0000,696.0
20231206T0000,762.0
20231207T0000,962.0
20231208T0000,235.0
20231209T0000,488.0
20231210T0000,861.0
20231211T0000,514.0
20231212T0000,343.0
20231213T0000,738.0
20231214T0000,371.0
20231215T0000,592.0
20231216T0000,1341.0
20231217T0000,1444.0
20231218T0000,1466.0
20231219T0000,1472.0
20231220T0000,670.0
20231221T0000,177.0
20231222T0000,211.0
20231223T0000,385.0
20231224T0000,310.0
20231225T0000,877.0
20231226T0000,746.0
20231227T0000,1307.0
20231228T0000,408.0
20231229T0000,935.0
20231230T0000,1149.0
20231231T0000,612.0
20240101T0000,1076.0
20240102T0000,299.0
20240103T0000,693.0
20240104T0000,991.0
20240105T0000,539.0
20240106T0000,458.0
20240107T0000,503.0
20240108T0000,927.0
20240109T0000,1115.0
20240110T0000,1455.0
20240111T0000,1629.0
20240112T0000,1738.0
20240113T0000,1650.0
20240114T0000,1782.0
20240115T0000,1198.0
20240116T0000,1746.0
20240117T0000,588.0
20240118T0000,233.0
20240119T0000,1431.0
20240120T0000,1934.0
20240121T0000,1624.0
20240122T0000,374.0
20240123T0000,989.0
20240124T0000,344.0
20240125T0000,289.0
20240126T0000,475.0
20240127T0000,2014.0
20240128T0000,2099.0
20240129T0000,1991.0
20240130T0000,1565.0
20240131T0000,1743.0
20240201T0000,267.0
20240202T0000,1843.0
20240203T0000,1658.0
20240204T0000,1319.0
20240205T0000,2102.0
20240206T0000,1757.0
20240207T0000,900.0
20240208T0000,1420.0
20240209T0000,861.0
20240210T0000,1002.0
20240211T0000,1484.0
20240212T0000,1561.0
20240213T0000,2772.0
20240214T0000,1517.0
20240215T0000,2323.0
20240216T0000,1716.0
20240217T0000,922.0
20240218T0000,1777.0
20240219T0000,1594.0
20240220T0000,2506.0
20240221T0000,1805.0
20240222T0000,524.0
20240223T0000,2984.0
20240224T0000,2467.0
20240225T0000,3287.0
20240226T0000,2137.0
20240227T0000,2116.0
20240228T0000,2058.0
20240229T0000,3524.0
20240301T0000,1556.0
20240302T0000,3400.0
20240303T0000,2540.0
20240304T0000,727.0
20240305T0000,2409.0
20240306T0000,2196.0
20240307T0000,2590.0
20240308T0000,4056.0
20240309T0000,3773.0
20240310T0000,1188.0
20240311T0000,4083.0
20240312T0000,2325.0
20240313T0000,730.0
20240314T0000,3491.0
20240315T0000,3311.0
20240316T0000,2555.0
20240317T0000,2684.0
20240318T0000,1825.0
20240319T0000,3346.0
20240320T0000,4318.0
20240321T0000,3776.0
20240322T0000,3992.0
20240323T0000,3333.0
20240324T0000,4004.0
20240325T0000,5240.0
20240326T0000,5087.0
20240327T0000,1426.0
20240328T0000,3851.0
20240329T0000,3803.0
20240330T0000,2944.0
20240331T0000,3589.0
20240401T0000,1540.0
20240402T0000,4503.0
20240403T0000,1566.0
20240404T0000,2662.0
20240405T0000,4550.0
20240406T0000,5972.0
20240407T0000,5748.0
20240408T0000,5287.0
20240409T0000,1569.0
20240410T0000,4264.0
20240411T0000,6095.0
20240412T0000,6176.0
20240413T0000,6124.0
20240414T0000,6333.0
20240415T0000,2833.0
20240416T0000,4765.0
20240417T0000,3706.0
20240418T0000,4661.0
20240419T0000,1423.0
20240420T0000,4526.0
20240421T0000,4693.0
20240422T0000,4874.0
20240423T0000,4489.0
20240424T0000,4567.0
20240425T0000,4957.0
20240426T0000,3915.0
20240427T0000,6476.0
20240428T0000,3085.0
20240429T0000,4961.0
20240430T0000,6961.0
20240501T0000,6446.0
20240502T0000,1377.0
20240503T0000,4243.0
20240504T0000,5439.0
20240505T0000,4360.0
20240506T0000,2466.0
20240507T0000,2917.0
20240508T0000,4773.0
20240509T0000,3990.0
20240510T0000,7496.0
20240511T0000,7114.0
20240512T0000,5135.0
20240513T0000,6333.0
20240514T0000,6362.0
20240515T0000,2602.0
20240516T0000,3345.0
20240517T0000,3366.0
20240518T0000,6115.0
20240519T0000,6167.0
20240520T0000,6549.0
20240521T0000,2862.0
20240522T0000,5185.0
20240523T0000,4001.0
20240524T0000,5857.0
20240525T0000,6415.0
20240526T0000,5462.0
20240527T0000,4743.0
20240528T0000,6210.0
20240529T0000,3165.0
20240530T0000,3422.0
20240531T0000,2421.0
20240601T0000,4003.0
20240602T0000,1796.0
20240603T0000,2975.0
20240604T0000,4522.0
20240605T0000,5692.0
20240606T0000,5787.0
20240607T0000,6655.0
20240608T0000,4307.0
20240609T0000,4130.0
20240610T0000,6928.0
20240611T0000,4231.0
20240612T0000,6318.0
20240613T0000,6316.0
20240614T0000,2507.0
20240615T0000,5244.0
20240616T0000,5410.0
20240617T0000,4280.0
20240618T0000,6739.0
20240619T0000,6288.0
20240620T0000,3428.0
20240621T0000,4492.0
20240622T0000,2985.0
20240623T0000,4356.0
20240624T0000,5663.0
20240625T0000,7086.0
20240626T0000,5840.0
20240627T0000,6512.0
20240628T0000,5739.0
20240629T0000,6590.0
20240630T0000,1700.0
20240701T0000,5460.0
20240702T0000,4178.0
20240703T0000,3154.0
20240704T0000,3882.0
20240705T0000,6900.0
20240706T0000,3161.0
20240707T0000,5304.0
20240708T0000,7573.0
20240709T0000,7615.0
20240710T0000,5289.0
20240711T0000,5746.0
20240712T0000,4378.0
20240713T0000,5235.0
20240714T0000,7008.0
20240715T0000,6763.0
20240716T0000,5983.0
20240717T0000,5918.0
20240718T0000,7508.0
20240719T0000,7198.0
20240720T0000,7000.0
20240721T0000,4501.0
20240722T0000,4472.0
20240723T0000,4745.0
20240724T0000,5245.0
20240725T0000,7113.0
20240726T0000,6700.0
20240727T0000,5759.0
20240728T0000,5424.0
20240729T0000,7445.0
20240730T0000,7129.0
20240731T0000,6074.0
20240801T0000,4415.0
20240802T0000,6046.0
20240803T0000,5993.0
20240804T0000,4648.0
20240805T0000,6681.0
20240806T0000,7000.0
20240807T0000,4126.0
20240808T0000,5744.0
20240809T0000,6543.0
20240810T0000,6632.0
20240811T0000,6769.0
20240812T0000,6115.0
20240813T0000,6624.0
20240814T0000,5578.0
20240815T0000,6112.0
20240816T0000,5147.0
20240817T0000,4428.0
20240818T0000,1333.0
20240819T0000,4573.0
20240820T0000,3935.0
20240821T0000,5417.0
20240822T0000,6577.0
20240823T0000,6429.0
20240824T0000,6266.0
20240825T0000,3885.0
20240826T0000,3535.0
20240827T0000,5902.0
20240828T0000,5749.0
20240829T0000,5298.0
20240830T0000,5566.0
20240831T0000,5189.0
20240901T0000,4496.0
20240902T0000,3735.0
20240903T0000,4715.0
20240904T0000,2923.0
20240905T0000,2364.0
20240906T0000,4373.0
20240907T0000,5077.0
20240908T0000,2351.0
20240909T0000,2081.0
20240910T0000,3772.0
20240911T0000,571.0
20240912T0000,3958.0
20240913T0000,4057.0
20240914T0000,3062.0
20240915T0000,5122.0
20240916T0000,2157.0
20240917T0000,1408.0
20240918T0000,3957.0
20240919T0000,3646.0
20240920T0000,4408.0
20240921T0000,4307.0
20240922T0000,3802.0
20240923T0000,1181.0
20240924T0000,3385.0
20240925T0000,2848.0
20240926T0000,548.0
20240927T0000,2576.0
20240928T0000,2055.0
20240929T0000,2914.0
20240930T0000,2543.0
20241001T0000,1344.0
20241002T0000,1776.0
20241003T0000,2102.0
20241004T0000,1902.0
20241005T0000,2044.0
20241006T0000,2237.0
20241007T0000,1717.0
20241008T0000,560.0
20241009T0000,1856.0
20241010T0000,2268.0
20241011T0000,2435.0
20241012T0000,2107.0
20241013T0000,1723.0
20241014T0000,1545.0
20241015T0000,1028.0
20241016T0000,2335.0
20241017T0000,1674.0
20241018T0000,809.0
20241019T0000,1478.0
20241020T0000,2317.0
20241021T0000,2864.0
20241022T0000,570.0
20241023T0000,1642.0
20241024T0000,2377.0
20241025T0000,2440.0
20241026T0000,2517.0
20241027T0000,2343.0
20241028T0000,2632.0
20241029T0000,2501.0
20241030T0000,2411.0
20241031T0000,1872.0
20241101T0000,2521.0
20241102T0000,1439.0
20241103T0000,2253.0
20241104T0000,2341.0
20241105T0000,2226.0
20241106T0000,1597.0
20241107T0000,1584.0
20241108T0000,2000.0
20241109T0000,2074.0
20241110T0000,1854.0
20241111T0000,1519.0
20241112T0000,989.0
20241113T0000,1397.0
20241114T0000,803.0
20241115T0000,1666.0
20241116T0000,1950.0
20241117T0000,
20241118T0000,
20241119T0000,
20241120T0000,
20241121T0000,
20241122T0000,
20241123T0000,
